 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.936708120585334E+02 ,    -0.133613440526005E+02 ,     0.201750390251607E+03 ,     0.366112143597330E+02 ,     0.328809848314163E+04 ,    -0.368137867920076E+04 ,    -0.129672579609413E+03 ,     0.371535640270172E+04 ,     0.172919306974794E+02 ,    -0.766990649887121E+01 , 
   0.02000 ,    -0.750645022104842E+02 ,    -0.234688760310880E+02 ,     0.174986034693841E+03 ,     0.293518618781565E+02 ,     0.303875374995799E+04 ,    -0.337534215777335E+04 ,    -0.112906418681731E+03 ,     0.342305126965591E+04 ,     0.240304569315691E+02 ,    -0.626787429561107E+01 , 
   0.04000 ,    -0.326741210941235E+02 ,    -0.438338412181842E+02 ,     0.110440746402414E+03 ,     0.128017118598233E+02 ,     0.237699072963148E+04 ,    -0.257922725902208E+04 ,    -0.724104070687428E+02 ,     0.265330191516140E+04 ,     0.371117315685494E+02 ,    -0.305680750980404E+01 , 
   0.06000 ,     0.460432325617089E+01 ,    -0.538850635610274E+02 ,     0.434781390042519E+02 ,    -0.182348325324276E+01 ,     0.152246887707276E+04 ,    -0.159151943534320E+04 ,    -0.301382097508764E+02 ,     0.167445495633849E+04 ,     0.420319138914155E+02 ,    -0.210926467973845E+00 , 
   0.08000 ,     0.161193776202990E+02 ,    -0.414954108563297E+02 ,     0.350728122512961E+01 ,    -0.657937994992840E+01 ,     0.730546316755482E+03 ,    -0.729526384828011E+03 ,    -0.425739117676566E+01 ,     0.787430097015039E+03 ,     0.308651675332139E+02 ,     0.640394854309949E+00 , 
   0.10000 ,     0.419143399790915E+01 ,    -0.138530151950049E+02 ,    -0.418152292078643E+01 ,    -0.244379201215723E+01 ,     0.185410714997927E+03 ,    -0.182516734393797E+03 ,     0.194245600159115E+01 ,     0.194562267195313E+03 ,     0.974917783123828E+01 ,    -0.430918877341143E+00 , 
   0.12000 ,    -0.121024497858297E+02 ,     0.960428963719541E+01 ,     0.420581657493546E+01 ,     0.324602759424379E+01 ,    -0.627068971419952E+02 ,     0.405153463039526E+02 ,    -0.185787809212475E+01 ,    -0.648334449259176E+02 ,    -0.699871490347373E+01 ,    -0.198300545842149E+01 , 
   0.14000 ,    -0.161927820882619E+02 ,     0.147674463337047E+02 ,     0.910171352553824E+01 ,     0.430906445839340E+01 ,    -0.882458289382469E+02 ,     0.567784665756909E+02 ,    -0.419059576117972E+01 ,    -0.878059855179009E+02 ,    -0.993116533270075E+01 ,    -0.259771750604663E+01 , 
   0.16000 ,    -0.749855138347187E+01 ,     0.416781260612499E+01 ,     0.372119559635504E+01 ,     0.768305993551023E+00 ,    -0.223031508383777E+02 ,     0.655431382246939E+01 ,    -0.125783260747788E+01 ,    -0.207689165031991E+02 ,    -0.200526462166576E+01 ,    -0.202911452087787E+01 , 
   0.18000 ,     0.204732981722124E+01 ,    -0.770968757189496E+01 ,    -0.478214036229203E+01 ,    -0.274860193925829E+01 ,     0.282214084404779E+02 ,    -0.246211977785496E+02 ,     0.288737327293551E+01 ,     0.274857432346773E+02 ,     0.589885060126208E+01 ,    -0.115118783892445E+01 , 
   0.20000 ,     0.231929162223474E+01 ,    -0.910634230920909E+01 ,    -0.679234426733442E+01 ,    -0.259978392089181E+01 ,     0.260363156345837E+02 ,    -0.210956668420294E+02 ,     0.328741576196704E+01 ,     0.242731902099085E+02 ,     0.597598344073227E+01 ,    -0.927905121679973E+00 , 
   0.22000 ,    -0.527788652266591E+01 ,    -0.924604832863572E+00 ,    -0.108373587659569E+01 ,     0.362574231960749E+00 ,    -0.573386099296464E+01 ,    -0.467139773532943E+01 ,    -0.725891917889486E-01 ,    -0.538634814899937E+01 ,    -0.117872473792091E+00 ,    -0.148600280851425E+01 , 
