 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.948924563741939E+02 ,    -0.183114438281195E+02 ,     0.212462956446603E+03 ,     0.371187970290025E+02 ,     0.458727356841064E+04 ,    -0.500720332415412E+04 ,    -0.136374654310257E+03 ,     0.506625319649602E+04 ,     0.232314680761031E+02 ,    -0.797688603274813E+01 , 
   0.02000 ,    -0.760734906113204E+02 ,    -0.287233001083513E+02 ,     0.184754204152741E+03 ,     0.297146730497871E+02 ,     0.423751550652044E+04 ,    -0.459788425409057E+04 ,    -0.119382285107585E+03 ,     0.466804313140449E+04 ,     0.298744042689822E+02 ,    -0.653508556116819E+01 , 
   0.04000 ,    -0.331983973676470E+02 ,    -0.495198631375399E+02 ,     0.117798090930115E+03 ,     0.128434144935033E+02 ,     0.331119424849588E+04 ,    -0.353014705126303E+04 ,    -0.781427093456405E+02 ,     0.362016214310808E+04 ,     0.424986852213435E+02 ,    -0.323095208282968E+01 , 
   0.06000 ,     0.451070137030172E+01 ,    -0.591856254785579E+02 ,     0.479581524365775E+02 ,    -0.204106535961770E+01 ,     0.211966936174207E+04 ,    -0.219767661953568E+04 ,    -0.345449665599156E+02 ,     0.228926497629191E+04 ,     0.463211082995107E+02 ,    -0.295836819827988E+00 , 
   0.08000 ,     0.161774582628080E+02 ,    -0.451830740321169E+02 ,     0.562143433308593E+01 ,    -0.683778977526453E+01 ,     0.102082122116278E+04 ,    -0.102332381896435E+04 ,    -0.693192618727265E+01 ,     0.108457975086301E+04 ,     0.334663984747816E+02 ,     0.598215418321868E+00 , 
   0.10000 ,     0.415877152689628E+01 ,    -0.153194865337119E+02 ,    -0.346079504314798E+01 ,    -0.256611697750406E+01 ,     0.267576163248029E+03 ,    -0.265898401537763E+03 ,     0.935545780656557E+00 ,     0.278856770620870E+03 ,     0.106054723374276E+02 ,    -0.475876045529396E+00 , 
   0.12000 ,    -0.122565241137511E+02 ,     0.981423591476048E+01 ,     0.437365107129952E+01 ,     0.326834079769836E+01 ,    -0.761687848018288E+02 ,     0.531638357814093E+02 ,    -0.178059562421943E+01 ,    -0.770927486221406E+02 ,    -0.726958368058029E+01 ,    -0.204186271295954E+01 , 
   0.14000 ,    -0.163355289489437E+02 ,     0.154142052446308E+02 ,     0.913727634306807E+01 ,     0.436092347307373E+01 ,    -0.116576434568772E+03 ,     0.844438379359760E+02 ,    -0.381988616586565E+01 ,    -0.115143540742451E+03 ,    -0.104247312076012E+02 ,    -0.265004361277114E+01 , 
   0.16000 ,    -0.751769362564499E+01 ,     0.430537777016203E+01 ,     0.371228672228189E+01 ,     0.754200875839561E+00 ,    -0.325246692635020E+02 ,     0.166705223692776E+02 ,    -0.113893854298610E+01 ,    -0.308791610353565E+02 ,    -0.212679326411124E+01 ,    -0.205266951681012E+01 , 
   0.18000 ,     0.212509572474287E+01 ,    -0.813858919113236E+01 ,    -0.483712125030384E+01 ,    -0.281674529171175E+01 ,     0.335648729827343E+02 ,    -0.295101265066796E+02 ,     0.269168202859393E+01 ,     0.320012809520696E+02 ,     0.614632457366390E+01 ,    -0.114665594290144E+01 , 
