 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.940356977762983E+02 ,     0.366289078569574E+02 ,     0.142750513613020E+03 ,     0.390392302945937E+02 ,     0.637701793606539E+03 ,    -0.930082210585485E+03 ,    -0.893319829506928E+02 ,     0.863695867328215E+03 ,    -0.113582018749669E+02 ,    -0.794297605199204E+01 , 
   0.02000 ,    -0.752573082741168E+02 ,     0.220303345484388E+02 ,     0.122505965059511E+03 ,     0.313613622142826E+02 ,     0.613931029297956E+03 ,    -0.861738026073388E+03 ,    -0.766690560214314E+02 ,     0.821742803355339E+03 ,    -0.271841681350305E+01 ,    -0.642513780180826E+01 , 
   0.04000 ,    -0.324939260119430E+02 ,    -0.102949608891421E+02 ,     0.745287891915421E+02 ,     0.138374499763643E+02 ,     0.540523684554661E+03 ,    -0.684225851033897E+03 ,    -0.467237110353457E+02 ,     0.701850007257369E+03 ,     0.158384931210824E+02 ,    -0.296438429974904E+01 , 
   0.06000 ,     0.505675320247453E+01 ,    -0.357843798786546E+02 ,     0.269995721363652E+02 ,    -0.170300637443659E+01 ,     0.418948414139805E+03 ,    -0.463559882479213E+03 ,    -0.171612232960535E+02 ,     0.524414193252971E+03 ,     0.288363381292803E+02 ,     0.597907054891980E-01 , 
   0.08000 ,     0.165465142673128E+02 ,    -0.373675705772589E+02 ,     0.208648194327818E+01 ,    -0.685540487633188E+01 ,     0.267891956682252E+03 ,    -0.266948861386009E+03 ,    -0.165319803957861E+01 ,     0.326312811027579E+03 ,     0.262869011057521E+02 ,     0.886164947187246E+00 , 
   0.10000 ,     0.435881226966003E+01 ,    -0.183768897297095E+02 ,     0.147850163140313E+01 ,    -0.260198994673690E+01 ,     0.124471263098713E+03 ,    -0.131322485053830E+03 ,    -0.968354168082113E+00 ,     0.152976636875320E+03 ,     0.116722094315548E+02 ,    -0.365588345331884E+00 , 
   0.12000 ,    -0.121914181613145E+02 ,     0.288186209049512E+01 ,     0.100087553252287E+02 ,     0.335877945420280E+01 ,     0.262738496876220E+02 ,    -0.567197488243913E+02 ,    -0.565531261070867E+01 ,     0.396469664948952E+02 ,    -0.252302176330501E+01 ,    -0.208638555615728E+01 , 
   0.14000 ,    -0.163480258123955E+02 ,     0.104555465598659E+02 ,     0.119056183660273E+02 ,     0.450563824953144E+01 ,    -0.122691035356098E+02 ,    -0.224047402577637E+02 ,    -0.635801458210799E+01 ,    -0.615162124048133E+01 ,    -0.661146646439179E+01 ,    -0.273006729632247E+01 , 
   0.16000 ,    -0.754242726829183E+01 ,     0.346303040773876E+01 ,     0.394363474977482E+01 ,     0.819274670204794E+00 ,    -0.796411311454064E+01 ,    -0.787792973781967E+01 ,    -0.159634982030030E+01 ,    -0.615177327257980E+01 ,    -0.139246397243238E+01 ,    -0.206570296315471E+01 , 
   0.18000 ,     0.213354344699337E+01 ,    -0.639329704072839E+01 ,    -0.531616613712310E+01 ,    -0.286692242965030E+01 ,     0.649552140125671E+01 ,    -0.271244200468211E+01 ,     0.334442784918875E+01 ,     0.591210864012991E+01 ,     0.471403194135715E+01 ,    -0.108628688026952E+01 , 
   0.20000 ,     0.242266909872636E+01 ,    -0.802917843265163E+01 ,    -0.688099885770592E+01 ,    -0.272423773432768E+01 ,     0.782843247082344E+01 ,    -0.332937637863819E+01 ,     0.357991934406316E+01 ,     0.717116643947667E+01 ,     0.491512846017128E+01 ,    -0.851733652266714E+00 , 
   0.22000 ,    -0.526060685799780E+01 ,    -0.112610497193434E+01 ,    -0.741463493807428E+00 ,     0.374222761371208E+00 ,    -0.441082505574668E+01 ,    -0.633591019039161E+01 ,    -0.191580469863844E+00 ,    -0.366268352692392E+01 ,     0.298344344200264E-01 ,    -0.147762049693779E+01 , 
   0.24000 ,    -0.114110958081769E+02 ,     0.577712173751612E+01 ,     0.537461223021520E+01 ,     0.259038395975082E+01 ,    -0.157205865198258E+02 ,    -0.723501027443102E+01 ,    -0.323572075703631E+01 ,    -0.141268647894646E+02 ,    -0.395908167381310E+01 ,    -0.219009485408392E+01 , 
   0.26000 ,    -0.965607968919477E+01 ,     0.548528297823257E+01 ,     0.497270662563510E+01 ,     0.164120667448977E+01 ,    -0.151834495615983E+02 ,    -0.414190318213815E+01 ,    -0.233697180067511E+01 ,    -0.144565193624647E+02 ,    -0.300472740622640E+01 ,    -0.223973257964605E+01 , 
   0.28000 ,    -0.300589613098137E+01 ,    -0.653344226293954E+00 ,    -0.693648306044433E+00 ,    -0.998109465730856E+00 ,    -0.593327462941684E+01 ,     0.649904861447831E-01 ,     0.102023788145331E+01 ,    -0.686031239192407E+01 ,     0.108784506779889E+01 ,    -0.166234550881542E+01 , 
   0.30000 ,     0.649067053932202E+00 ,    -0.533396032986070E+01 ,    -0.493555112449985E+01 ,    -0.220030307430166E+01 ,     0.587470198731541E+00 ,     0.930549956182889E+00 ,     0.287168999028644E+01 ,    -0.961590901861413E+00 ,     0.343394413103542E+01 ,    -0.114505853700167E+01 , 
   0.32000 ,    -0.234989241944089E+01 ,    -0.371942912615594E+01 ,    -0.333569962787549E+01 ,    -0.799691256254160E+00 ,    -0.216245846519288E+01 ,    -0.242625443605431E+01 ,     0.136198905122696E+01 ,    -0.270275051967463E+01 ,     0.169726993211387E+01 ,    -0.123568796451156E+01 , 
   0.34000 ,    -0.795850928895140E+01 ,     0.173696073455263E+01 ,     0.179035569179763E+01 ,     0.135684565309341E+01 ,    -0.981298098429760E+01 ,    -0.620656167802665E+01 ,    -0.147927476978976E+01 ,    -0.894373409417222E+01 ,    -0.172845320947931E+01 ,    -0.177888821088407E+01 , 
