 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.947680936560647E+02 ,     0.296807250045525E+02 ,     0.158307771641525E+03 ,     0.399829359357227E+02 ,     0.102189348680649E+04 ,    -0.133041610409537E+04 ,    -0.973189877499452E+02 ,     0.129126224208842E+04 ,    -0.198698483452497E+01 ,    -0.811653470136095E+01 , 
   0.02000 ,    -0.758281492655416E+02 ,     0.151647862321647E+02 ,     0.136188889096517E+03 ,     0.321014249039209E+02 ,     0.963188157055718E+03 ,    -0.122613742910291E+04 ,    -0.841407765554017E+02 ,     0.121006805034804E+04 ,     0.586238356294578E+01 ,    -0.656413565670469E+01 , 
   0.04000 ,    -0.327098977067064E+02 ,    -0.166136697568123E+02 ,     0.835787911937705E+02 ,     0.141163357475138E+02 ,     0.799417990249242E+03 ,    -0.955393913764133E+03 ,    -0.527449137889745E+02 ,     0.988804042654821E+03 ,     0.223261133540935E+02 ,    -0.302533364862136E+01 , 
   0.06000 ,     0.511998278917432E+01 ,    -0.405940211279603E+02 ,     0.309340270612512E+02 ,    -0.182383574561841E+01 ,     0.567305632079335E+03 ,    -0.619962570851520E+03 ,    -0.211060293697865E+02 ,     0.687695606563176E+03 ,     0.326433011580469E+02 ,     0.654995448479759E-01 , 
   0.08000 ,     0.166471215017428E+02 ,    -0.397641319716336E+02 ,     0.246563253803916E+01 ,    -0.709386018474228E+01 ,     0.322718265984153E+03 ,    -0.325249649313573E+03 ,    -0.341818272267569E+01 ,     0.385402559181368E+03 ,     0.276700268429916E+02 ,     0.908834052336659E+00 , 
   0.10000 ,     0.432020489533440E+01 ,    -0.183294327161898E+02 ,     0.520856273132263E+00 ,    -0.271155978577562E+01 ,     0.124235507584315E+03 ,    -0.130942177916148E+03 ,    -0.104292463682857E+01 ,     0.151171489429151E+03 ,     0.115004442826259E+02 ,    -0.369170640453764E+00 , 
   0.12000 ,    -0.123465274283746E+02 ,     0.430783353550106E+01 ,     0.921225944844568E+01 ,     0.341433281233817E+01 ,     0.896986429075597E+01 ,    -0.375437646783244E+02 ,    -0.491872334259714E+01 ,     0.193376173847192E+02 ,    -0.323581675337202E+01 ,    -0.212090353198462E+01 , 
   0.14000 ,    -0.164709320641639E+02 ,     0.117798090059130E+02 ,     0.116054375972632E+02 ,     0.459472123299177E+01 ,    -0.242327257438150E+02 ,    -0.873527380450591E+01 ,    -0.565751599434340E+01 ,    -0.202080267054232E+02 ,    -0.715444399539401E+01 ,    -0.276798350837554E+01 , 
   0.16000 ,    -0.753643096481531E+01 ,     0.380711420571135E+01 ,     0.381679753309738E+01 ,     0.820077964689443E+00 ,    -0.987576396535411E+01 ,    -0.539611065302084E+01 ,    -0.136146811820767E+01 ,    -0.887763514974941E+01 ,    -0.155067050505190E+01 ,    -0.208025074295936E+01 , 
   0.18000 ,     0.222159007576542E+01 ,    -0.685272942425920E+01 ,    -0.552131925404224E+01 ,    -0.294625337947091E+01 ,     0.938022754632760E+01 ,    -0.595908710681918E+01 ,     0.319015443928993E+01 ,     0.868781443394415E+01 ,     0.478396582359203E+01 ,    -0.107691662544830E+01 , 
   0.20000 ,     0.247492588325772E+01 ,    -0.851463051625167E+01 ,    -0.707018669043342E+01 ,    -0.278513462971926E+01 ,     0.971030970681966E+01 ,    -0.569131530833654E+01 ,     0.337278683289326E+01 ,     0.909834831103970E+01 ,     0.497698061766047E+01 ,    -0.839738836838853E+00 , 
   0.22000 ,    -0.529734242412934E+01 ,    -0.110776731247469E+01 ,    -0.717416219400955E+00 ,     0.395071313010946E+00 ,    -0.515940400720761E+01 ,    -0.560663192023101E+01 ,    -0.209782763818844E+00 ,    -0.440465258995637E+01 ,    -0.963722997475728E-02 ,    -0.148120887404986E+01 , 
   0.24000 ,    -0.114796461964106E+02 ,     0.615616710562104E+01 ,     0.559555706381301E+01 ,     0.265649669071318E+01 ,    -0.174461018354171E+02 ,    -0.514404120176755E+01 ,    -0.309161719301060E+01 ,    -0.158609387478203E+02 ,    -0.403294969605927E+01 ,    -0.220672065835116E+01 , 
   0.26000 ,    -0.967016161794605E+01 ,     0.571802592023598E+01 ,     0.516056592501005E+01 ,     0.167137228608257E+01 ,    -0.160881847719455E+02 ,    -0.295766820057443E+01 ,    -0.222014456612109E+01 ,    -0.153489689624921E+02 ,    -0.301823151398439E+01 ,    -0.225234652748788E+01 , 
   0.28000 ,    -0.295316279328497E+01 ,    -0.830731750487950E+00 ,    -0.714153522237901E+00 ,    -0.103329534670165E+01 ,    -0.584755877649351E+01 ,    -0.129013871250188E+00 ,     0.986203945493089E+00 ,    -0.674445400480368E+01 ,     0.114107805457904E+01 ,    -0.165977860438920E+01 , 
   0.30000 ,     0.699789172891981E+00 ,    -0.569661224025596E+01 ,    -0.509448178917407E+01 ,    -0.225237965977053E+01 ,     0.763662675648996E+00 ,     0.406948212496900E+00 ,     0.274404193722693E+01 ,    -0.741595626500080E+00 ,     0.348034464809066E+01 ,    -0.113343941133109E+01 , 
   0.32000 ,    -0.236392447376503E+01 ,    -0.386486826862409E+01 ,    -0.341937950820109E+01 ,    -0.806729799451639E+00 ,    -0.245850256531075E+01 ,    -0.233930924734192E+01 ,     0.129028858932989E+01 ,    -0.293994003647686E+01 ,     0.167904728926099E+01 ,    -0.122989138168007E+01 , 
