 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.948347109076427E+02 ,     0.471650392765911E+02 ,     0.133349126619909E+03 ,     0.394135304494782E+02 ,     0.399027370511850E+03 ,    -0.669402583332984E+03 ,    -0.829725248247947E+02 ,     0.590360491762956E+03 ,    -0.178512844007384E+02 ,    -0.773874330952196E+01 , 
   0.02000 ,    -0.758954338739945E+02 ,     0.315731672917752E+02 ,     0.113854979703970E+03 ,     0.316582352021148E+02 ,     0.398705084804844E+03 ,    -0.626899589428923E+03 ,    -0.707418724830738E+02 ,     0.574703139869958E+03 ,    -0.875606473787252E+01 ,    -0.626256557189100E+01 , 
   0.04000 ,    -0.327633445802193E+02 ,    -0.326844402765437E+01 ,     0.678461121705636E+02 ,     0.139589757037788E+02 ,     0.385492544979574E+03 ,    -0.515497621827971E+03 ,    -0.419805504508166E+02 ,     0.522427689400031E+03 ,     0.110412309832258E+02 ,    -0.289551600948254E+01 , 
   0.06000 ,     0.511769429195609E+01 ,    -0.317059580634967E+02 ,     0.227971247131469E+02 ,    -0.173288261558236E+01 ,     0.336226626774869E+03 ,    -0.373696884137965E+03 ,    -0.140367075884613E+02 ,     0.426553194050023E+03 ,     0.257172146313343E+02 ,     0.493943553409607E-01 , 
   0.08000 ,     0.167207395458900E+02 ,    -0.356200267228369E+02 ,     0.932777168542988E-01 ,    -0.692741876685793E+01 ,     0.244062277092439E+03 ,    -0.240634786453632E+03 ,    -0.141158241689574E+00 ,     0.295485297333640E+03 ,     0.248162653507063E+02 ,     0.856291943088348E+00 , 
   0.10000 ,     0.444328949428637E+01 ,    -0.178833612191421E+02 ,     0.916683169446996E+00 ,    -0.262002177145674E+01 ,     0.132229950838034E+03 ,    -0.138595563951100E+03 ,    -0.651473960956930E+00 ,     0.158979772720362E+03 ,     0.114017945978407E+02 ,    -0.364371249235564E+00 , 
   0.12000 ,    -0.122423768714679E+02 ,     0.299713839161500E+01 ,     0.100370414791491E+02 ,     0.340783088187464E+01 ,     0.401752044521309E+02 ,    -0.704085304617243E+02 ,    -0.590937827335427E+01 ,     0.539981542020291E+02 ,    -0.223663719001290E+01 ,    -0.204997202560847E+01 , 
   0.14000 ,    -0.164389851419476E+02 ,     0.105631084843399E+02 ,     0.119737437927977E+02 ,     0.456569768839466E+01 ,    -0.551156905614524E+01 ,    -0.288741453363986E+02 ,    -0.664209178453248E+01 ,     0.127190565620981E+01 ,    -0.631053124363084E+01 ,    -0.269109800770049E+01 , 
   0.16000 ,    -0.756676915161362E+01 ,     0.355486215766926E+01 ,     0.389111562533074E+01 ,     0.835716772231510E+00 ,    -0.895257410232420E+01 ,    -0.684137745773032E+01 ,    -0.166258383723700E+01 ,    -0.694270796244662E+01 ,    -0.131600177024916E+01 ,    -0.205366969414521E+01 , 
   0.18000 ,     0.218876781392416E+01 ,    -0.640001422284172E+01 ,    -0.540158132145132E+01 ,    -0.289424284153330E+01 ,     0.328813897094402E+01 ,     0.199567192150572E+00 ,     0.344454804454233E+01 ,     0.258432245527545E+01 ,     0.462466908079264E+01 ,    -0.109945060598637E+01 , 
   0.20000 ,     0.248694052482787E+01 ,    -0.811097446124380E+01 ,    -0.688543678779851E+01 ,    -0.275164529417850E+01 ,     0.682343180841258E+01 ,    -0.264386078157041E+01 ,     0.366864420357317E+01 ,     0.606958703515217E+01 ,     0.483767100812462E+01 ,    -0.865059947302931E+00 , 
   0.22000 ,    -0.525122712986855E+01 ,    -0.118721294100808E+01 ,    -0.656805710493668E+00 ,     0.381895109430719E+00 ,    -0.292993368685173E+01 ,    -0.783386333724196E+01 ,    -0.219653198212758E+00 ,    -0.210000631538980E+01 ,     0.655942104760403E-01 ,    -0.147239471936993E+01 , 
   0.24000 ,    -0.114495638747888E+02 ,     0.578442595744229E+01 ,     0.546844925148151E+01 ,     0.262489109607016E+01 ,    -0.140347912705744E+02 ,    -0.869261869506349E+01 ,    -0.334098092365141E+01 ,    -0.122392269300457E+02 ,    -0.385186338813079E+01 ,    -0.217190056169171E+01 , 
   0.26000 ,    -0.968604619003716E+01 ,     0.551918749405147E+01 ,     0.500460937712827E+01 ,     0.166607127734487E+01 ,    -0.150188486943963E+02 ,    -0.417414896378956E+01 ,    -0.241196087527155E+01 ,    -0.140931057069984E+02 ,    -0.293143016334999E+01 ,    -0.222837006973661E+01 , 
   0.28000 ,    -0.299161337471769E+01 ,    -0.654954793618979E+00 ,    -0.723136547370248E+00 ,    -0.100520672048545E+01 ,    -0.697240670662590E+01 ,     0.935876234177878E+00 ,     0.103025042815619E+01 ,    -0.777403658781026E+01 ,     0.107610640325745E+01 ,    -0.166838759422051E+01 , 
   0.30000 ,     0.686531245599374E+00 ,    -0.537275650311155E+01 ,    -0.497570048445146E+01 ,    -0.222568466266782E+01 ,    -0.198240717241264E+00 ,     0.140669320201621E+01 ,     0.292679230513727E+01 ,    -0.169698336539706E+01 ,     0.337855757301592E+01 ,    -0.115952726537998E+01 , 
   0.32000 ,    -0.233564343169697E+01 ,    -0.373961759194952E+01 ,    -0.334933256337193E+01 ,    -0.812659427932436E+00 ,    -0.184049597099367E+01 ,    -0.288085891214920E+01 ,     0.138795185516637E+01 ,    -0.237653287761510E+01 ,     0.167120435321535E+01 ,    -0.124203805437944E+01 , 
