 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.942738315243058E+02 ,    -0.217658122249469E+02 ,     0.215855371246936E+03 ,     0.371322354921888E+02 ,     0.454356895399558E+04 ,    -0.496946629853946E+04 ,    -0.139011781907622E+03 ,     0.502762513241855E+04 ,     0.254684787073085E+02 ,    -0.815292737071995E+01 , 
   0.02000 ,    -0.755645043542044E+02 ,    -0.317783308025592E+02 ,     0.187765521614754E+03 ,     0.297357167869289E+02 ,     0.419492025809656E+04 ,    -0.456017961699055E+04 ,    -0.121700052018654E+03 ,     0.462975789765482E+04 ,     0.318781859509153E+02 ,    -0.666879605132883E+01 , 
   0.04000 ,    -0.329422071188094E+02 ,    -0.515913957821784E+02 ,     0.119868214560768E+03 ,     0.128799639966413E+02 ,     0.327184246671625E+04 ,    -0.349320338462852E+04 ,    -0.796827049938891E+02 ,     0.358332563180914E+04 ,     0.439206201242539E+02 ,    -0.326922524442499E+01 , 
   0.06000 ,     0.453600038150257E+01 ,    -0.601768091331001E+02 ,     0.489872533195512E+02 ,    -0.199589211572698E+01 ,     0.208549236333599E+04 ,    -0.216363672458308E+04 ,    -0.352541303141956E+02 ,     0.225587856114731E+04 ,     0.470841796532317E+02 ,    -0.252906692409571E+00 , 
   0.08000 ,     0.161151392077349E+02 ,    -0.454208898081034E+02 ,     0.591324173040323E+01 ,    -0.679893872451837E+01 ,     0.993471474830764E+03 ,    -0.995227758708650E+03 ,    -0.709754118223540E+01 ,     0.105718694621335E+04 ,     0.337399484276280E+02 ,     0.661472788331878E+00 , 
   0.10000 ,     0.414517008895942E+01 ,    -0.152499055889300E+02 ,    -0.348340248930328E+01 ,    -0.254285205088439E+01 ,     0.248218669742431E+03 ,    -0.246215773322009E+03 ,     0.953471949914479E+00 ,     0.259504864936967E+03 ,     0.106446086062293E+02 ,    -0.445085799340136E+00 , 
   0.12000 ,    -0.121892461252664E+02 ,     0.990794478882846E+01 ,     0.431248893995056E+01 ,     0.327952873455099E+01 ,    -0.873008091943561E+02 ,     0.639060467330896E+02 ,    -0.177655551083030E+01 ,    -0.879224207651786E+02 ,    -0.728400344232100E+01 ,    -0.205009594801789E+01 , 
   0.14000 ,    -0.162505783748204E+02 ,     0.154771862889221E+02 ,     0.909941138462126E+01 ,     0.437057471971736E+01 ,    -0.120631341346621E+03 ,     0.879900929635457E+02 ,    -0.382862123180377E+01 ,    -0.118926519135339E+03 ,    -0.104376875656690E+02 ,    -0.266619734782835E+01 , 
   0.16000 ,    -0.748676648239885E+01 ,     0.438622712679233E+01 ,     0.365719700510034E+01 ,     0.768328146186672E+00 ,    -0.320050346820627E+02 ,     0.161531319430790E+02 ,    -0.109262616753701E+01 ,    -0.304733326442629E+02 ,    -0.215307046136914E+01 ,    -0.204741833964005E+01 , 
   0.18000 ,     0.209435696634110E+01 ,    -0.802919585914479E+01 ,    -0.492138920135897E+01 ,    -0.280190553557232E+01 ,     0.355946878364076E+02 ,    -0.310318537466471E+02 ,     0.279402452823276E+01 ,     0.335808466088440E+02 ,     0.610084302378031E+01 ,    -0.112106965907758E+01 , 
