 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.895161599542247E+02 ,    -0.238057253058761E+02 ,     0.214118848351707E+03 ,     0.358387264459848E+02 ,     0.410678883514824E+04 ,    -0.454294132161141E+04 ,    -0.134254869583610E+03 ,     0.457220427049025E+04 ,     0.227795712579174E+02 ,    -0.851275425007896E+01 , 
   0.02000 ,    -0.717537646762558E+02 ,    -0.337032960091411E+02 ,     0.186698172462815E+03 ,     0.287122056110474E+02 ,     0.379162566594307E+04 ,    -0.416430393170298E+04 ,    -0.117649116157469E+03 ,     0.421013355312539E+04 ,     0.294615920953041E+02 ,    -0.695961810956125E+01 , 
   0.04000 ,    -0.313000686253692E+02 ,    -0.533088635627471E+02 ,     0.120377412874913E+03 ,     0.124704969884696E+02 ,     0.295663430800358E+04 ,    -0.317928093279359E+04 ,    -0.773811112840490E+02 ,     0.325773688827021E+04 ,     0.422631881606069E+02 ,    -0.340274456498757E+01 , 
   0.06000 ,     0.423912572580683E+01 ,    -0.618326964957572E+02 ,     0.509993096948600E+02 ,    -0.186785772025504E+01 ,     0.188218007109285E+04 ,    -0.195711631606165E+04 ,    -0.348775278100896E+02 ,     0.204930677253888E+04 ,     0.464759287850819E+02 ,    -0.247253376851974E+00 , 
   0.08000 ,     0.151595773901028E+02 ,    -0.471829236226070E+02 ,     0.851269303925607E+01 ,    -0.650788225269695E+01 ,     0.891756451579227E+03 ,    -0.890494352782650E+03 ,    -0.799487818650528E+01 ,     0.957770308429206E+03 ,     0.341291486237664E+02 ,     0.713410174192035E+00 , 
   0.10000 ,     0.372134050784667E+01 ,    -0.170086808655182E+02 ,    -0.137954690411707E+01 ,    -0.242514117522897E+01 ,     0.215341532836585E+03 ,    -0.213872001040479E+03 ,    -0.239544177574332E+00 ,     0.231235771354727E+03 ,     0.116080123800498E+02 ,    -0.429299532563629E+00 , 
   0.12000 ,    -0.118263450031665E+02 ,     0.856046103328941E+01 ,     0.534605118518250E+01 ,     0.316709808204849E+01 ,    -0.881458099280263E+02 ,     0.613001870128892E+02 ,    -0.254054011415538E+01 ,    -0.850177057245825E+02 ,    -0.635400466793146E+01 ,    -0.208257392543962E+01 , 
   0.14000 ,    -0.156784505614582E+02 ,     0.149159350933489E+02 ,     0.920554322975357E+01 ,     0.420897823413176E+01 ,    -0.115540819428143E+03 ,     0.798837498704528E+02 ,    -0.398093052011458E+01 ,    -0.112553566256618E+03 ,    -0.999872494319896E+01 ,    -0.270145537916084E+01 , 
   0.16000 ,    -0.733641550166401E+01 ,     0.458286379141324E+01 ,     0.338624329776846E+01 ,     0.740486186993554E+00 ,    -0.314854924521660E+02 ,     0.155469353473460E+02 ,    -0.880050096735579E+00 ,    -0.308016826207647E+02 ,    -0.226390480704814E+01 ,    -0.204318887931680E+01 , 
   0.18000 ,     0.176413571016183E+01 ,    -0.753161109232992E+01 ,    -0.510063447779835E+01 ,    -0.269078367354249E+01 ,     0.323789168737036E+02 ,    -0.255675840445660E+02 ,     0.302578859927525E+01 ,     0.288742068770211E+02 ,     0.574416627611215E+01 ,    -0.108230475130596E+01 , 
   0.20000 ,     0.197095806870757E+01 ,    -0.917358858384641E+01 ,    -0.688142972075877E+01 ,    -0.252622274450557E+01 ,     0.314932462185497E+02 ,    -0.236684437006794E+02 ,     0.320479724503289E+01 ,     0.277027288948129E+02 ,     0.595707460720294E+01 ,    -0.862159997645900E+00 , 
   0.22000 ,    -0.531763814005090E+01 ,    -0.101203722889020E+01 ,    -0.982983104219048E+00 ,     0.377554480294295E+00 ,    -0.530837809429127E+01 ,    -0.527352552646499E+01 ,    -0.156927161965596E+00 ,    -0.475672111949320E+01 ,    -0.937254809539119E-01 ,    -0.149066574143039E+01 , 
