 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.921698153407530E+02 ,     0.491976485947069E+02 ,     0.128839758799945E+03 ,     0.387328811893540E+02 ,     0.280002658726552E+03 ,    -0.560692156203411E+03 ,    -0.801838748369164E+02 ,     0.444961968949868E+03 ,    -0.219288023972587E+02 ,    -0.843151493031391E+01 , 
   0.02000 ,    -0.737444381201551E+02 ,     0.334881953141438E+02 ,     0.109994467604032E+03 ,     0.311294512454253E+02 ,     0.288922385347633E+03 ,    -0.524684851240197E+03 ,    -0.682545774909716E+02 ,     0.442694483706959E+03 ,    -0.122734802140616E+02 ,    -0.681347500075048E+01 , 
   0.04000 ,    -0.317916082764290E+02 ,    -0.178439856743167E+01 ,     0.656222996765309E+02 ,     0.137735407999947E+02 ,     0.299958362672024E+03 ,    -0.431546550234452E+03 ,    -0.402956624407667E+02 ,     0.424667602152233E+03 ,     0.891736934638328E+01 ,    -0.312365495840909E+01 , 
   0.06000 ,     0.502838896498747E+01 ,    -0.310536166568684E+02 ,     0.224531641995223E+02 ,    -0.162329510011151E+01 ,     0.281360436561796E+03 ,    -0.315906021857302E+03 ,    -0.133817383789743E+02 ,     0.369804967071689E+03 ,     0.251477763665828E+02 ,     0.104430332643261E+00 , 
   0.08000 ,     0.162587298010327E+02 ,    -0.360352071089512E+02 ,     0.112087475883181E+01 ,    -0.673815634373359E+01 ,     0.216929368268921E+03 ,    -0.210541072104305E+03 ,    -0.393677158570052E+00 ,     0.272508794903197E+03 ,     0.253251715179301E+02 ,     0.999038926492587E+00 , 
   0.10000 ,     0.425335594679782E+01 ,    -0.191495074999647E+02 ,     0.243605841596060E+01 ,    -0.253981378519393E+01 ,     0.123909368169336E+03 ,    -0.130641389814909E+03 ,    -0.140633558256546E+01 ,     0.155567505159853E+03 ,     0.122593966152873E+02 ,    -0.309200024195278E+00 , 
   0.12000 ,    -0.120170795516195E+02 ,     0.153369164710834E+01 ,     0.112890976231431E+02 ,     0.335250772344023E+01 ,     0.407734497005060E+02 ,    -0.743383008001093E+02 ,    -0.667775076054093E+01 ,     0.573342237211050E+02 ,    -0.158152487922213E+01 ,    -0.211181617354646E+01 , 
   0.14000 ,    -0.161058234025394E+02 ,     0.960101693227286E+01 ,     0.126252483372856E+02 ,     0.448189324511880E+01 ,    -0.308092407843790E+01 ,    -0.345526152732580E+02 ,    -0.708564008175437E+01 ,     0.440522352610922E+01 ,    -0.602821739855061E+01 ,    -0.277625152285029E+01 , 
   0.16000 ,    -0.746602788206239E+01 ,     0.337423337596219E+01 ,     0.402748548033998E+01 ,     0.826794012282581E+00 ,    -0.785560894106446E+01 ,    -0.863345408112847E+01 ,    -0.172552826564565E+01 ,    -0.568885786648576E+01 ,    -0.128422528635723E+01 ,    -0.206830476526388E+01 , 
   0.18000 ,     0.202320890759382E+01 ,    -0.606929289244433E+01 ,    -0.550073307748182E+01 ,    -0.282852999278803E+01 ,     0.275761127908416E+01 ,     0.230996245203262E+01 ,     0.358504469709151E+01 ,     0.252063919890484E+01 ,     0.459496055601975E+01 ,    -0.104195889642320E+01 , 
   0.20000 ,     0.229441786608094E+01 ,    -0.778333218200527E+01 ,    -0.698585466457032E+01 ,    -0.269177480834590E+01 ,     0.554263342619828E+01 ,     0.252848091177384E+00 ,     0.378555574083578E+01 ,     0.526683090237918E+01 ,     0.484056807657781E+01 ,    -0.808012500846344E+00 , 
   0.22000 ,    -0.525522230807959E+01 ,    -0.117240052594984E+01 ,    -0.676482141729344E+00 ,     0.374702304701485E+00 ,    -0.408643868769172E+01 ,    -0.671142848451286E+01 ,    -0.231020553876111E+00 ,    -0.334240254832352E+01 ,     0.883494565440868E-01 ,    -0.147376935618844E+01 , 
   0.24000 ,    -0.112905050088062E+02 ,     0.557160508749973E+01 ,     0.549636277266732E+01 ,     0.257028174722778E+01 ,    -0.146074186952674E+02 ,    -0.941480313986544E+01 ,    -0.342545466179907E+01 ,    -0.133980147825306E+02 ,    -0.384977653623268E+01 ,    -0.221751090193377E+01 , 
   0.26000 ,    -0.956171169167523E+01 ,     0.536614731504100E+01 ,     0.502501458636460E+01 ,     0.163122419517952E+01 ,    -0.149825122333402E+02 ,    -0.511382056417612E+01 ,    -0.245434801148140E+01 ,    -0.145062126949534E+02 ,    -0.295572120442417E+01 ,    -0.225904636994492E+01 , 
   0.28000 ,    -0.303421301948828E+01 ,    -0.590503749626622E+00 ,    -0.728360118972125E+00 ,    -0.984393018405612E+00 ,    -0.666311666202716E+01 ,     0.107313157805731E+01 ,     0.107853630843417E+01 ,    -0.733883927252090E+01 ,     0.105166471954136E+01 ,    -0.165022925709679E+01 , 
