 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.901274961482642E+02 ,    -0.186098232341874E+02 ,     0.210102342272159E+03 ,     0.359185220705917E+02 ,     0.392712705933357E+04 ,    -0.435233835894235E+04 ,    -0.132318212429745E+03 ,     0.438022648470359E+04 ,     0.196790065215465E+02 ,    -0.854656552390460E+01 , 
   0.02000 ,    -0.722493085131926E+02 ,    -0.290376388894400E+02 ,     0.182966404691756E+03 ,     0.287717991656197E+02 ,     0.363046161624861E+04 ,    -0.399404193886637E+04 ,    -0.115868207278305E+03 ,     0.403839909972396E+04 ,     0.267542261041432E+02 ,    -0.698771110950975E+01 , 
   0.04000 ,    -0.315274659434877E+02 ,    -0.499751331539707E+02 ,     0.117422538933366E+03 ,     0.124863677531768E+02 ,     0.284248249093489E+04 ,    -0.306034817080699E+04 ,    -0.760150741390170E+02 ,     0.313722108288323E+04 ,     0.405167003748624E+02 ,    -0.341629487173779E+01 , 
   0.06000 ,     0.425945619329988E+01 ,    -0.600281449902174E+02 ,     0.490960987573027E+02 ,    -0.188435729965649E+01 ,     0.182329206845894E+04 ,    -0.189757624960302E+04 ,    -0.340486262021719E+02 ,     0.198840082225210E+04 ,     0.457599323107431E+02 ,    -0.244063412089214E+00 , 
   0.08000 ,     0.152774955797934E+02 ,    -0.465362445600179E+02 ,     0.763502583292835E+01 ,    -0.652437783990427E+01 ,     0.876192539656454E+03 ,    -0.876170798740188E+03 ,    -0.765858781093863E+01 ,     0.942725486269196E+03 ,     0.340795723403186E+02 ,     0.728083087561162E+00 , 
   0.10000 ,     0.378878355834661E+01 ,    -0.169196805649121E+02 ,    -0.153306790492359E+01 ,    -0.241919118216198E+01 ,     0.221392536472144E+03 ,    -0.220748309420030E+03 ,    -0.223583004082419E+00 ,     0.238156205384995E+03 ,     0.117460395435694E+02 ,    -0.412888952810155E+00 , 
   0.12000 ,    -0.118524632613721E+02 ,     0.855370830362989E+01 ,     0.548964173532827E+01 ,     0.318996985197953E+01 ,    -0.791107614480222E+02 ,     0.526473488580157E+02 ,    -0.263571990644912E+01 ,    -0.758945437092278E+02 ,    -0.631656593626452E+01 ,    -0.207332276054379E+01 , 
   0.14000 ,    -0.157401775802884E+02 ,     0.149809023307716E+02 ,     0.930061513517173E+01 ,     0.422556409837599E+01 ,    -0.111885785797729E+03 ,     0.770875112466288E+02 ,    -0.403731844512246E+01 ,    -0.109392367991708E+03 ,    -0.100779424010421E+02 ,    -0.270276489130827E+01 , 
   0.16000 ,    -0.735998335356101E+01 ,     0.467758047956927E+01 ,     0.330945215089185E+01 ,     0.735403879186889E+00 ,    -0.324419270890436E+02 ,     0.168093930912632E+02 ,    -0.856201699005471E+00 ,    -0.320949045279836E+02 ,    -0.234003856013966E+01 ,    -0.205189607904941E+01 , 
   0.18000 ,     0.179357574695970E+01 ,    -0.748286417642531E+01 ,    -0.526437863376118E+01 ,    -0.271073900208240E+01 ,     0.307582076807877E+02 ,    -0.244080886852698E+02 ,     0.308420322657391E+01 ,     0.274257014648530E+02 ,     0.574682934332649E+01 ,    -0.109176813131972E+01 , 
   0.20000 ,     0.200976495251354E+01 ,    -0.917885737459312E+01 ,    -0.698280102302269E+01 ,    -0.254142540260178E+01 ,     0.312891038338178E+02 ,    -0.240634026518929E+02 ,     0.323348205591678E+01 ,     0.279017916246533E+02 ,     0.600694521232986E+01 ,    -0.867121311252737E+00 , 
   0.22000 ,    -0.531358149894395E+01 ,    -0.102875650397040E+01 ,    -0.958264036632488E+00 ,     0.378798720399440E+00 ,    -0.483072391194112E+01 ,    -0.584114409526798E+01 ,    -0.179664170640079E+00 ,    -0.409846245172630E+01 ,    -0.692682636547391E-01 ,    -0.149030495993578E+01 , 
   0.24000 ,    -0.111220354387343E+02 ,     0.672926486542865E+01 ,     0.536350938808418E+01 ,     0.243243960660445E+01 ,    -0.307342712951355E+02 ,     0.542153219444863E+01 ,    -0.299679984801920E+01 ,    -0.266283417081440E+02 ,    -0.490191162104721E+01 ,    -0.219401401326386E+01 , 
   0.26000 ,    -0.939454591997226E+01 ,     0.610835457100745E+01 ,     0.517261635385252E+01 ,     0.150797131540915E+01 ,    -0.256106186656399E+02 ,     0.433062117457886E+01 ,    -0.219544475600825E+01 ,    -0.228277458063069E+02 ,    -0.361857133070916E+01 ,    -0.223770824184177E+01 , 
   0.28000 ,    -0.305181535921204E+01 ,    -0.948929926768482E+00 ,    -0.574094851341737E+00 ,    -0.969174462470845E+00 ,    -0.415877433181502E+01 ,    -0.120288935354368E+01 ,     0.935334623642558E+00 ,    -0.566647637750833E+01 ,     0.140929916109212E+01 ,    -0.166112966679159E+01 , 
   0.30000 ,     0.384017754246042E+00 ,    -0.606415421581601E+01 ,    -0.506988485829418E+01 ,    -0.206137579595507E+01 ,     0.767339428555379E+01 ,    -0.408276982555034E+01 ,     0.269680004268117E+01 ,     0.392684057751888E+01 ,     0.419489482448181E+01 ,    -0.114835207246583E+01 , 
   0.32000 ,    -0.252416104102922E+01 ,    -0.403320745030493E+01 ,    -0.355623281766841E+01 ,    -0.714506895260106E+00 ,     0.469565029683075E+00 ,    -0.393923436869958E+01 ,     0.129351357565392E+01 ,    -0.116093108982924E+01 ,     0.200473209422845E+01 ,    -0.124125390449029E+01 , 
   0.34000 ,    -0.786889003036736E+01 ,     0.208760295722746E+01 ,     0.178051687633398E+01 ,     0.130090200119092E+01 ,    -0.134262467704372E+02 ,    -0.358289439846148E+01 ,    -0.139525405805435E+01 ,    -0.114099080589748E+02 ,    -0.214978728347174E+01 ,    -0.178169869159786E+01 , 
   0.36000 ,    -0.946229284283702E+01 ,     0.518239887112303E+01 ,     0.481519676948902E+01 ,     0.165219756547498E+01 ,    -0.171236908861231E+02 ,    -0.417318867315142E+01 ,    -0.225008767280817E+01 ,    -0.142724870167353E+02 ,    -0.347749917234700E+01 ,    -0.214417136420015E+01 , 
   0.38000 ,    -0.587310749724401E+01 ,     0.214106591471094E+01 ,     0.244957916807560E+01 ,     0.971432838530750E-01 ,    -0.758828363525968E+01 ,    -0.475754050372208E+01 ,    -0.474341246154430E+00 ,    -0.753287349405075E+01 ,    -0.825231145528883E+00 ,    -0.194643821096309E+01 , 
   0.40000 ,    -0.157015068491113E+01 ,    -0.316064797857495E+01 ,    -0.228106342887111E+01 ,    -0.143841171201242E+01 ,     0.334034170947162E+01 ,    -0.461452623021614E+01 ,     0.173012463840035E+01 ,     0.348643539436088E+00 ,     0.245210596870699E+01 ,    -0.144464577539634E+01 , 
   0.42000 ,    -0.144838913563076E+01 ,    -0.468799669519184E+01 ,    -0.399811311397793E+01 ,    -0.121112839844819E+01 ,     0.356451377254946E+01 ,    -0.424677704807881E+01 ,     0.186316033907134E+01 ,     0.739673893574900E+00 ,     0.263860327819775E+01 ,    -0.121086463537239E+01 , 
   0.44000 ,    -0.533164726143227E+01 ,    -0.101628899092644E+01 ,    -0.103667080891426E+01 ,     0.387894682875288E+00 ,    -0.634467240008660E+01 ,    -0.414023040150622E+01 ,    -0.639684264254713E-01 ,    -0.614964620673160E+01 ,    -0.200205186289824E+00 ,    -0.148726981349392E+01 , 
   0.46000 ,    -0.854660818238622E+01 ,     0.344726306032428E+01 ,     0.298389781432619E+01 ,     0.143549999435828E+01 ,    -0.151620153492488E+02 ,    -0.377662620459276E+01 ,    -0.173208458180819E+01 ,    -0.126153502910554E+02 ,    -0.262735438625943E+01 ,    -0.193825967846715E+01 , 
   0.48000 ,    -0.748624012496762E+01 ,     0.371654428509570E+01 ,     0.349583134814589E+01 ,     0.767461280027685E+00 ,    -0.140614543037365E+02 ,    -0.255203391312422E+01 ,    -0.127724392054004E+01 ,    -0.123506684274287E+02 ,    -0.194742707790055E+01 ,    -0.205102445739985E+01 , 
   0.50000 ,    -0.360768804220380E+01 ,    -0.230506285763759E+00 ,     0.101658320035914E+00 ,    -0.744555984739092E+00 ,    -0.569452977286016E+01 ,    -0.114216451112533E+01 ,     0.649281362224536E+00 ,    -0.678547921861413E+01 ,     0.838498413523030E+00 ,    -0.171322387398785E+01 , 
   0.52000 ,    -0.148203095817678E+01 ,    -0.372746860255690E+01 ,    -0.321028199703341E+01 ,    -0.131143909020890E+01 ,    -0.930383509869032E-01 ,    -0.105925990970908E+01 ,     0.177778350189906E+01 ,    -0.263816917755856E+01 ,     0.243104164356908E+01 ,    -0.132149959948997E+01 , 
   0.54000 ,    -0.344031542575136E+01 ,    -0.287169725229169E+01 ,    -0.273234815056443E+01 ,    -0.326686697268229E+00 ,    -0.311589539888941E+01 ,    -0.268646600877290E+01 ,     0.878152930699143E+00 ,    -0.423040359384779E+01 ,     0.110360794575903E+01 ,    -0.131830508898243E+01 , 
   0.56000 ,    -0.704114490895811E+01 ,     0.116000932128509E+01 ,     0.832183821639490E+00 ,     0.998617280840447E+00 ,    -0.105564290451313E+02 ,    -0.439624018832293E+01 ,    -0.912211822642899E+00 ,    -0.917866955702302E+01 ,    -0.145696703966944E+01 ,    -0.169338783331064E+01 , 
   0.58000 ,    -0.807947073204434E+01 ,     0.366849580389239E+01 ,     0.334985566136372E+01 ,     0.111506410404095E+01 ,    -0.137212126272212E+02 ,    -0.421995708003161E+01 ,    -0.150640622910353E+01 ,    -0.116597579628574E+02 ,    -0.227117672911009E+01 ,    -0.200926030993925E+01 , 
   0.60000 ,    -0.546325294108262E+01 ,     0.185875854972660E+01 ,     0.204022438972537E+01 ,    -0.658365685342096E-01 ,    -0.938445400151167E+01 ,    -0.226052433869093E+01 ,    -0.281937888252422E+00 ,    -0.904217643657151E+01 ,    -0.516679662518100E+00 ,    -0.190759888216225E+01 , 
   0.62000 ,    -0.233470684239201E+01 ,    -0.208862511842632E+01 ,    -0.144328753792036E+01 ,    -0.112940570173896E+01 ,    -0.287707587988375E+01 ,    -0.827283890249741E+00 ,     0.128687485745886E+01 ,    -0.446881477993863E+01 ,     0.165966383135276E+01 ,    -0.151361299888440E+01 , 
   0.64000 ,    -0.231086359662230E+01 ,    -0.364990307011587E+01 ,    -0.303834169375048E+01 ,    -0.848409661004540E+00 ,    -0.148468621600782E+01 ,    -0.185470863320726E+01 ,     0.140424781951659E+01 ,    -0.294559455695994E+01 ,     0.173731547863553E+01 ,    -0.128286754213290E+01 , 
   0.66000 ,    -0.531502414339547E+01 ,    -0.113760986585131E+01 ,    -0.961124012137038E+00 ,     0.404507335018993E+00 ,    -0.619517191860448E+01 ,    -0.452568618420192E+01 ,     0.108096234251717E-01 ,    -0.570719941931448E+01 ,    -0.291389890231611E+00 ,    -0.147485412925563E+01 , 
   0.68000 ,    -0.778033852412671E+01 ,     0.248173396197000E+01 ,     0.231928894211433E+01 ,     0.114009557173046E+01 ,    -0.110786717836274E+02 ,    -0.600370881738699E+01 ,    -0.122428051524777E+01 ,    -0.916398384150127E+01 ,    -0.202893369573697E+01 ,    -0.185898850818611E+01 , 
   0.70000 ,    -0.685838096688162E+01 ,     0.307959948586188E+01 ,     0.299395502580882E+01 ,     0.512609225706428E+00 ,    -0.104744517998382E+02 ,    -0.460720509877123E+01 ,    -0.881552986525465E+00 ,    -0.928406473201473E+01 ,    -0.151005903439120E+01 ,    -0.198611598561653E+01 , 
   0.72000 ,    -0.369080571090794E+01 ,     0.765855981233468E-01 ,     0.301206713030528E+00 ,    -0.714600324306125E+00 ,    -0.542565459127498E+01 ,    -0.179654321647625E+01 ,     0.590434670608829E+00 ,    -0.619661274798563E+01 ,     0.577789945206600E+00 ,    -0.170859393247255E+01 , 
   0.74000 ,    -0.200357230660446E+01 ,    -0.299118162495671E+01 ,    -0.263905678035023E+01 ,    -0.109407806569553E+01 ,    -0.213388509254917E+01 ,    -0.588002353744284E+00 ,     0.145019134476576E+01 ,    -0.382990617426581E+01 ,     0.178989949432361E+01 ,    -0.134914662800280E+01 , 
   0.76000 ,    -0.374240509711700E+01 ,    -0.259917651473728E+01 ,    -0.244848648923191E+01 ,    -0.193295333576040E+00 ,    -0.457939447057554E+01 ,    -0.213550216554093E+01 ,     0.702152589726604E+00 ,    -0.520997354719671E+01 ,     0.787873166753094E+00 ,    -0.132531017425159E+01 , 
   0.78000 ,    -0.684020849288734E+01 ,     0.734040391949426E+00 ,     0.624302759500870E+00 ,     0.918977716497801E+00 ,    -0.996695521333871E+01 ,    -0.442223563027077E+01 ,    -0.777203807190714E+00 ,    -0.893037883068737E+01 ,    -0.117129560165145E+01 ,    -0.166441053122400E+01 , 
   0.80000 ,    -0.766529893551157E+01 ,     0.310749495357606E+01 ,     0.301356771231884E+01 ,     0.941184252605474E+00 ,    -0.121053671417877E+02 ,    -0.462098384569318E+01 ,    -0.128979720754684E+01 ,    -0.108125336074034E+02 ,    -0.177136282179962E+01 ,    -0.197084686373291E+01 , 
   0.82000 ,    -0.526051439819059E+01 ,     0.176830063558903E+01 ,     0.196265590280421E+01 ,    -0.139445977246198E+00 ,    -0.861460945352320E+01 ,    -0.241157549120329E+01 ,    -0.283910322865841E+00 ,    -0.876253806332831E+01 ,    -0.337201513920319E+00 ,    -0.188522225959403E+01 , 
