 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.925550748371178E+02 ,    -0.109795093200994E+02 ,     0.203895138849191E+03 ,     0.366098816672350E+02 ,     0.394007535807277E+04 ,    -0.435184272784946E+04 ,    -0.128854277676477E+03 ,     0.437314008455315E+04 ,     0.157856483302529E+02 ,    -0.854145334169205E+01 , 
   0.02000 ,    -0.742082704564024E+02 ,    -0.224370227631230E+02 ,     0.177466196122201E+03 ,     0.293047305458095E+02 ,     0.365198248368388E+04 ,    -0.400434789174321E+04 ,    -0.112774429913899E+03 ,     0.404289564300860E+04 ,     0.232943854689118E+02 ,    -0.699388272439010E+01 , 
   0.04000 ,    -0.324082992877640E+02 ,    -0.458773109621638E+02 ,     0.113694672870757E+03 ,     0.126626319715129E+02 ,     0.288330419132187E+04 ,    -0.309520828171391E+04 ,    -0.738683563632240E+02 ,     0.316823180064093E+04 ,     0.381561336812359E+02 ,    -0.344480935625852E+01 , 
   0.06000 ,     0.435611226992866E+01 ,    -0.585778097205809E+02 ,     0.473876995225789E+02 ,    -0.200975231954825E+01 ,     0.187972129242770E+04 ,    -0.195316338790711E+04 ,    -0.330306275502747E+02 ,     0.204237435152752E+04 ,     0.446837592597821E+02 ,    -0.282767923220542E+00 , 
   0.08000 ,     0.157298511100886E+02 ,    -0.467402250582744E+02 ,     0.741596998537857E+01 ,    -0.672101477837305E+01 ,     0.932760125596797E+03 ,    -0.934417709333050E+03 ,    -0.754474433281183E+01 ,     0.100100922485870E+04 ,     0.339948892430210E+02 ,     0.703518060515332E+00 , 
   0.10000 ,     0.400606306498771E+01 ,    -0.175179259775471E+02 ,    -0.111019831643114E+01 ,    -0.248789242073631E+01 ,     0.261658447301173E+03 ,    -0.262456351331698E+03 ,    -0.573839592966898E+00 ,     0.280610114653952E+03 ,     0.121307501605805E+02 ,    -0.409633891496999E+00 , 
   0.12000 ,    -0.120130730311299E+02 ,     0.827573142051627E+01 ,     0.590407059766805E+01 ,     0.327187996790513E+01 ,    -0.620492609563919E+02 ,     0.354301265617670E+02 ,    -0.304709595626584E+01 ,    -0.579513030002994E+02 ,    -0.590748660209259E+01 ,    -0.205163478007842E+01 , 
   0.14000 ,    -0.160121058414016E+02 ,     0.150078189760343E+02 ,     0.948663202736832E+01 ,     0.433543552785382E+01 ,    -0.112641423026562E+03 ,     0.782648902680922E+02 ,    -0.430348813886038E+01 ,    -0.110120925857996E+03 ,    -0.984165042993218E+01 ,    -0.268563913202459E+01 , 
   0.16000 ,    -0.743825596959312E+01 ,     0.467058430872087E+01 ,     0.336358896774320E+01 ,     0.755164733797355E+00 ,    -0.391781801989007E+02 ,     0.234611668449635E+02 ,    -0.968342514835407E+00 ,    -0.384879782179834E+02 ,    -0.225411815496748E+01 ,    -0.205460504918057E+01 , 
   0.18000 ,     0.194546254145252E+01 ,    -0.769018123051261E+01 ,    -0.519458478683501E+01 ,    -0.278280406042246E+01 ,     0.275117528594391E+02 ,    -0.219455006788068E+02 ,     0.304503341092456E+01 ,     0.251695438086886E+02 ,     0.578098113270893E+01 ,    -0.110943162525149E+01 , 
   0.20000 ,     0.218347557804443E+01 ,    -0.944124672611299E+01 ,    -0.686884351828301E+01 ,    -0.261350721746215E+01 ,     0.336900767985337E+02 ,    -0.272235473210124E+02 ,     0.320582632808932E+01 ,     0.312261060979801E+02 ,     0.604330463582131E+01 ,    -0.882020259256536E+00 , 
   0.22000 ,    -0.530918382406700E+01 ,    -0.112031828867554E+01 ,    -0.872162321510353E+00 ,     0.381570098397185E+00 ,    -0.406686569440379E+00 ,    -0.103024509298336E+02 ,    -0.200623255068938E+00 ,     0.406779232850750E+00 ,    -0.429996937608231E-01 ,    -0.149009427537626E+01 , 
   0.24000 ,    -0.112655545500990E+02 ,     0.684634755698267E+01 ,     0.536430685284986E+01 ,     0.249426111478877E+01 ,    -0.285330366148560E+02 ,     0.381386887355020E+01 ,    -0.299105819522945E+01 ,    -0.251219875414041E+02 ,    -0.491247166159997E+01 ,    -0.218243273481613E+01 , 
   0.26000 ,    -0.950975772819022E+01 ,     0.626576423889922E+01 ,     0.511211550124604E+01 ,     0.155360471790197E+01 ,    -0.266514093711983E+02 ,     0.589834260653175E+01 ,    -0.216219952811306E+01 ,    -0.245524747046804E+02 ,    -0.365919673842238E+01 ,    -0.222851197026059E+01 , 
   0.28000 ,    -0.301845201836154E+01 ,    -0.920761293156313E+00 ,    -0.625636070422792E+00 ,    -0.986377386575389E+00 ,    -0.632830157751165E+01 ,     0.919837474913884E+00 ,     0.969687471487587E+00 ,    -0.787584492855207E+01 ,     0.137473092425137E+01 ,    -0.166323067071097E+01 , 
   0.30000 ,     0.509262516438392E+00 ,    -0.616259433774946E+01 ,    -0.507175075659581E+01 ,    -0.211427295514491E+01 ,     0.685935025171385E+01 ,    -0.371185593600602E+01 ,     0.270663778060974E+01 ,     0.358108310357694E+01 ,     0.419207316206947E+01 ,    -0.115779621546082E+01 , 
   0.32000 ,    -0.245636993209672E+01 ,    -0.412046918755574E+01 ,    -0.352648036656399E+01 ,    -0.741369479858085E+00 ,     0.159410012761277E+01 ,    -0.532723585438703E+01 ,     0.128127235938320E+01 ,     0.288615278460606E+00 ,     0.202294082834247E+01 ,    -0.124705581677641E+01 , 
   0.34000 ,    -0.792695458436772E+01 ,     0.210857119012668E+01 ,     0.180206968808641E+01 ,     0.132531079298882E+01 ,    -0.115987740096938E+02 ,    -0.518402303927118E+01 ,    -0.140269890138878E+01 ,    -0.981801387421016E+01 ,    -0.214319768535748E+01 ,    -0.177792349877263E+01 , 
   0.36000 ,    -0.956799086655706E+01 ,     0.526312838746145E+01 ,     0.481705250573264E+01 ,     0.169365629545032E+01 ,    -0.159521180383176E+02 ,    -0.487917007850789E+01 ,    -0.223044287194824E+01 ,    -0.136766839311928E+02 ,    -0.350134404279698E+01 ,    -0.213530738874228E+01 , 
   0.38000 ,    -0.590289067876888E+01 ,     0.215930831942557E+01 ,     0.245540070679358E+01 ,     0.106344929375347E+00 ,    -0.727044221888731E+01 ,    -0.484293048412423E+01 ,    -0.433079682309608E+00 ,    -0.758852436822759E+01 ,    -0.866096344035833E+00 ,    -0.194146899676795E+01 , 
   0.40000 ,    -0.149594012735118E+01 ,    -0.325215612805627E+01 ,    -0.224855676774080E+01 ,    -0.146971621848866E+01 ,     0.352936513672370E+01 ,    -0.496695085537044E+01 ,     0.176524484812503E+01 ,     0.623422285906070E+00 ,     0.242444618082060E+01 ,    -0.144731662810361E+01 , 
   0.42000 ,    -0.136022344007717E+01 ,    -0.480878206666273E+01 ,    -0.394913990392910E+01 ,    -0.124484971247965E+01 ,     0.415839868212562E+01 ,    -0.512212043210203E+01 ,     0.186870086414049E+01 ,     0.162928834951118E+01 ,     0.264132635875377E+01 ,    -0.121664466043340E+01 , 
   0.44000 ,    -0.532820347200828E+01 ,    -0.105188866064113E+01 ,    -0.100605488544406E+01 ,     0.389699018352394E+00 ,    -0.562072072548338E+01 ,    -0.490720510745206E+01 ,    -0.868881518412198E-01 ,    -0.532863013177272E+01 ,    -0.176223598593992E+00 ,    -0.148929671548053E+01 , 
   0.46000 ,    -0.862537380953139E+01 ,     0.352000322515554E+01 ,     0.297322692847336E+01 ,     0.146847728686273E+01 ,    -0.149493662480015E+02 ,    -0.376092158910539E+01 ,    -0.176234222732950E+01 ,    -0.126064586167897E+02 ,    -0.260400857492969E+01 ,    -0.193487333227247E+01 , 
   0.48000 ,    -0.755415063495436E+01 ,     0.381201269596153E+01 ,     0.345601519089255E+01 ,     0.793568845793530E+00 ,    -0.145386818146642E+02 ,    -0.186241370009819E+01 ,    -0.129545358419199E+01 ,    -0.130637113269641E+02 ,    -0.193686452061424E+01 ,    -0.204668146456941E+01 , 
   0.50000 ,    -0.359061631458984E+01 ,    -0.206624222232198E+00 ,     0.665280465002579E-01 ,    -0.751453606010073E+00 ,    -0.634703588775703E+01 ,    -0.539475042508319E+00 ,     0.644905308828659E+00 ,    -0.742307224799362E+01 ,     0.841692669673459E+00 ,    -0.171261147905803E+01 , 
   0.52000 ,    -0.140446341422192E+01 ,    -0.377934330058698E+01 ,    -0.321800026213673E+01 ,    -0.133693364343010E+01 ,    -0.281987419661789E+00 ,    -0.110744753140320E+01 ,     0.177535934343077E+01 ,    -0.259662301540815E+01 ,     0.243827919706686E+01 ,    -0.132408698086383E+01 , 
   0.54000 ,    -0.338975231170769E+01 ,    -0.292182994643055E+01 ,    -0.271872109074084E+01 ,    -0.335188089371433E+00 ,    -0.274856388753042E+01 ,    -0.319101737817632E+01 ,     0.868191224301321E+00 ,    -0.370611340364642E+01 ,     0.111743044716383E+01 ,    -0.131941330981387E+01 , 
   0.56000 ,    -0.706600226977100E+01 ,     0.117590133007169E+01 ,     0.843936196483267E+00 ,     0.102155027919964E+01 ,    -0.101204475515752E+02 ,    -0.471219902151355E+01 ,    -0.927070409678197E+00 ,    -0.885177683886146E+01 ,    -0.144434885150491E+01 ,    -0.169009153742638E+01 , 
   0.58000 ,    -0.813920103747475E+01 ,     0.373319696801415E+01 ,     0.334333554609483E+01 ,     0.114680121878916E+01 ,    -0.137052202192456E+02 ,    -0.400119338513698E+01 ,    -0.151684376673151E+01 ,    -0.119008088348618E+02 ,    -0.226661652677460E+01 ,    -0.200407880348068E+01 , 
   0.60000 ,    -0.548206573960386E+01 ,     0.190412307180272E+01 ,     0.201693952508974E+01 ,    -0.578516891529684E-01 ,    -0.976578236356958E+01 ,    -0.178911728659726E+01 ,    -0.284057758244989E+00 ,    -0.955648777763693E+01 ,    -0.517057937779482E+00 ,    -0.190575989283981E+01 , 
   0.62000 ,    -0.229037179772778E+01 ,    -0.209693934296224E+01 ,    -0.147203226644729E+01 ,    -0.115046518127725E+01 ,    -0.321776657061727E+01 ,    -0.613667098457530E+00 ,     0.128731454642808E+01 ,    -0.471475118056084E+01 ,     0.166350143115468E+01 ,    -0.151709571547091E+01 , 
   0.64000 ,    -0.225539674587265E+01 ,    -0.367506245547233E+01 ,    -0.306414031197653E+01 ,    -0.872061464889399E+00 ,    -0.146825690045784E+01 ,    -0.202998399396267E+01 ,     0.139942059010323E+01 ,    -0.277922387708878E+01 ,     0.174906760447293E+01 ,    -0.128799405835361E+01 , 
   0.66000 ,    -0.530819729759639E+01 ,    -0.112115975139589E+01 ,    -0.980991081029205E+00 ,     0.404650050870844E+00 ,    -0.597467174886939E+01 ,    -0.472228345447700E+01 ,     0.323387572658180E-03 ,    -0.551328224916635E+01 ,    -0.278313062095619E+00 ,    -0.147611234997886E+01 , 
   0.68000 ,    -0.781781034648080E+01 ,     0.254625261422289E+01 ,     0.230890154155791E+01 ,     0.116011823011328E+01 ,    -0.110683586192958E+02 ,    -0.581335994348743E+01 ,    -0.123334069811601E+01 ,    -0.937400731331418E+01 ,    -0.202366080859900E+01 ,    -0.185483791887394E+01 , 
   0.70000 ,    -0.687842319180165E+01 ,     0.313634672549947E+01 ,     0.299917867580567E+01 ,     0.524159273741396E+00 ,    -0.108582493912194E+02 ,    -0.405602991025411E+01 ,    -0.883693900415019E+00 ,    -0.987295627085445E+01 ,    -0.151310392689520E+01 ,    -0.198046766164831E+01 , 
   0.72000 ,    -0.364933417245566E+01 ,     0.711383482686317E-01 ,     0.323547292563552E+00 ,    -0.730291206981057E+00 ,    -0.594898749138382E+01 ,    -0.130305155755003E+01 ,     0.592158033501297E+00 ,    -0.672525624894336E+01 ,     0.575658716360612E+00 ,    -0.170652511510822E+01 , 
   0.74000 ,    -0.192826601603102E+01 ,    -0.304902246375623E+01 ,    -0.261002115580685E+01 ,    -0.112384204003659E+01 ,    -0.239713312663872E+01 ,    -0.484382300238922E+00 ,     0.144806407984094E+01 ,    -0.394912601761327E+01 ,     0.179678282927202E+01 ,    -0.135163264817878E+01 , 
   0.76000 ,    -0.370288498401466E+01 ,    -0.264543961821416E+01 ,    -0.243078118968569E+01 ,    -0.206677913969480E+00 ,    -0.448481430020579E+01 ,    -0.231079742016129E+01 ,     0.694408911046625E+00 ,    -0.503448635848429E+01 ,     0.799891656732244E+00 ,    -0.132855830024184E+01 , 
   0.78000 ,    -0.686923761092542E+01 ,     0.747160872772155E+00 ,     0.619659138281124E+00 ,     0.935559812646947E+00 ,    -0.981896924878679E+01 ,    -0.447241802285205E+01 ,    -0.781590724421956E+00 ,    -0.887767623049021E+01 ,    -0.116815758090527E+01 ,    -0.166418831099525E+01 , 
   0.80000 ,    -0.772169685404426E+01 ,     0.316108280451446E+01 ,     0.299292687027576E+01 ,     0.969908208149852E+00 ,    -0.122680217888315E+02 ,    -0.430668798191185E+01 ,    -0.127884692665609E+01 ,    -0.111225942236461E+02 ,    -0.178767439351805E+01 ,    -0.196691553542340E+01 , 
   0.82000 ,    -0.527548612099464E+01 ,     0.180126781800994E+01 ,     0.194408818331591E+01 ,    -0.126962387823476E+00 ,    -0.911771315090925E+01 ,    -0.190222869417548E+01 ,    -0.255668061403490E+00 ,    -0.925073675372315E+01 ,    -0.368641492310804E+00 ,    -0.188124878009072E+01 , 
   0.84000 ,    -0.239667318228179E+01 ,    -0.174573016630221E+01 ,    -0.129727517288299E+01 ,    -0.105633648238211E+01 ,    -0.412700222078091E+01 ,    -0.314176599495408E-01 ,     0.107097308289068E+01 ,    -0.549565795232061E+01 ,     0.140195400922306E+01 ,    -0.150358700604386E+01 , 
