15707

0.01	-0.00330247862200955
0.02	-0.00674898193250573
0.03	-0.0104713260560767
0.04	-0.0145779063455114
0.05	-0.0191444049577604
0.06	-0.0242071775533189
0.07	-0.0297598749496785
0.08	-0.0357535899631108
0.09	-0.0421005481635755
0.1	-0.0486810513229727
0.11	-0.0553531536974029
0.12	-0.061964286180475
0.13	-0.0683639369290476
0.14	-0.0744163265686362
0.15	-0.0800120727528495
0.16	-0.0850779122721127
0.17	-0.0895835898058182
0.18	-0.0935454008499351
0.19	-0.097025984758789
0.2	-0.100130377756169
0.21	-0.102998498380944
0.22	-0.105794701024567
0.23	-0.10869508742122
0.24	-0.111873571461052
0.25	-0.115487830669163
0.26	-0.119666120010498
0.27	-0.12449616513209
0.28	-0.130016928382479
0.29	-0.136213996599975
0.3	-0.143019024296496
0.31	-0.150313399774593
0.32	-0.157935838523061
0.33	-0.165693554033196
0.34	-0.173376094434017
0.35	-0.180770869286279
0.36	-0.187679326816603
0.37	-0.193932387087529
0.38	-0.199404076602099
0.39	-0.204022265493366
0.4	-0.207775605552315
0.41	-0.210716053147101
0.42	-0.212956834133901
0.43	-0.214665673366595
0.44	-0.216053944172998
0.45	-0.217362324179237
0.46	-0.218843942997624
0.47	-0.220746307875519
0.48	-0.223293288475111
0.49	-0.22666841731616
0.5	-0.231000836327411
0.51	-0.23635494400805
0.52	-0.242724526683928
0.53	-0.250031901109218
0.54	-0.258132191602946
0.55	-0.266822554472474
0.56	-0.275855531746208
0.57	-0.284956095661221
0.58	-0.293840609978184
0.59	-0.3022367620289
0.6	-0.309902942875255
0.61	-0.316645621944473
0.62	-0.32233341033286
0.63	-0.326906989872749
0.64	-0.330383838678506
0.65	-0.332857590561558
0.66	-0.334491983966283
0.67	-0.335509765067392
0.68	-0.336177274310186
0.69	-0.336786017273898
0.7	-0.337632037835852
0.71	-0.338995173073782
0.72	-0.341119254262871
0.73	-0.344194796298988
0.74	-0.348345486283529
0.75	-0.353619377943946
0.76	-0.359985486678288
0.77	-0.367336041457728
0.78	-0.375494211266741
0.79	-0.384226823178433
0.8	-0.393261081622096
0.81	-0.402304185065838
0.82	-0.411064233724296
0.83	-0.419271329441829
0.84	-0.42669676860356
0.85	-0.433169416472569
0.86	-0.438587819173287
0.87	-0.442927269836412
0.88	-0.446241316437356
0.89	-0.448657519152758
0.9	-0.45036787607906
0.91	-0.451614557898112
0.92	-0.452672020773953
0.93	-0.453826739230058
0.94	-0.455356278731329
0.95	-0.457508767399783
0.96	-0.460484875866757
0.97	-0.464423138022082
0.98	-0.469389982526524
0.99	-0.47537504175882
1	-0.482292201389501
1.01	-0.489986163912988
1.02	-0.498244324107305
1.03	-0.506812591482695
1.04	-0.515414760585409
1.05	-0.523772817541074
1.06	-0.531628163127299
1.07	-0.538760781046833
1.08	-0.545005794585096
1.09	-0.550265884103327
1.1	-0.554518678403552
1.11	-0.557818380828879
1.12	-0.560291777926414
1.13	-0.562128679948565
1.14	-0.563567827983839
1.15	-0.564878514095948
1.16	-0.566340476811094
1.17	-0.568222416883791
1.18	-0.570761547853786
1.19	-0.574145068357864
1.2	-0.578495675054515
1.21	-0.583861707470638
1.22	-0.590212663906793
1.23	-0.597440975364796
1.24	-0.605369495464216
1.25	-0.613764262865894
1.26	-0.622352092720569
1.27	-0.630840927560422
1.28	-0.638942109945523
1.29	-0.646392852213333
1.3	-0.652976883024851
1.31	-0.658542137364778
1.32	-0.663013814619625
1.33	-0.666401622115385
1.34	-0.668801450493593
1.35	-0.670389854825479
1.36	-0.671413066116052
1.37	-0.672169991164667
1.38	-0.672991023985448
1.39	-0.674214245612088
1.4	-0.676159997802353
1.41	-0.679106245154852
1.42	-0.68326625318683
1.43	-0.688770159197512
1.44	-0.695651963465757
1.45	-0.70384322195195
1.46	-0.713173046298002
1.47	-0.723376086501517
1.48	-0.734106968715369
1.49	-0.74496025193311
1.5	-0.75549619921484
1.51	-0.765268618495249
1.52	-0.77385482224963
1.53	-0.780884650920325
1.54	-0.786067131106379
1.55	-0.789212748209981
1.56	-0.790250101645529
1.57	-0.789235562889853
1.58	-0.786355098685581
1.59	-0.781917963743023
1.6	-0.776343002077103
1.61	-0.770137162773177
1.62	-0.763868841797377
1.63	-0.758135162887685
1.64	-0.753527632344703
1.65	-0.75059606917061
1.66	-0.749813077241537
1.67	-0.751541523301707
1.68	-0.756005907743117
1.69	-0.763269352822607
1.7	-0.773216996728552
1.71	-0.785547173218678
1.72	-0.79976988407129
1.73	-0.815212860004554
1.74	-0.831034668030374
1.75	-0.846245259449005
1.76	-0.859731100489952
1.77	-0.870285476908338
1.78	-0.876642346436469
1.79	-0.877512507196412
1.8	-0.87162119510981
1.81	-0.857745927686518
1.82	-0.834754150710186
1.83	-0.80163896316894
1.84	-0.757553807394972
1.85	-0.701844153382374
1.86	-0.634075388870954
1.87	-0.55406208915152
1.88	-0.46188446038914
1.89	-0.357908803848958
1.9	-0.242799194252847
1.91	-0.117524028528768
1.92	0.0166436824766924
1.93	0.158133118981666
1.94	0.305090321664685
1.95	0.455401297071568
1.96	0.606724037008476
1.97	0.756529561313304
1.98	0.902152164354749
1.99	1.04084950190193
2	1.16986218030877
2.01	1.28649565283786
2.02	1.38818989559421
2.03	1.47259893861238
2.04	1.53766758822477
2.05	1.58170465085068
2.06	1.60344842048984
2.07	1.60212211395976
2.08	1.57747614950332
2.09	1.52981441077227
2.1	1.46000287008643
2.11	1.36945879704074
2.12	1.26012045390898
2.13	1.13439708074074
2.14	0.995100993355288
2.15	0.84536342033241
2.16	0.688537331200982
2.17	0.528091296437993
2.18	0.3674939357962
2.19	0.210117840414682
2.2	0.0591086421797689
2.21	-0.0826977892729132
2.22	-0.212864407578749
2.23	-0.329421231653104
2.24	-0.430913783769758
2.25	-0.51642979209875
2.26	-0.585603359436219
2.27	-0.638596736098395
2.28	-0.676061249166364
2.29	-0.699079881435417
2.3	-0.709093899798787
2.31	-0.707819234271961
2.32	-0.697155071445898
2.33	-0.679090871115716
2.34	-0.65561564959463
2.35	-0.628634112359445
2.36	-0.599893331710051
2.37	-0.570923073816246
2.38	-0.542992041837114
2.39	-0.517080971352538
2.4	-0.493872578106842
2.41	-0.473758520674591
2.42	-0.456859854831252
2.43	-0.443060274985245
2.44	-0.432047604373307
2.45	-0.423362311980148
2.46	-0.416444974956708
2.47	-0.410685450907506
2.48	-0.40546586114173
2.49	-0.400196951261302
2.5	-0.39434555747311
2.51	-0.387452247313396
2.52	-0.379138784926379
2.53	-0.369106150178441
2.54	-0.357124318864161
2.55	-0.343015814455478
2.56	-0.326635278368904
2.57	-0.307847813266176
2.58	-0.28650852868359
2.59	-0.262445910460824
2.6	-0.235450970217161
2.61	-0.205273766482379
2.62	-0.171628159808211
2.63	-0.134204939832537
2.64	-0.0926927970455819
2.65	-0.046805738348107
2.66	0.0036848496015612
2.67	0.0589159591501745
2.68	0.118899172270985
2.69	0.183491699717523
2.7	0.252365576770951
2.71	0.325000510468354
2.72	0.400671733126312
2.73	0.478456758048475
2.74	0.557252547202602
2.75	0.635804327688789
2.76	0.712744642784385
2.77	0.786641538716021
2.78	0.856052368869003
2.79	0.919581200055243
2.8	0.975936070953888
2.81	1.02398285052406
2.82	1.06279283839526
2.83	1.09168100286214
2.84	1.11023254052263
2.85	1.1183164271137
2.86	1.11608526968409
2.87	1.10396101662201
2.88	1.08260795453512
2.89	1.05289456880731
2.9	1.01584663306901
2.91	0.972594385575536
2.92	0.92431704469409
2.93	0.872188063527182
2.94	0.817324425148961
2.95	0.760741308900067
2.96	0.703323214788482
2.97	0.645791934241335
2.98	0.588700932667522
2.99	0.532434758148507
3	0.477221695455154
3.01	0.423156605365478
3.02	0.370231997962976
3.03	0.31837480714114
3.04	0.267485924550885
3.05	0.217479492096729
3.06	0.168319050639067
3.07	0.120047844590546
3.08	0.0728110994900802
3.09	0.0268686888313814
3.1	-0.0174027470790871
3.11	-0.059518330757283
3.12	-0.0989035737813076
3.13	-0.134921754407252
3.14	-0.166908147473128
3.15	-0.194208774861612
3.16	-0.216220934817959
3.17	-0.232432844304125
3.18	-0.242459590597971
3.19	-0.246073066321395
3.2	-0.243223803532446
3.21	-0.234053016722649
3.22	-0.218895702262715
3.23	-0.198270812814711
3.24	-0.17286372501435
3.25	-0.143499098378824
3.26	-0.111106914448561
3.27	-0.0766836671935586
3.28	-0.0412511620667722
3.29	-0.00581529386892483
3.3	0.0286726953373584
3.31	0.0613503840440145
3.32	0.0914719702211919
3.33	0.118428391598212
3.34	0.141759082368689
3.35	0.161155152462983
3.36	0.176454455043975
3.37	0.18762950901671
3.38	0.194769577432133
3.39	0.198058680640095
3.4	0.197751313191638
3.41	0.194147850303959
3.42	0.187571329119249
3.43	0.178347216074987
3.44	0.166787328221341
3.45	0.153178613129146
3.46	0.137776752895418
3.47	0.120806750524972
3.48	0.102464058345479
3.49	0.0829228514086494
3.5	0.0623446655320978
3.51	0.0408880583061131
3.52	0.0187176393706214
3.53	-0.00398901382954344
3.54	-0.027037548013407
3.55	-0.0502169828766693
3.56	-0.0733041774471771
3.57	-0.0960725479535257
3.58	-0.118304532031634
3.59	-0.139806879980595
3.6	-0.16042744794388
3.61	-0.180072010800862
3.62	-0.198719375044387
3.63	-0.216433170471686
3.64	-0.233368738936528
3.65	-0.249773937544215
3.66	-0.265982870774087
3.67	-0.282402359354048
3.68	-0.299491101538936
3.69	-0.317732413756511
3.7	-0.337601688891288
3.71	-0.359530410192286
3.72	-0.383869337347908
3.73	-0.410849869357458
3.74	-0.440554424867919
3.75	-0.472887290630515
3.76	-0.507556162798598
3.77	-0.544063050621155
3.78	-0.581706237618313
3.79	-0.619594275899019
3.8	-0.656671382891068
3.81	-0.691754250338653
3.82	-0.723578117144009
3.83	-0.75085062778015
3.84	-0.772310519728727
3.85	-0.786788380500076
3.86	-0.793266123483337
3.87	-0.790932472459488
3.88	-0.779230759094812
3.89	-0.757896865281077
3.9	-0.726984797258324
3.91	-0.686878561074589
3.92	-0.63828960024604
3.93	-0.582239204308361
3.94	-0.520027070877738
3.95	-0.453187238332921
3.96	-0.383433823341192
3.97	-0.312596720910712
3.98	-0.242561320417831
3.99	-0.17518917655066
4	-0.112257409971481
4.01	-0.0553953682465305
4.02	-0.00602265023625609
4.03	0.0346832922283804
4.04	0.0658388446249184
4.05	0.0868611628397408
4.06	0.0974892558047534
4.07	0.0977729068268123
4.08	0.0880616880483486
4.09	0.0689795292242977
4.1	0.0413872405451593
4.11	0.00634756379963452
4.12	-0.0349204111586544
4.13	-0.0810949471414539
4.14	-0.130783225681875
4.15	-0.1825821626926
4.16	-0.235099461537108
4.17	-0.287007352195057
4.18	-0.337051455972672
4.19	-0.384092132798387
4.2	-0.427101593662925
4.21	-0.465191090987231
4.22	-0.49759950142739
4.23	-0.523707527150513
4.24	-0.543022543536554
4.25	-0.555182521529321
4.26	-0.559942363466435
4.27	-0.557170503051444
4.28	-0.546840479197757
4.29	-0.529022460596815
4.3	-0.50388216165123
4.31	-0.471667951934272
4.32	-0.432716606671824
4.33	-0.387435912396814
4.34	-0.336315182397781
4.35	-0.279902141456828
4.36	-0.21881283027868
4.37	-0.153716842471052
4.38	-0.0853169194497575
4.39	-0.0143593791619233
4.4	0.0584053242374874
4.41	0.132210281444059
4.42	0.206314983138016
4.43	0.279992744808621
4.44	0.352573238639238
4.45	0.423427833966812
4.46	0.492007712087224
4.47	0.557825279436184
4.48	0.620484541171678
4.49	0.679657591705789
4.5	0.735105492846944
4.51	0.78665060545705
4.52	0.834188169256609
4.53	0.877656540261779
4.54	0.917042266188315
4.55	0.952351555782792
4.56	0.983612249853259
4.57	1.01085036600441
4.58	1.03409320301086
4.59	1.05335396677803
4.6	1.06863812691599
4.61	1.07993888336897
4.62	1.08724544474411
4.63	1.09055110953718
4.64	1.08986277635548
4.65	1.08521306575641
4.66	1.07667436384089
4.67	1.0643677904429
4.68	1.04847739055017
4.69	1.02925190823179
4.7	1.00701503599765
4.71	0.982156446608921
4.72	0.955135538036333
4.73	0.926460737638231
4.74	0.896685609375044
4.75	0.866378943419038
4.76	0.836115048828319
4.77	0.806438521373822
4.78	0.777852762285716
4.79	0.75078587942302
4.8	0.725582261117531
4.81	0.702475326674979
4.82	0.681586836514289
4.83	0.662911912334583
4.84	0.646328350235035
4.85	0.631596078681445
4.86	0.618377312294719
4.87	0.606248722965188
4.88	0.594729576315252
4.89	0.583305334791521
4.9	0.571453576717971
4.91	0.558675877716842
4.92	0.544518161600193
4.93	0.528599132487145
4.94	0.5106217067817
4.95	0.490392467245346
4.96	0.467819741242156
4.97	0.44292126312048
4.98	0.415807701324214
4.99	0.386679041551543
5	0.355795321877235
5.01	0.323465432370933
5.02	0.290010059720767
5.03	0.255748353210955
5.04	0.220959982381626
5.05	0.185875858401996
5.06	0.150646208301274
5.07	0.115340786854465
5.08	0.0799280969916459
5.09	0.0442884202816524
5.1	0.00820630336320863
5.11	-0.0286032441010769
5.12	-0.0664904772157585
5.13	-0.105836053247782
5.14	-0.147030239224067
5.15	-0.190451689844413
5.16	-0.236426398796996
5.17	-0.28521883897557
5.18	-0.336992655200554
5.19	-0.391812034085339
5.2	-0.449610975668328
5.21	-0.510209367167951
5.22	-0.573293681664942
5.23	-0.638448958074777
5.24	-0.705150557311939
5.25	-0.772809831070281
5.26	-0.840774072547253
5.27	-0.908379882098984
5.28	-0.974956517992401
5.29	-1.0398792620603
5.3	-1.10257079942283
5.31	-1.16254665074413
5.32	-1.21940906203733
5.33	-1.27287903391272
5.34	-1.32277897650798
