 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.957766617175667E+02 ,     0.385829097975696E+02 ,     0.147867679995051E+03 ,     0.393133664026278E+02 ,     0.762397215259562E+03 ,    -0.106302439369075E+04 ,    -0.905256547237174E+02 ,     0.995091265244091E+03 ,    -0.856758016404323E+01 ,    -0.848800318344489E+01 , 
   0.02000 ,    -0.766589967288418E+02 ,     0.230841050561103E+02 ,     0.127001887786220E+03 ,     0.315468114903437E+02 ,     0.736705207953471E+03 ,    -0.991728394821123E+03 ,    -0.780483684831352E+02 ,     0.951005696323141E+03 ,    -0.104224905536243E+00 ,    -0.687674760258804E+01 , 
   0.04000 ,    -0.331266454051443E+02 ,    -0.112453903021109E+02 ,     0.775693699165133E+02 ,     0.138309681022079E+02 ,     0.655630295576083E+03 ,    -0.804134239470450E+03 ,    -0.484690791417842E+02 ,     0.822862673244799E+03 ,     0.179895970577861E+02 ,    -0.319842984855003E+01 , 
   0.06000 ,     0.509396367470121E+01 ,    -0.383453199553409E+02 ,     0.286285002004362E+02 ,    -0.185166822113170E+01 ,     0.517178797859216E+03 ,    -0.564251128471742E+03 ,    -0.190520600172980E+02 ,     0.627698118862510E+03 ,     0.303975103591927E+02 ,     0.303866207601860E-01 , 
   0.08000 ,     0.167924832362882E+02 ,    -0.400842956487627E+02 ,     0.297787203099935E+01 ,    -0.700363791856985E+01 ,     0.339625086241749E+03 ,    -0.339927773707246E+03 ,    -0.321551162976784E+01 ,     0.402045809505993E+03 ,     0.272963452470670E+02 ,     0.944640643234817E+00 , 
   0.10000 ,     0.441714087895640E+01 ,    -0.199522979797726E+02 ,     0.226005941146175E+01 ,    -0.264724523237539E+01 ,     0.165262592923970E+03 ,    -0.173206896617931E+03 ,    -0.184289846417256E+01 ,     0.196555381910100E+03 ,     0.122623224295439E+02 ,    -0.335995950578356E+00 , 
   0.12000 ,    -0.123669113578376E+02 ,     0.267618852570972E+01 ,     0.107948007568823E+02 ,     0.340319135831594E+01 ,     0.402925579392435E+02 ,    -0.719026010756310E+02 ,    -0.586046259208742E+01 ,     0.551976448854870E+02 ,    -0.221287763674074E+01 ,    -0.212053906421687E+01 , 
   0.14000 ,    -0.165332944166545E+02 ,     0.108810477655115E+02 ,     0.124101765646395E+02 ,     0.455345075666033E+01 ,    -0.140688945851812E+02 ,    -0.213958933223892E+02 ,    -0.623395773751783E+01 ,    -0.747463357550344E+01 ,    -0.648111960543012E+01 ,    -0.278336770556207E+01 , 
   0.16000 ,    -0.754478838954497E+01 ,     0.366455626759963E+01 ,     0.395645443493918E+01 ,     0.812348993693479E+00 ,    -0.137505365157321E+02 ,    -0.215850257445031E+01 ,    -0.151084678628117E+01 ,    -0.120550290541524E+02 ,    -0.137383004306909E+01 ,    -0.208173834571962E+01 , 
   0.18000 ,     0.227959376630334E+01 ,    -0.666164715194979E+01 ,    -0.562097555266188E+01 ,    -0.290794658917558E+01 ,     0.380823814347904E+01 ,     0.392001819286148E+00 ,     0.325313010517824E+01 ,     0.304890772018776E+01 ,     0.468333277043295E+01 ,    -0.105676176314008E+01 , 
