 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.940815931740655E+02 ,     0.341582387727410E+02 ,     0.151749345989349E+03 ,     0.394435752417676E+02 ,     0.787249718679022E+03 ,    -0.109760270026628E+04 ,    -0.937726000750389E+02 ,     0.103607903553779E+04 ,    -0.779817116459064E+01 ,    -0.813885621807324E+01 , 
   0.02000 ,    -0.752777293829305E+02 ,     0.193900274447703E+02 ,     0.130317939675345E+03 ,     0.316747005322720E+02 ,     0.750615941465384E+03 ,    -0.101370740250400E+04 ,    -0.806927456291341E+02 ,     0.978536328352441E+03 ,     0.608245360814289E+00 ,    -0.658372682928374E+01 , 
   0.04000 ,    -0.324702743940728E+02 ,    -0.131576265592757E+02 ,     0.794660522217164E+02 ,     0.139454584813861E+02 ,     0.643818971297688E+03 ,    -0.796448079344068E+03 ,    -0.496903688246744E+02 ,     0.818565223822467E+03 ,     0.185118518876929E+02 ,    -0.303909179369428E+01 , 
   0.06000 ,     0.508364214238288E+01 ,    -0.383720224056458E+02 ,     0.289195550060982E+02 ,    -0.177146748926245E+01 ,     0.481102730640648E+03 ,    -0.528372743759527E+03 ,    -0.188840072293327E+02 ,     0.592736109448696E+03 ,     0.305865278349386E+02 ,     0.560701125327369E-01 , 
   0.08000 ,     0.165194341667338E+02 ,    -0.389784778635183E+02 ,     0.214839675141828E+01 ,    -0.697459624513331E+01 ,     0.294810615356503E+03 ,    -0.293281876604354E+03 ,    -0.237652956601189E+01 ,     0.354551900950522E+03 ,     0.270907719535132E+02 ,     0.900119100627503E+00 , 
   0.10000 ,     0.427000424570153E+01 ,    -0.187310307117309E+02 ,     0.111285626886706E+01 ,    -0.266458689778434E+01 ,     0.130146483007673E+03 ,    -0.136401743832413E+03 ,    -0.112618706803826E+01 ,     0.158341951594066E+03 ,     0.117720394211606E+02 ,    -0.378457466920747E+00 , 
   0.12000 ,    -0.122859961303758E+02 ,     0.335830754933720E+01 ,     0.998624464072878E+01 ,     0.336708095562432E+01 ,     0.246946712930695E+02 ,    -0.557804266731165E+02 ,    -0.561237247335361E+01 ,     0.380961137449976E+02 ,    -0.273371366821826E+01 ,    -0.212816049955546E+01 , 
   0.14000 ,    -0.163836229296838E+02 ,     0.109710877770632E+02 ,     0.121639451105749E+02 ,     0.452950696037382E+01 ,    -0.129057608871000E+02 ,    -0.228568893433818E+02 ,    -0.629770234485038E+01 ,    -0.624059949895123E+01 ,    -0.678970893579925E+01 ,    -0.276966058887724E+01 , 
   0.16000 ,    -0.751047720954785E+01 ,     0.349636738347127E+01 ,     0.409226748170294E+01 ,     0.812115253686369E+00 ,    -0.615472723764597E+01 ,    -0.100221861549072E+02 ,    -0.156439144715283E+01 ,    -0.395789351426946E+01 ,    -0.140075407783432E+01 ,    -0.207602324469902E+01 , 
   0.18000 ,     0.218052588144104E+01 ,    -0.676134814531804E+01 ,    -0.542975706885840E+01 ,    -0.289675860709030E+01 ,     0.861685336307580E+01 ,    -0.424190422067618E+01 ,     0.334762397409330E+01 ,     0.789447847874959E+01 ,     0.480948073759310E+01 ,    -0.107054131211505E+01 , 
   0.20000 ,     0.242976756620357E+01 ,    -0.835484928977726E+01 ,    -0.705429035450214E+01 ,    -0.273768635628355E+01 ,     0.832910106632114E+01 ,    -0.316420007332205E+01 ,     0.355439213369338E+01 ,     0.733694778147453E+01 ,     0.498294454409479E+01 ,    -0.835675610838329E+00 , 
