Flight time (us) , Calculated , Experiment
   3990.3940000000002       ,   0.12509740656202256       ,   0.15003000000000000     
   3994.1390000000001       ,   0.12507297548331997       ,   0.15043999999999999     
   3997.8860000000000       ,   0.12504178326629362       ,   0.15013000000000001     
   4001.6369999999997       ,   0.12501187718881107       ,   0.14829999999999999     
   4005.3910000000005       ,   0.12498350660335923       ,   0.14918000000000001     
   4009.1500000000001       ,   0.12495706656831791       ,   0.15082999999999999     
   4012.9110000000001       ,   0.12493335869988505       ,   0.15228000000000000     
   4016.6760000000004       ,   0.12491325146997022       ,   0.15304000000000001     
   4020.4440000000004       ,   0.12489867039627629       ,   0.15329999999999999     
   4024.2170000000001       ,   0.12489242083222674       ,   0.15187999999999999     
   4027.9920000000002       ,   0.12489853927473675       ,   0.15038000000000001     
   4031.7719999999999       ,   0.12492217391898468       ,   0.15035999999999999     
   4035.5540000000001       ,   0.12496881508606039       ,   0.15084000000000000     
   4039.3410000000003       ,   0.12504293561378388       ,   0.15100000000000000     
   4043.1299999999997       ,   0.12514618397601004       ,   0.15126999999999999     
   4046.9239999999995       ,   0.12527673909088952       ,   0.15262999999999999     
   4050.7220000000002       ,   0.12543015420807549       ,   0.15146999999999999     
   4054.5220000000004       ,   0.12560117921510669       ,   0.15021000000000001     
   4058.3260000000000       ,   0.12578511078701124       ,   0.15026000000000000     
   4062.1330000000003       ,   0.12597837375873444       ,   0.15018000000000001     
   4065.9450000000002       ,   0.12618147547034264       ,   0.15010000000000001     
   4069.7599999999998       ,   0.12640288974619363       ,   0.15110000000000001     
   4073.5780000000004       ,   0.12665290440604285       ,   0.15306000000000000     
   4077.4000000000001       ,   0.12692469072485246       ,   0.15473000000000001     
   4081.2249999999999       ,   0.12718606485291761       ,   0.15948000000000001     
   4085.0549999999998       ,   0.12738210577360878       ,   0.16672999999999999     
   4088.8869999999997       ,   0.12743953969495264       ,   0.17272999999999999     
   4092.7239999999997       ,   0.12730750120151754       ,   0.17527000000000001     
   4096.5640000000003       ,   0.12702195079828335       ,   0.17287000000000000     
   4100.4069999999992       ,   0.12668260061107695       ,   0.16780000000000000     
   4104.2550000000001       ,   0.12637505228440291       ,   0.16155000000000000     
   4108.1060000000007       ,   0.12612904443025144       ,   0.15689000000000000     
   4111.9600000000000       ,   0.12592546041154193       ,   0.15487000000000001     
   4115.8180000000002       ,   0.12572309254789121       ,   0.15271000000000001     
   4119.6790000000001       ,   0.12549697635637869       ,   0.15043999999999999     
   4123.5450000000001       ,   0.12526128353817279       ,   0.14763000000000001     
   4127.4139999999998       ,   0.12504949125670878       ,   0.14605000000000001     
   4131.2870000000003       ,   0.12488467900656247       ,   0.14482999999999999     
   4135.1630000000005       ,   0.12477178783630560       ,   0.14293000000000000     
   4139.0419999999995       ,   0.12470455221803933       ,   0.14232000000000000     
   4142.9260000000004       ,   0.12467456312804982       ,   0.14194999999999999     
   4146.8119999999999       ,   0.12467170325951034       ,   0.14136000000000001     
   4150.7030000000004       ,   0.12468962344138947       ,   0.14208999999999999     
   4154.5980000000000       ,   0.12472773655588881       ,   0.14294000000000001     
   4158.4960000000001       ,   0.12479284783075315       ,   0.14388000000000001     
   4162.3969999999999       ,   0.12489630238851882       ,   0.14493000000000000     
   4166.3029999999999       ,   0.12505015441580533       ,   0.14535999999999999     
   4170.2120000000004       ,   0.12526489989922121       ,   0.14641999999999999     
   4174.1239999999998       ,   0.12554837539793928       ,   0.14734000000000000     
   4178.0410000000002       ,   0.12589671817423148       ,   0.14828000000000000     
   4181.9610000000002       ,   0.12628177458534662       ,   0.15176000000000001     
   4185.8840000000000       ,   0.12665294115503353       ,   0.15748999999999999     
   4189.8119999999999       ,   0.12694336783259988       ,   0.16542000000000001     
   4193.7430000000004       ,   0.12706640667318378       ,   0.17358999999999999     
   4197.6779999999999       ,   0.12695688103254227       ,   0.17732000000000001     
   4201.6160000000000       ,   0.12664775102670139       ,   0.17519000000000001     
   4205.5580000000000       ,   0.12626005053658010       ,   0.16816999999999999     
   4209.5039999999999       ,   0.12590645770566650       ,   0.16172000000000000     
   4213.4539999999997       ,   0.12563685246685602       ,   0.15845999999999999     
   4217.4069999999992       ,   0.12544502130649457       ,   0.15554999999999999     
   4221.3640000000005       ,   0.12529762878027739       ,   0.15306000000000000     
   4225.3249999999998       ,   0.12516548464530666       ,   0.15160000000000001     
   4229.2889999999998       ,   0.12504850419415536       ,   0.15095000000000000     
   4233.2569999999996       ,   0.12497018904338685       ,   0.15013000000000001     
   4237.2290000000003       ,   0.12495084644185517       ,   0.14904000000000001     
   4241.2049999999999       ,   0.12499541946831837       ,   0.14962000000000000     
   4245.1830000000000       ,   0.12509763902757617       ,   0.15003000000000000     
   4249.1669999999995       ,   0.12524709361569922       ,   0.15159000000000000     
   4253.1530000000002       ,   0.12543553049453962       ,   0.15301000000000001     
   4257.1430000000000       ,   0.12566528611141628       ,   0.15337000000000001     
   4261.1369999999997       ,   0.12594288553348995       ,   0.15426000000000001     
   4265.1360000000004       ,   0.12626147009443381       ,   0.15612999999999999     
   4269.1379999999999       ,   0.12659170671259284       ,   0.15844000000000000     
   4273.1430000000000       ,   0.12688415871547309       ,   0.16150000000000000     
   4277.1530000000002       ,   0.12707340320518273       ,   0.16567999999999999     
   4281.1660000000002       ,   0.12710143934749538       ,   0.16775999999999999     
   4285.1819999999998       ,   0.12698998646252979       ,   0.16661000000000001     
   4289.2029999999995       ,   0.12685226019020662       ,   0.16253000000000001     
   4293.2269999999999       ,   0.12679296309904772       ,   0.15831000000000001     
   4297.2560000000003       ,   0.12684013675000352       ,   0.15833000000000000     
   4301.2870000000003       ,   0.12695085011869081       ,   0.16109000000000001     
   4305.3229999999994       ,   0.12704252826688306       ,   0.16341000000000000     
   4309.3630000000003       ,   0.12702349990243453       ,   0.16603000000000001     
   4313.4050000000007       ,   0.12686262119683508       ,   0.16533999999999999     
   4317.4520000000002       ,   0.12663599412683563       ,   0.16216000000000000     
   4321.5029999999997       ,   0.12645293087498763       ,   0.15789000000000000     
   4325.5580000000000       ,   0.12636609914350574       ,   0.15504000000000001     
   4329.6170000000002       ,   0.12635516955702061       ,   0.15440999999999999     
   4333.6790000000001       ,   0.12635088283437990       ,   0.15440000000000001     
   4337.7449999999999       ,   0.12625916534002180       ,   0.15589000000000000     
   4341.8150000000005       ,   0.12601131120090259       ,   0.15587000000000001     
   4345.8880000000008       ,   0.12563111589982737       ,   0.15429999999999999     
   4349.9660000000003       ,   0.12522340456265288       ,   0.14948000000000000     
   4354.0469999999996       ,   0.12487974794238207       ,   0.14521000000000001     
   4358.1320000000005       ,   0.12463752136461424       ,   0.14285999999999999     
   4362.2209999999995       ,   0.12449143053381430       ,   0.14127000000000001     
   4366.3140000000003       ,   0.12442103030064887       ,   0.14127000000000001     
   4370.4110000000001       ,   0.12441025772857771       ,   0.14157000000000000     
   4374.5120000000006       ,   0.12444820114778783       ,   0.14202999999999999     
   4378.6160000000000       ,   0.12452362285860220       ,   0.14405000000000001     
   4382.7239999999993       ,   0.12462831703801895       ,   0.14258999999999999     
   4386.8359999999993       ,   0.12476052714342198       ,   0.14230999999999999     
   4390.9520000000002       ,   0.12492133009764861       ,   0.14413000000000001     
   4395.0720000000001       ,   0.12511554761600766       ,   0.14751000000000000     
   4399.1949999999997       ,   0.12535182711382625       ,   0.14929999999999999     
   4403.3230000000003       ,   0.12565969290833928       ,   0.14992000000000000     
   4407.4540000000006       ,   0.12609353178384050       ,   0.15010000000000001     
