 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.898438398064003E+02 ,    -0.195388906171111E+02 ,     0.205728600773138E+03 ,     0.351033845505183E+02 ,     0.343015517982317E+04 ,    -0.384903477244899E+04 ,    -0.128714431807668E+03 ,     0.385236209678836E+04 ,     0.182786251848732E+02 ,    -0.886599667361894E+01 , 
   0.02000 ,    -0.719894012823016E+02 ,    -0.298215865746909E+02 ,     0.179575179958966E+03 ,     0.281524607603848E+02 ,     0.318296483641206E+04 ,    -0.354060056277909E+04 ,    -0.112758901211579E+03 ,     0.356448678748608E+04 ,     0.253893927168857E+02 ,    -0.723269237030326E+01 , 
   0.04000 ,    -0.313247580632888E+02 ,    -0.505017723708267E+02 ,     0.116335691413998E+03 ,     0.123051109239924E+02 ,     0.252121452862174E+04 ,    -0.273434042701574E+04 ,    -0.741342615503621E+02 ,     0.280041788610305E+04 ,     0.393459561893555E+02 ,    -0.349222396558989E+01 , 
   0.06000 ,     0.440072272675827E+01 ,    -0.605170646607756E+02 ,     0.502057397183349E+02 ,    -0.170093744478646E+01 ,     0.165173438448304E+04 ,    -0.172324568287785E+04 ,    -0.335334543473979E+02 ,     0.181278611509705E+04 ,     0.450709867090835E+02 ,    -0.172896963685523E+00 , 
   0.08000 ,     0.153724478335382E+02 ,    -0.473065793454076E+02 ,     0.968815798200796E+01 ,    -0.626130241289013E+01 ,     0.824103796754372E+03 ,    -0.823578728152010E+03 ,    -0.808309171111216E+01 ,     0.893617605697636E+03 ,     0.340901496055587E+02 ,     0.841760465747253E+00 , 
   0.10000 ,     0.385099835725680E+01 ,    -0.180129814274820E+02 ,     0.984245169317850E-01 ,    -0.231313157500372E+01 ,     0.231499910563682E+03 ,    -0.232102718562106E+03 ,    -0.939788408520680E+00 ,     0.252563794052206E+03 ,     0.123539563220378E+02 ,    -0.350862490936819E+00 , 
   0.12000 ,    -0.118197106137745E+02 ,     0.748537560376091E+01 ,     0.611965483600171E+01 ,     0.312163159288725E+01 ,    -0.573636123185087E+02 ,     0.291009251100019E+02 ,    -0.315545740894142E+01 ,    -0.519095890955918E+02 ,    -0.554485743603206E+01 ,    -0.207970103221751E+01 , 
   0.14000 ,    -0.157341590013656E+02 ,     0.143829464793247E+02 ,     0.924539030655896E+01 ,     0.413157921469957E+01 ,    -0.102549753789827E+03 ,     0.665870248992458E+02 ,    -0.421144022090007E+01 ,    -0.999487436888922E+02 ,    -0.961482194879707E+01 ,    -0.272811272203768E+01 , 
   0.16000 ,    -0.736671837284720E+01 ,     0.468271167918023E+01 ,     0.319973557228862E+01 ,     0.743118179505039E+00 ,    -0.348445362748140E+02 ,     0.191336147786173E+02 ,    -0.800509009580133E+00 ,    -0.349008770553264E+02 ,    -0.235078941434095E+01 ,    -0.204545729356713E+01 , 
   0.18000 ,     0.179478062852485E+01 ,    -0.717027089649884E+01 ,    -0.511603166831357E+01 ,    -0.261653530565074E+01 ,     0.269035488449893E+02 ,    -0.199803489784506E+02 ,     0.318426307276893E+01 ,     0.237761210241564E+02 ,     0.548260823998674E+01 ,    -0.105114532115413E+01 , 
   0.20000 ,     0.202815965772972E+01 ,    -0.899380330516199E+01 ,    -0.672645757986796E+01 ,    -0.247043125788400E+01 ,     0.320805958089917E+02 ,    -0.244142743875567E+02 ,     0.327012352318884E+01 ,     0.293077370904623E+02 ,     0.584250967423928E+01 ,    -0.829932426761536E+00 , 
   0.22000 ,    -0.529036664527264E+01 ,    -0.115181162840475E+01 ,    -0.877984976591209E+00 ,     0.358272283053842E+00 ,    -0.106071129673656E+01 ,    -0.971785943274737E+01 ,    -0.210360241952750E+00 ,    -0.651609388647266E-01 ,     0.230571644048556E-01 ,    -0.148749012095115E+01 , 
