 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.904782628348466E+02 ,     0.316741730081712E+02 ,     0.150387277986343E+03 ,     0.381102822745215E+02 ,     0.673021869718343E+03 ,    -0.995056748066975E+03 ,    -0.913691650763773E+02 ,     0.908983060745633E+03 ,    -0.101685035153603E+02 ,    -0.856078853419281E+01 , 
   0.02000 ,    -0.723775713557900E+02 ,     0.174938015986607E+02 ,     0.129180737288877E+03 ,     0.306263435087072E+02 ,     0.648628451600956E+03 ,    -0.920511710720484E+03 ,    -0.785616027705117E+02 ,     0.865333265026788E+03 ,    -0.149776362974956E+01 ,    -0.692071741109065E+01 , 
   0.04000 ,    -0.311845548720759E+02 ,    -0.137756861770382E+02 ,     0.788981175555102E+02 ,     0.135431454978983E+02 ,     0.572933529788409E+03 ,    -0.727928789051951E+03 ,    -0.482545761089366E+02 ,     0.740553482350420E+03 ,     0.170813492703168E+02 ,    -0.318262942325448E+01 , 
   0.06000 ,     0.491474009058471E+01 ,    -0.380378233315683E+02 ,     0.290128359839012E+02 ,    -0.161345712274317E+01 ,     0.446752352259899E+03 ,    -0.491188467980214E+03 ,    -0.182751178222285E+02 ,     0.555791237136778E+03 ,     0.299613304320901E+02 ,     0.829285390136917E-01 , 
   0.08000 ,     0.158371051280534E+02 ,    -0.386629402621220E+02 ,     0.273953977393867E+01 ,    -0.665532216888926E+01 ,     0.289014454340568E+03 ,    -0.283884455687735E+03 ,    -0.243083913345907E+01 ,     0.349342669457284E+03 ,     0.271162817987996E+02 ,     0.981419843790648E+00 , 
   0.10000 ,     0.395989566364689E+01 ,    -0.191578869976401E+02 ,     0.190522452525602E+01 ,    -0.253730377250543E+01 ,     0.138328266973252E+03 ,    -0.143873944129784E+03 ,    -0.152499435878331E+01 ,     0.168337529299807E+03 ,     0.121442600368808E+02 ,    -0.346573223373469E+00 , 
   0.12000 ,    -0.120207725516372E+02 ,     0.229156732425645E+01 ,     0.107040073842566E+02 ,     0.324889416793677E+01 ,     0.341151129857370E+02 ,    -0.675416205997513E+02 ,    -0.605800995491340E+01 ,     0.491663774231071E+02 ,    -0.230061460479392E+01 ,    -0.216288786609837E+01 , 
   0.14000 ,    -0.159565826579677E+02 ,     0.997552227892626E+01 ,     0.126490537759030E+02 ,     0.436209841087125E+01 ,    -0.830768017266894E+01 ,    -0.302199710772118E+02 ,    -0.662001172462033E+01 ,    -0.605931658842913E+00 ,    -0.646340647197401E+01 ,    -0.281567970698198E+01 , 
   0.16000 ,    -0.738516268545031E+01 ,     0.316712259226139E+01 ,     0.431657984253880E+01 ,     0.788007304719039E+00 ,    -0.619722766070162E+01 ,    -0.107421348927305E+02 ,    -0.172545819373225E+01 ,    -0.346151171311308E+01 ,    -0.122622502916592E+01 ,    -0.207912180432260E+01 , 
   0.18000 ,     0.195343554665835E+01 ,    -0.645433826778094E+01 ,    -0.540653041621007E+01 ,    -0.277642945236206E+01 ,     0.679117082175267E+01 ,    -0.112957467041419E+01 ,     0.330958009086397E+01 ,     0.626751215911415E+01 ,     0.485995293552383E+01 ,    -0.103206664361812E+01 , 
   0.20000 ,     0.217033898998827E+01 ,    -0.792861840546682E+01 ,    -0.713662519019597E+01 ,    -0.262313740579393E+01 ,     0.698351167511075E+01 ,    -0.335762244641627E+00 ,     0.358204144818443E+01 ,     0.587957982469108E+01 ,     0.496043047437025E+01 ,    -0.800471496500313E+00 , 
