 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.940311423829700E+02 ,    -0.697060552277715E+01 ,     0.194755153191997E+03 ,     0.364258864423279E+02 ,     0.324708915395315E+04 ,    -0.363842420388112E+04 ,    -0.125295165879361E+03 ,     0.365211318898624E+04 ,     0.130004617513212E+02 ,    -0.785353880807644E+01 , 
   0.02000 ,    -0.753801478162105E+02 ,    -0.182427493579967E+02 ,     0.169238105814265E+03 ,     0.291817808712069E+02 ,     0.301966311609230E+04 ,    -0.335472984209714E+04 ,    -0.109393185525307E+03 ,     0.338625555225544E+04 ,     0.205499613055083E+02 ,    -0.643122618975566E+01 , 
   0.04000 ,    -0.328821994818779E+02 ,    -0.414538577793718E+02 ,     0.107730616717744E+03 ,     0.126717641714742E+02 ,     0.240865489036528E+04 ,    -0.261054903665208E+04 ,    -0.709803110934343E+02 ,     0.267802935809908E+04 ,     0.355997863300980E+02 ,    -0.316989437882236E+01 , 
   0.06000 ,     0.450810343901964E+01 ,    -0.545189607705473E+02 ,     0.439631780381740E+02 ,    -0.190274466129373E+01 ,     0.159991137454922E+04 ,    -0.167021593094273E+04 ,    -0.308412665581949E+02 ,     0.175561728652924E+04 ,     0.425717327578268E+02 ,    -0.268274326713803E+00 , 
   0.08000 ,     0.160923652250351E+02 ,    -0.439041439133168E+02 ,     0.585641095413723E+01 ,    -0.661403367283735E+01 ,     0.820741785147345E+03 ,    -0.822360922088635E+03 ,    -0.611092447166140E+01 ,     0.886568005707510E+03 ,     0.325681214787117E+02 ,     0.621872019806808E+00 , 
   0.10000 ,     0.418414242057662E+01 ,    -0.163165560323714E+02 ,    -0.176974464858235E+01 ,    -0.245139143896501E+01 ,     0.251666442968367E+03 ,    -0.251897174268627E+03 ,     0.193644409652921E+00 ,     0.268595983930485E+03 ,     0.114326429389091E+02 ,    -0.435031059350775E+00 , 
   0.12000 ,    -0.121141891079851E+02 ,     0.824080320887782E+01 ,     0.551091885511807E+01 ,     0.324627463777077E+01 ,    -0.372211939090251E+02 ,     0.126041735085724E+02 ,    -0.275419213697323E+01 ,    -0.359989634947369E+02 ,    -0.608596050782689E+01 ,    -0.198899368856156E+01 , 
   0.14000 ,    -0.162063047944922E+02 ,     0.146205912670910E+02 ,     0.921401354238247E+01 ,     0.430528663255315E+01 ,    -0.944471807113578E+02 ,     0.620198374156790E+02 ,    -0.426233251029848E+01 ,    -0.943065997646405E+02 ,    -0.982284212727468E+01 ,    -0.260806310803888E+01 , 
   0.16000 ,    -0.750470023429329E+01 ,     0.460764647873538E+01 ,     0.328666058730762E+01 ,     0.759139370757408E+00 ,    -0.378334633869916E+02 ,     0.224577066655717E+02 ,    -0.999036166959445E+00 ,    -0.375539504956067E+02 ,    -0.226269256175902E+01 ,    -0.203812493603300E+01 , 
   0.18000 ,     0.204782820537037E+01 ,    -0.737855525089033E+01 ,    -0.509252327664667E+01 ,    -0.275774411862040E+01 ,     0.206346315676969E+02 ,    -0.161879362162185E+02 ,     0.303387745423863E+01 ,     0.195440159428944E+02 ,     0.571559798613252E+01 ,    -0.115445571621248E+01 , 
   0.20000 ,     0.231804593566329E+01 ,    -0.914649934191960E+01 ,    -0.675138489786716E+01 ,    -0.260368717305491E+01 ,     0.291849180036375E+02 ,    -0.238041298542123E+02 ,     0.322028241546499E+01 ,     0.279339136096217E+02 ,     0.600688312520152E+01 ,    -0.926921249529465E+00 , 
   0.22000 ,    -0.528460662057834E+01 ,    -0.115459983133343E+01 ,    -0.877507916416320E+00 ,     0.364248634995983E+00 ,     0.576682668023953E+00 ,    -0.112046373955095E+02 ,    -0.194549560410995E+00 ,     0.131278363365480E+01 ,     0.979316591055951E-03 ,    -0.148547837976199E+01 , 
   0.24000 ,    -0.113546444328804E+02 ,     0.656528922574256E+01 ,     0.526643781365665E+01 ,     0.247350815973378E+01 ,    -0.254801607409077E+02 ,     0.170173870885747E+01 ,    -0.301411805805809E+01 ,    -0.230941396408289E+02 ,    -0.483518946311602E+01 ,    -0.214030272415941E+01 , 
   0.26000 ,    -0.959799200817423E+01 ,     0.606349437775726E+01 ,     0.506269631947538E+01 ,     0.155617331119026E+01 ,    -0.254736544496372E+02 ,     0.534912718158827E+01 ,    -0.219873788883272E+01 ,    -0.240637558904452E+02 ,    -0.363049797485959E+01 ,    -0.219962037084453E+01 , 
   0.28000 ,    -0.301017159695321E+01 ,    -0.854347643878197E+00 ,    -0.551820155464911E+00 ,    -0.963695854552791E+00 ,    -0.748811800415594E+01 ,     0.174763372915896E+01 ,     0.952788009367664E+00 ,    -0.868240501322053E+01 ,     0.133467072565013E+01 ,    -0.167682238363140E+01 , 
   0.30000 ,     0.594016146636286E+00 ,    -0.595020052763097E+01 ,    -0.495262184753182E+01 ,    -0.209893697817115E+01 ,     0.557358653370894E+01 ,    -0.322369533479808E+01 ,     0.272334173778445E+01 ,     0.315567312684764E+01 ,     0.414091213009113E+01 ,    -0.119265031196370E+01 , 
   0.32000 ,    -0.239414873454214E+01 ,    -0.401491109382266E+01 ,    -0.349912465634400E+01 ,    -0.750425561079706E+00 ,     0.181608615986519E+01 ,    -0.587987542732082E+01 ,     0.131028803725757E+01 ,     0.880375548493686E+00 ,     0.202382243257055E+01 ,    -0.126087749037289E+01 , 
   0.34000 ,    -0.795092089137122E+01 ,     0.202274024585780E+01 ,     0.169633308462367E+01 ,     0.130547918129423E+01 ,    -0.105881687134066E+02 ,    -0.578540832111763E+01 ,    -0.139766706217979E+01 ,    -0.920075421639554E+01 ,    -0.209103486761645E+01 ,    -0.175648793108679E+01 , 
   0.36000 ,    -0.964319061921397E+01 ,     0.514521131694052E+01 ,     0.467172740262916E+01 ,     0.168954310289941E+01 ,    -0.160629644310120E+02 ,    -0.424360221518475E+01 ,    -0.226516948911824E+01 ,    -0.142544077096763E+02 ,    -0.345172348955965E+01 ,    -0.210561296731210E+01 , 
   0.38000 ,    -0.594346467952558E+01 ,     0.220545469694170E+01 ,     0.238768941678061E+01 ,     0.124532637086542E+00 ,    -0.929295286724428E+01 ,    -0.290508021839091E+01 ,    -0.487945676921469E+00 ,    -0.938324595930398E+01 ,    -0.856962363043145E+00 ,    -0.193797136837694E+01 , 
   0.40000 ,    -0.146115762419703E+01 ,    -0.304204467699511E+01 ,    -0.222375756681442E+01 ,    -0.145021935001620E+01 ,     0.780505698404702E+00 ,    -0.289234798432829E+01 ,     0.172542564238841E+01 ,    -0.126905315017156E+01 ,     0.241197699065875E+01 ,    -0.147276451796276E+01 , 
   0.42000 ,    -0.129272454244234E+01 ,    -0.462646378480503E+01 ,    -0.391921147087265E+01 ,    -0.124653767710585E+01 ,     0.254954644359247E+01 ,    -0.407267215651629E+01 ,     0.186158151390212E+01 ,     0.697778233740217E+00 ,     0.265097118043289E+01 ,    -0.124138314596625E+01 , 
   0.44000 ,    -0.530033174393331E+01 ,    -0.105893503800936E+01 ,    -0.104621770189949E+01 ,     0.370324150036352E+00 ,    -0.540011693296621E+01 ,    -0.501493485384288E+01 ,    -0.740372376311123E-01 ,    -0.522703786083220E+01 ,    -0.135749433242194E+00 ,    -0.148679023403430E+01 , 
   0.46000 ,    -0.865965669334555E+01 ,     0.336990689998420E+01 ,     0.288872919729214E+01 ,     0.145634856843086E+01 ,    -0.138728674641286E+02 ,    -0.425802922542912E+01 ,    -0.175470524998699E+01 ,    -0.121960597392906E+02 ,    -0.257119263715526E+01 ,    -0.191117831258737E+01 , 
   0.48000 ,    -0.760469029910327E+01 ,     0.371061706726431E+01 ,     0.341627638019034E+01 ,     0.804155303321430E+00 ,    -0.140550684293973E+02 ,    -0.199258333336687E+01 ,    -0.130381108793531E+01 ,    -0.129972959679856E+02 ,    -0.194805362126022E+01 ,    -0.203141062403618E+01 , 
