 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.884890706701464E+02 ,    -0.147703220614775E+02 ,     0.200192906731662E+03 ,     0.350716487686950E+02 ,     0.297584743477159E+04 ,    -0.338362739587663E+04 ,    -0.125369418580978E+03 ,     0.338473989607831E+04 ,     0.144416312462251E+02 ,    -0.835908443219244E+01 , 
   0.02000 ,    -0.709028992947763E+02 ,    -0.250083003654728E+02 ,     0.174174489858308E+03 ,     0.281349347325351E+02 ,     0.275264107428868E+04 ,    -0.310012181129009E+04 ,    -0.109349519806187E+03 ,     0.312097955671229E+04 ,     0.216074002414144E+02 ,    -0.682490462654670E+01 , 
   0.04000 ,    -0.308517125559280E+02 ,    -0.457270230460659E+02 ,     0.111381992344675E+03 ,     0.123180924462403E+02 ,     0.215845983424964E+04 ,    -0.236373731157855E+04 ,    -0.706847386523738E+02 ,     0.242506966822698E+04 ,     0.357921554435130E+02 ,    -0.331170918302321E+01 , 
   0.06000 ,     0.432759254431641E+01 ,    -0.562094384577770E+02 ,     0.460745064242262E+02 ,    -0.166628130107449E+01 ,     0.138673870451881E+04 ,    -0.145292225420152E+04 ,    -0.303759853384832E+02 ,     0.153665009591054E+04 ,     0.420352025538329E+02 ,    -0.196444182204885E+00 , 
   0.08000 ,     0.151173645307605E+02 ,    -0.440550686480086E+02 ,     0.671276655940585E+01 ,    -0.622921773631680E+01 ,     0.665690178106085E+03 ,    -0.661696080785737E+03 ,    -0.570186354591092E+01 ,     0.726576155179419E+03 ,     0.318824071220929E+02 ,     0.747092363326186E+00 , 
   0.10000 ,     0.374957277920292E+01 ,    -0.161712595413505E+02 ,    -0.160108210612695E+01 ,    -0.230116269018724E+01 ,     0.164418994350016E+03 ,    -0.162675083798224E+03 ,     0.365850359121757E+00 ,     0.180098666024879E+03 ,     0.111239369692996E+02 ,    -0.392541771653979E+00 , 
   0.12000 ,    -0.116997675905735E+02 ,     0.806381398033278E+01 ,     0.550458955418756E+01 ,     0.311595849061820E+01 ,    -0.660527603483379E+02 ,     0.392772535270727E+02 ,    -0.281737380174371E+01 ,    -0.628094412775563E+02 ,    -0.592183079014169E+01 ,    -0.204086097802087E+01 , 
   0.14000 ,    -0.155606172359341E+02 ,     0.142531773781670E+02 ,     0.928245439050596E+01 ,     0.412426179808968E+01 ,    -0.893233035876001E+02 ,     0.539073197279222E+02 ,    -0.440418645061728E+01 ,    -0.866869679724578E+02 ,    -0.948418062548840E+01 ,    -0.266720934011859E+01 , 
   0.16000 ,    -0.731882270017376E+01 ,     0.444484836775655E+01 ,     0.342245262434770E+01 ,     0.746211778616751E+00 ,    -0.250806218748226E+02 ,     0.906078283964476E+01 ,    -0.105720611599070E+01 ,    -0.241995382095251E+02 ,    -0.209324256083989E+01 ,    -0.202674969168751E+01 , 
   0.18000 ,     0.170367483903239E+01 ,    -0.720474699272526E+01 ,    -0.500279415691714E+01 ,    -0.260525837752694E+01 ,     0.255655915372217E+02 ,    -0.193040107341561E+02 ,     0.309840848575267E+01 ,     0.231745982331530E+02 ,     0.563124839920675E+01 ,    -0.108079406632600E+01 , 
   0.20000 ,     0.192782284678535E+01 ,    -0.886325232479643E+01 ,    -0.677377571737761E+01 ,    -0.246202588872040E+01 ,     0.253609751411294E+02 ,    -0.180769475510230E+02 ,     0.332214107501116E+01 ,     0.226986930724659E+02 ,     0.584666787976455E+01 ,    -0.863523507198117E+00 , 
   0.22000 ,    -0.528727372600312E+01 ,    -0.104644928805902E+01 ,    -0.978045690622876E+00 ,     0.357096662836280E+00 ,    -0.467862365690473E+01 ,    -0.594149398975593E+01 ,    -0.159023277234060E+00 ,    -0.398703632537529E+01 ,    -0.315665396903141E-01 ,    -0.148639655338329E+01 , 
   0.24000 ,    -0.110264097557296E+02 ,     0.645776953042696E+01 ,     0.517182093461675E+01 ,     0.235426884595069E+01 ,    -0.260710350923323E+02 ,     0.751286337529984E+00 ,    -0.306704802630223E+01 ,    -0.225833451418053E+02 ,    -0.471680994533725E+01 ,    -0.218898193332421E+01 , 
   0.26000 ,    -0.934322122872620E+01 ,     0.593518022110204E+01 ,     0.502861486510213E+01 ,     0.147101544465767E+01 ,    -0.215183781098110E+02 ,     0.210605198363577E+00 ,    -0.227657980561714E+01 ,    -0.192196912233468E+02 ,    -0.350207075577582E+01 ,    -0.223574871172946E+01 , 
   0.28000 ,    -0.309640750871186E+01 ,    -0.825636648067556E+00 ,    -0.535472134729637E+00 ,    -0.928552633508898E+00 ,    -0.337235630836690E+01 ,    -0.198152030692675E+01 ,     0.921713061176580E+00 ,    -0.477611147918601E+01 ,     0.134673805196666E+01 ,    -0.166405546611039E+01 , 
   0.30000 ,     0.304780428018160E+00 ,    -0.579424112742794E+01 ,    -0.493328044466344E+01 ,    -0.199938900758627E+01 ,     0.636010214656131E+01 ,    -0.271783486619777E+01 ,     0.274840178758743E+01 ,     0.307447427401054E+01 ,     0.405540184919930E+01 ,    -0.115228475530239E+01 , 
   0.32000 ,    -0.254453111116270E+01 ,    -0.390637602909938E+01 ,    -0.350931154253150E+01 ,    -0.704692793719676E+00 ,    -0.354109149163807E+00 ,    -0.307173084841531E+01 ,     0.134244772539634E+01 ,    -0.172510539504886E+01 ,     0.196086525419097E+01 ,    -0.124106197879046E+01 , 
   0.34000 ,    -0.781312120669983E+01 ,     0.197553798691221E+01 ,     0.166547477203667E+01 ,     0.125300794717322E+01 ,    -0.128163219388382E+02 ,    -0.422038871454006E+01 ,    -0.140406044134070E+01 ,    -0.109628636423432E+02 ,    -0.205517525755147E+01 ,    -0.177729550439973E+01 , 
   0.36000 ,    -0.940161067655929E+01 ,     0.501269247774568E+01 ,     0.465249614439131E+01 ,     0.160798277069316E+01 ,    -0.162804764472574E+02 ,    -0.512710950496281E+01 ,    -0.230447933301823E+01 ,    -0.136920716120917E+02 ,    -0.336249957157214E+01 ,    -0.214081436877208E+01 , 
