Q (Ang^-1), RMC, Data
  0.38000000000000000       ,  -0.58405996832052454       ,  -0.58697757430546160     
  0.40000000000000002       ,  -0.38216632590773070       ,  -0.64590464323536245     
  0.41999999999999998       ,  -0.40216177449129625       ,  -0.66008413753461193     
  0.44000000000000000       ,  -0.60330524111926709       ,  -0.61252702299678330     
  0.46000000000000002       ,  -0.74479195070718063       ,  -0.54881555844158403     
  0.47999999999999998       ,  -0.67246384680008497       ,  -0.52441510917440270     
  0.50000000000000000       ,  -0.48528735952874558       ,  -0.54742925062048930     
  0.52000000000000002       ,  -0.40467648625966623       ,  -0.57716086580283998     
  0.54000000000000004       ,  -0.51516794736468119       ,  -0.57338651655862838     
  0.56000000000000005       ,  -0.67760650415199108       ,  -0.53856145684587742     
  0.57999999999999996       ,  -0.70184482923829894       ,  -0.50946147129565711     
  0.59999999999999998       ,  -0.56719630100272056       ,  -0.51338266468197480     
  0.62000000000000000       ,  -0.43697942950197904       ,  -0.53980054161925295     
  0.64000000000000001       ,  -0.46147446699495870       ,  -0.55590551585868142     
  0.66000000000000003       ,  -0.60528503130098743       ,  -0.54424977791724916     
  0.68000000000000005       ,  -0.69611792476695022       ,  -0.51957003349577269     
  0.69999999999999996       ,  -0.62958019919377040       ,  -0.50906760845335020     
  0.71999999999999997       ,  -0.48793186879896350       ,  -0.52145568376787299     
  0.73999999999999999       ,  -0.43866888488200484       ,  -0.53938850490748969     
  0.76000000000000001       ,  -0.53723537735678661       ,  -0.54098876410195784     
  0.78000000000000003       ,  -0.66514095628405512       ,  -0.52427000913303068     
  0.80000000000000004       ,  -0.67179156794495865       ,  -0.50782992480625311     
  0.81999999999999995       ,  -0.55074204098906465       ,  -0.50928487168919201     
  0.83999999999999997       ,  -0.44490266980167470       ,  -0.52649268493616697     
  0.85999999999999999       ,  -0.47770118076681301       ,  -0.54118330076314325     
  0.88000000000000000       ,  -0.60932140132490065       ,  -0.53914705603774726     
  0.90000000000000002       ,  -0.68497342484375967       ,  -0.52452148613138072     
  0.92000000000000004       ,  -0.61670268267539385       ,  -0.51410777290530518     
  0.93999999999999995       ,  -0.48556645100886353       ,  -0.51939368124180763     
  0.95999999999999996       ,  -0.44570274128290593       ,  -0.53540851692989500     
  0.97999999999999998       ,  -0.54347636259119458       ,  -0.54668245970803919     
   1.0000000000000000       ,  -0.66328995137246327       ,  -0.54288738797142400     
   1.0200000000000000       ,  -0.66318259238175448       ,  -0.52838100336926097     
   1.0400000000000000       ,  -0.54166362891790987       ,  -0.51726984145505983     
   1.0600000000000001       ,  -0.44049528163238660       ,  -0.51969715515995252     
   1.0800000000000001       ,  -0.47919438040464485       ,  -0.53247247748835602     
   1.1000000000000001       ,  -0.61386214637060843       ,  -0.54242882973853923     
   1.1200000000000001       ,  -0.68620505563212708       ,  -0.53924067765999317     
   1.1399999999999999       ,  -0.60790446409248955       ,  -0.52589855830956889     
   1.1599999999999999       ,  -0.46631059332290126       ,  -0.51668077028350301     
   1.1799999999999999       ,  -0.42598079992281884       ,  -0.52345496298051097     
   1.2000000000000000       ,  -0.53702236600957143       ,  -0.54266882557484142     
   1.2200000000000000       ,  -0.67253203864887823       ,  -0.55652489464228294     
   1.2400000000000000       ,  -0.67191820187602780       ,  -0.54934296411239614     
   1.2600000000000000       ,  -0.52862323558111901       ,  -0.52413502548796964     
   1.2800000000000000       ,  -0.40428999501021623       ,  -0.50151749997058181     
   1.3000000000000000       ,  -0.44645704379006751       ,  -0.49944502966330517     
   1.3200000000000001       ,  -0.61430302123663283       ,  -0.51360644642923736     
   1.3400000000000001       ,  -0.71545391339758502       ,  -0.52119450741508744     
   1.3600000000000001       ,  -0.62165781758183103       ,  -0.50774611339511355     
   1.3799999999999999       ,  -0.42429791852668558       ,  -0.48910684635867308     
   1.3999999999999999       ,  -0.34802569457457572       ,  -0.49972813473105415     
   1.4199999999999999       ,  -0.50478915432642468       ,  -0.55143301412566104     
   1.4399999999999999       ,  -0.75139039391202045       ,  -0.60284497236950085     
   1.4600000000000000       ,  -0.81059436956321529       ,  -0.57849132879272003     
   1.4800000000000000       ,  -0.53899820641186214       ,  -0.43202148707790039     
   1.5000000000000000       ,  -7.23495417259545498E-002  ,  -0.20048857303299261     
   1.5200000000000000       ,   0.29094122627410146       ,   4.26029205504513224E-003
   1.5400000000000000       ,   0.34239866952653930       ,   6.86846617945217619E-002
   1.5600000000000001       ,   0.10807430474041169       ,  -4.17823958760124431E-002
   1.5800000000000001       ,  -0.22389165863620450       ,  -0.26019035566254489     
   1.6000000000000001       ,  -0.48070138101095961       ,  -0.46955953982019155     
   1.6200000000000001       ,  -0.60549543405304029       ,  -0.58305027892935668     
   1.6399999999999999       ,  -0.62516908032695861       ,  -0.59004456260544580     
   1.6599999999999999       ,  -0.57832512070481135       ,  -0.54186875635783149     
   1.6799999999999999       ,  -0.49964172111959881       ,  -0.50145878870993044     
   1.7000000000000000       ,  -0.44353971876867188       ,  -0.50082289167385630     
   1.7200000000000000       ,  -0.46732156460564334       ,  -0.53118785116990130     
   1.7400000000000000       ,  -0.56524829124733345       ,  -0.56100846120288139     
   1.7600000000000000       ,  -0.64445125316741925       ,  -0.56307099485230772     
   1.7800000000000000       ,  -0.60873523438728683       ,  -0.53451225434885286     
   1.8000000000000000       ,  -0.47730953029471290       ,  -0.49955813477787581     
   1.8200000000000001       ,  -0.38964977942838319       ,  -0.49100001525868614     
   1.8400000000000001       ,  -0.45874001278152476       ,  -0.51987132728363994     
   1.8600000000000001       ,  -0.62507482105672063       ,  -0.55906747018662972     
   1.8799999999999999       ,  -0.69739879235472813       ,  -0.56387160981363582     
   1.8999999999999999       ,  -0.56698244308059942       ,  -0.51898721340160348     
   1.9199999999999999       ,  -0.35993357109796886       ,  -0.46502037091752946     
   1.9399999999999999       ,  -0.32398298020875477       ,  -0.46496234460164904     
   1.9600000000000000       ,  -0.53940460150121927       ,  -0.53234962658399276     
   1.9800000000000000       ,  -0.78097630534498419       ,  -0.59882235939205819     
   2.0000000000000000       ,  -0.73557334973392874       ,  -0.57544917297193143     
   2.0200000000000000       ,  -0.38170818011054192       ,  -0.46132383568475183     
   2.0400000000000000       ,  -9.59021738575502325E-002  ,  -0.37597457996197126     
   2.0600000000000001       ,  -0.28603363270457377       ,  -0.44352841380457381     
   2.0800000000000001       ,  -0.87357170697514663       ,  -0.61489256293501671     
   2.1000000000000001       ,   -1.1977237816656834       ,  -0.62171364657306927     
   2.1200000000000001       ,  -0.55877466906518414       ,  -0.16999963486182981     
   2.1400000000000001       ,    1.0460154556309111       ,   0.75395117041504367     
   2.1600000000000001       ,    2.7289168999475848       ,    1.7524228869232432     
   2.1800000000000002       ,    3.3465368958105928       ,    2.2391621849904135     
   2.2000000000000002       ,    2.4501793896367450       ,    1.8793193535964186     
   2.2200000000000002       ,   0.68372763029513783       ,   0.87636171596849466     
   2.2400000000000002       ,  -0.75773602265734408       ,  -0.16557275627526402     
   2.2599999999999998       ,   -1.1185614240119359       ,  -0.70549759391887923     
   2.2799999999999998       ,  -0.61810226895897935       ,  -0.65650402187682233     
   2.2999999999999998       ,  -8.47573551691280236E-002  ,  -0.36970400749247828     
   2.3199999999999998       ,  -0.11072499535153539       ,  -0.25598381106740969     
   2.3399999999999999       ,  -0.56519367872813120       ,  -0.41916392724128992     
   2.3599999999999999       ,  -0.87879939238784377       ,  -0.63454795132590047     
   2.3799999999999999       ,  -0.71674576228066467       ,  -0.64789340938963236     
   2.3999999999999999       ,  -0.31190965166401052       ,  -0.45890560355205123     
   2.4199999999999999       ,  -0.15101468852342143       ,  -0.29972793752633153     
   2.4399999999999999       ,  -0.40994038845013303       ,  -0.35804990750220594     
   2.4600000000000000       ,  -0.76976828240248585       ,  -0.56230298904468701     
   2.4800000000000000       ,  -0.79530171894589752       ,  -0.66497713815346748     
   2.5000000000000000       ,  -0.43733757806596218       ,  -0.52716032448315542     
   2.5200000000000000       ,  -9.86517460840768134E-002  ,  -0.28550063653315638     
   2.5400000000000000       ,  -0.19044911581774285       ,  -0.20944339560842182     
   2.5600000000000001       ,  -0.65876902360775247       ,  -0.39335041967809176     
   2.5800000000000001       ,  -0.98938225251646961       ,  -0.61331825414260699     
   2.6000000000000001       ,  -0.69369066078990105       ,  -0.51487479472297415     
   2.6200000000000001       ,   0.21296750035486714       ,   4.18394521488738083E-002
   2.6400000000000001       ,    1.2020052159171886       ,   0.81511081438514976     
   2.6600000000000001       ,    1.6714943916730358       ,    1.3534658958984966     
   2.6800000000000002       ,    1.4012749674889400       ,    1.3436155930573781     
   2.7000000000000002       ,   0.64004741024316048       ,   0.82560833106716336     
   2.7200000000000002       ,  -0.16280321231147848       ,   0.11845225102934905     
   2.7400000000000002       ,  -0.67305370855683377       ,  -0.43289089540193210     
   2.7599999999999998       ,  -0.79418344286142550       ,  -0.66145225362006066     
   2.7799999999999998       ,  -0.61640751063635602       ,  -0.61089171926972252     
   2.7999999999999998       ,  -0.33530715096972702       ,  -0.44385434104590804     
   2.8199999999999998       ,  -0.18288022630527948       ,  -0.33076802810923206     
   2.8399999999999999       ,  -0.30903977431726359       ,  -0.36738994354719190     
   2.8599999999999999       ,  -0.63403798941792877       ,  -0.52395015914242282     
   2.8799999999999999       ,  -0.84580341999789022       ,  -0.65413927490897905     
   2.8999999999999999       ,  -0.66194820222417283       ,  -0.60508523787900126     
   2.9199999999999999       ,  -0.17477123930275262       ,  -0.38155834919919185     
   2.9399999999999999       ,   0.11621047390505303       ,  -0.20064792259176525     
   2.9600000000000000       ,  -0.23904402042956352       ,  -0.30752787532688969     
   2.9800000000000000       ,   -1.0522940484707477       ,  -0.65721176965209527     
   3.0000000000000000       ,   -1.4197291125240603       ,  -0.78585013500238898     
   3.0200000000000000       ,  -0.41837689494707014       ,  -0.11026730189556251     
   3.0400000000000000       ,    1.9456104520725195       ,    1.5048600286067537     
   3.0600000000000001       ,    4.4564600315046929       ,    3.4214375349250661     
   3.0800000000000001       ,    5.4953327893646158       ,    4.5441525872923192     
   3.1000000000000001       ,    4.3352910198778671       ,    4.1221418886935544     
   3.1200000000000001       ,    1.7771323425982111       ,    2.3764742552618192     
   3.1400000000000001       ,  -0.49120141110194182       ,   0.37089878915633928     
   3.1600000000000001       ,   -1.2643225024763514       ,  -0.80516249105102089     
   3.1800000000000002       ,  -0.69055557046537064       ,  -0.84085288306398387     
   3.2000000000000002       ,   9.78847317190723321E-002  ,  -0.30289439382636069     
   3.2200000000000002       ,   0.15457263462565848       ,   3.82561198460112679E-003
   3.2400000000000002       ,  -0.46907504745151607       ,  -0.22793571167157056     
   3.2599999999999998       ,  -0.98796556560542370       ,  -0.65375909006972466     
   3.2799999999999998       ,  -0.83106197044635888       ,  -0.76770297538005206     
   3.2999999999999998       ,  -0.23914279692259216       ,  -0.46911877255105738     
   3.3199999999999998       ,   7.14864524676900037E-002  ,  -0.12326749714769042     
