 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.908200571194865E+02 ,     0.468334078348818E+02 ,     0.133923104117673E+03 ,     0.385087566435166E+02 ,     0.325197466563277E+03 ,    -0.601173059990762E+03 ,    -0.830467775120506E+02 ,     0.506144328288101E+03 ,    -0.195956900766910E+02 ,    -0.792197069742949E+01 , 
   0.02000 ,    -0.726522373455626E+02 ,     0.315552818170364E+02 ,     0.114122767892431E+03 ,     0.309661101250553E+02 ,     0.322843198045297E+03 ,    -0.554873110977002E+03 ,    -0.705293283178619E+02 ,     0.489423859291171E+03 ,    -0.103885925594431E+02 ,    -0.639670674436734E+01 , 
   0.04000 ,    -0.312907310850750E+02 ,    -0.261377765119304E+01 ,     0.674470989151558E+02 ,     0.137448652651243E+02 ,     0.306689894882131E+03 ,    -0.436603229318109E+03 ,    -0.411549887926351E+02 ,     0.436584055060873E+03 ,     0.969715020258792E+01 ,    -0.292139985221430E+01 , 
   0.06000 ,     0.499555304246289E+01 ,    -0.305914394827512E+02 ,     0.219093179590590E+02 ,    -0.154430846970812E+01 ,     0.260337118954013E+03 ,    -0.294548740503876E+03 ,    -0.127967193200791E+02 ,     0.346243997322330E+03 ,     0.247326898931843E+02 ,     0.108796249197787E+00 , 
   0.08000 ,     0.160332562771525E+02 ,    -0.346420673038804E+02 ,    -0.734192899493512E+00 ,    -0.664583658562535E+01 ,     0.181469454097516E+03 ,    -0.174399283278370E+03 ,     0.964675745347568E+00 ,     0.230423011350361E+03 ,     0.241716660936997E+02 ,     0.924188304154812E+00 , 
   0.10000 ,     0.415367723983612E+01 ,    -0.175265841720307E+02 ,     0.613654041816517E+00 ,    -0.251114197610275E+01 ,     0.914810484911282E+02 ,    -0.962148956910984E+02 ,    -0.124927272060113E+00 ,     0.116898665118081E+03 ,     0.110429682792866E+02 ,    -0.348868705841825E+00 , 
   0.12000 ,    -0.119204292035393E+02 ,     0.272261872611169E+01 ,     0.102961773575053E+02 ,     0.331495290261752E+01 ,     0.224872096669446E+02 ,    -0.533743286315788E+02 ,    -0.597856168773828E+01 ,     0.357078344591358E+02 ,    -0.236210381644243E+01 ,    -0.208606895807955E+01 , 
   0.14000 ,    -0.159611711319151E+02 ,     0.100603202661965E+02 ,     0.124493736905285E+02 ,     0.443350052658037E+01 ,    -0.677556756530351E+01 ,    -0.290138693420755E+02 ,    -0.695699434308003E+01 ,     0.564854947683325E-01 ,    -0.626215874749055E+01 ,    -0.273167819592642E+01 , 
   0.16000 ,    -0.743352930415594E+01 ,     0.325792406480009E+01 ,     0.419293086414168E+01 ,     0.817325574574877E+00 ,    -0.382755767522509E+01 ,    -0.125196446590557E+02 ,    -0.184969460672842E+01 ,    -0.128485797624439E+01 ,    -0.118155346466361E+01 ,    -0.205867704444586E+01 , 
   0.18000 ,     0.193402191939574E+01 ,    -0.636148093066839E+01 ,    -0.540295609025871E+01 ,    -0.279983654604821E+01 ,     0.712156878849116E+01 ,    -0.306259704065254E+01 ,     0.349521343448856E+01 ,     0.699819612856832E+01 ,     0.474236705223116E+01 ,    -0.107208941581850E+01 , 
   0.20000 ,     0.220183947937763E+01 ,    -0.792651391398807E+01 ,    -0.703461057077017E+01 ,    -0.266406716662888E+01 ,     0.700503584281055E+01 ,    -0.204831470069036E+01 ,     0.380635190900802E+01 ,     0.643898329183239E+01 ,     0.487061024771589E+01 ,    -0.839810817165130E+00 , 
   0.22000 ,    -0.525199480701827E+01 ,    -0.110954536622675E+01 ,    -0.731870726975070E+00 ,     0.371006954580011E+00 ,    -0.459035829304091E+01 ,    -0.608714489345601E+01 ,    -0.179699026723613E+00 ,    -0.402910310363646E+01 ,     0.196101837746472E-01 ,    -0.147471621934140E+01 , 
   0.24000 ,    -0.112113842873277E+02 ,     0.568476274842407E+01 ,     0.554038595339911E+01 ,     0.254307950534713E+01 ,    -0.149152679311738E+02 ,    -0.837948461165623E+01 ,    -0.342409441073297E+01 ,    -0.134992612455760E+02 ,    -0.391351417793750E+01 ,    -0.219408990056411E+01 , 
   0.26000 ,    -0.950452655624085E+01 ,     0.536980007043070E+01 ,     0.512632712631560E+01 ,     0.161199466593625E+01 ,    -0.142346913687370E+02 ,    -0.543558274884717E+01 ,    -0.249821023757692E+01 ,    -0.134148688715482E+02 ,    -0.294975541760510E+01 ,    -0.224322000075573E+01 , 
   0.28000 ,    -0.305788372831458E+01 ,    -0.705776278282846E+00 ,    -0.673672301308519E+00 ,    -0.977482535132119E+00 ,    -0.554300777983060E+01 ,    -0.353280370639151E+00 ,     0.104449974786456E+01 ,    -0.613133700727464E+01 ,     0.110612866530545E+01 ,    -0.166081636933054E+01 , 
   0.30000 ,     0.477260424758869E+00 ,    -0.531412002551452E+01 ,    -0.501273769706537E+01 ,    -0.215837823441246E+01 ,     0.469021236863819E+00 ,     0.126764377258101E+01 ,     0.301547560282294E+01 ,    -0.784587785410080E+00 ,     0.341514433162870E+01 ,    -0.114071186732075E+01 , 
   0.32000 ,    -0.243931917985450E+01 ,    -0.368279177388598E+01 ,    -0.338833318322614E+01 ,    -0.785604582919667E+00 ,    -0.233465554572515E+01 ,    -0.210297884180931E+01 ,     0.144158539207491E+01 ,    -0.286552124784314E+01 ,     0.167616565774983E+01 ,    -0.123365180146552E+01 , 
   0.34000 ,    -0.787778588176563E+01 ,     0.173864077825743E+01 ,     0.182484947335010E+01 ,     0.133053417605332E+01 ,    -0.977554926773911E+01 ,    -0.634320092809697E+01 ,    -0.155049949449212E+01 ,    -0.912044361290979E+01 ,    -0.172375433220379E+01 ,    -0.178097043383419E+01 , 
   0.36000 ,    -0.954400997051885E+01 ,     0.467820313143328E+01 ,     0.461275628456545E+01 ,     0.174171964688330E+01 ,    -0.132370278907473E+02 ,    -0.656085859567137E+01 ,    -0.250143907931409E+01 ,    -0.122894115754690E+02 ,    -0.285535770415260E+01 ,    -0.214943297030800E+01 , 
   0.38000 ,    -0.593636367166509E+01 ,     0.216819432741757E+01 ,     0.213896502872848E+01 ,     0.144518352510579E+00 ,    -0.950510905742595E+01 ,    -0.260887686658093E+01 ,    -0.548719893194290E+00 ,    -0.941540773282042E+01 ,    -0.706934055022738E+00 ,    -0.195094349289615E+01 , 
   0.40000 ,    -0.155545035856830E+01 ,    -0.255190654213426E+01 ,    -0.246183385858593E+01 ,    -0.148093523758435E+01 ,    -0.361575825587934E+01 ,     0.979925593944264E+00 ,     0.187312940750731E+01 ,    -0.449325430254277E+01 ,     0.200736968734453E+01 ,    -0.144350742875231E+01 , 
   0.42000 ,    -0.138390851564304E+01 ,    -0.409331202459748E+01 ,    -0.397626581881059E+01 ,    -0.128922685881106E+01 ,    -0.242709924013694E+01 ,     0.284214431774589E+00 ,     0.202295008418781E+01 ,    -0.329507799257436E+01 ,     0.220261909543185E+01 ,    -0.120590041768962E+01 , 
   0.44000 ,    -0.529264004384017E+01 ,    -0.979943186910646E+00 ,    -0.963062497938730E+00 ,     0.364304720524067E+00 ,    -0.685706341696268E+01 ,    -0.366428049077993E+01 ,    -0.791991257015099E-01 ,    -0.681700731888958E+01 ,    -0.126498731682499E+00 ,    -0.148422132000010E+01 , 
   0.46000 ,    -0.857229472706242E+01 ,     0.301871941742515E+01 ,     0.293144078820474E+01 ,     0.149141000391841E+01 ,    -0.114060805563360E+02 ,    -0.629263195210051E+01 ,    -0.189705358971189E+01 ,    -0.106311387372656E+02 ,    -0.216436153727425E+01 ,    -0.194013142855577E+01 , 
   0.48000 ,    -0.754392684070577E+01 ,     0.340045711879128E+01 ,     0.332018708722190E+01 ,     0.838954592386289E+00 ,    -0.108449350024973E+02 ,    -0.478542417857601E+01 ,    -0.140161434834208E+01 ,    -0.103125774231914E+02 ,    -0.164360287017500E+01 ,    -0.205510092403126E+01 , 
   0.50000 ,    -0.363466852544835E+01 ,    -0.423285180049153E-01 ,    -0.323163660048613E-01 ,    -0.735788016103072E+00 ,    -0.607576320945196E+01 ,    -0.114364515670176E+01 ,     0.693992028272639E+00 ,    -0.642621086808313E+01 ,     0.659725463479254E+00 ,    -0.171477855269192E+01 , 
