 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.916740582896235E+02 ,    -0.223170168743213E+02 ,     0.214255055136325E+03 ,     0.359350734029682E+02 ,     0.441259176806628E+04 ,    -0.484939841148065E+04 ,    -0.134076752925790E+03 ,     0.487514276055729E+04 ,     0.218719813980751E+02 ,    -0.896839661353879E+01 , 
   0.02000 ,    -0.734919584168397E+02 ,    -0.328873476573154E+02 ,     0.187142006506119E+03 ,     0.287758120602112E+02 ,     0.408716847106417E+04 ,    -0.446080528464490E+04 ,    -0.117785201190632E+03 ,     0.450419677234316E+04 ,     0.289882303132846E+02 ,    -0.733323162329535E+01 , 
   0.04000 ,    -0.320728247002777E+02 ,    -0.540108836594770E+02 ,     0.121515254027719E+03 ,     0.124645899430211E+02 ,     0.321984376424391E+04 ,    -0.344413470893910E+04 ,    -0.782249310809267E+02 ,     0.352263476049462E+04 ,     0.427827269217791E+02 ,    -0.358426722468657E+01 , 
   0.06000 ,     0.434127026800268E+01 ,    -0.638058073148709E+02 ,     0.527059896605637E+02 ,    -0.192080042076980E+01 ,     0.209005507193632E+04 ,    -0.216719017936945E+04 ,    -0.363035829314558E+02 ,     0.226163785186589E+04 ,     0.478607284051646E+02 ,    -0.245431100145441E+00 , 
   0.08000 ,     0.155793374084990E+02 ,    -0.493643508163148E+02 ,     0.102520539813607E+02 ,    -0.655009236048815E+01 ,     0.102799671342827E+04 ,    -0.102893405233889E+04 ,    -0.947477327715386E+01 ,     0.109912246189979E+04 ,     0.357124446452471E+02 ,     0.797607259255277E+00 , 
   0.10000 ,     0.392933171534324E+01 ,    -0.183779267246124E+02 ,    -0.167769195403547E+00 ,    -0.241734810890474E+01 ,     0.279932122125063E+03 ,    -0.280066184876966E+03 ,    -0.124255750607021E+01 ,     0.299417910540919E+03 ,     0.127024755598550E+02 ,    -0.368373135023293E+00 , 
   0.12000 ,    -0.119584409826041E+02 ,     0.828332905132036E+01 ,     0.580979740330581E+01 ,     0.321356065647930E+01 ,    -0.763696163940070E+02 ,     0.487790212287675E+02 ,    -0.288628376891974E+01 ,    -0.719712898128853E+02 ,    -0.599977951548373E+01 ,    -0.208389856336436E+01 , 
   0.14000 ,    -0.159125784634053E+02 ,     0.152574856990565E+02 ,     0.911980114772425E+01 ,     0.424945243820428E+01 ,    -0.127524259228216E+03 ,     0.918018502793998E+02 ,    -0.388506531606250E+01 ,    -0.124832814085857E+03 ,    -0.101398944165694E+02 ,    -0.273488931173890E+01 , 
   0.16000 ,    -0.739983382908837E+01 ,     0.487492262789397E+01 ,     0.314902194589582E+01 ,     0.742580230379704E+00 ,    -0.426114295311049E+02 ,     0.268629235439803E+02 ,    -0.710189480646828E+00 ,    -0.424509150058357E+02 ,    -0.246811692009253E+01 ,    -0.206183008526257E+01 , 
   0.18000 ,     0.190489474954491E+01 ,    -0.759081197747729E+01 ,    -0.519636294172946E+01 ,    -0.271917220549634E+01 ,     0.320015436458170E+02 ,    -0.251020510627719E+02 ,     0.304183077055926E+01 ,     0.285423175047729E+02 ,     0.573398723006458E+01 ,    -0.107170922911822E+01 , 
   0.20000 ,     0.213121611256692E+01 ,    -0.941721963073322E+01 ,    -0.679708790987196E+01 ,    -0.255074552900700E+01 ,     0.378001046208478E+02 ,    -0.300901927662153E+02 ,     0.308461542473004E+01 ,     0.345132836038978E+02 ,     0.610142528936649E+01 ,    -0.843974092860756E+00 , 
