 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.909020539075911E+02 ,     0.448695848311666E+02 ,     0.134828713034764E+03 ,     0.381859322563861E+02 ,     0.339865780163265E+03 ,    -0.633281178978843E+03 ,    -0.841402198093165E+02 ,     0.530406265766729E+03 ,    -0.183961074894362E+02 ,    -0.821569128683015E+01 , 
   0.02000 ,    -0.727263946361087E+02 ,     0.297657023261519E+02 ,     0.115077538177838E+03 ,     0.307108288321714E+02 ,     0.339132154059858E+03 ,    -0.585685338041383E+03 ,    -0.716847099652815E+02 ,     0.514700294864300E+03 ,    -0.913577242214773E+01 ,    -0.662449650105265E+01 , 
   0.04000 ,    -0.313464135595397E+02 ,    -0.399441121839652E+01 ,     0.684956278217411E+02 ,     0.136418536897344E+02 ,     0.326133526468556E+03 ,    -0.463841809853505E+03 ,    -0.424133884563416E+02 ,     0.463456237420189E+03 ,     0.110277981043324E+02 ,    -0.300138551829169E+01 , 
   0.06000 ,     0.495834622762923E+01 ,    -0.315676478846658E+02 ,     0.229798300052357E+02 ,    -0.151752035247549E+01 ,     0.280833443063341E+03 ,    -0.316657210673915E+03 ,    -0.140283063645079E+02 ,     0.372248677761316E+03 ,     0.259991673815805E+02 ,     0.152316017238866E+00 , 
   0.08000 ,     0.160073741030989E+02 ,    -0.353764636508065E+02 ,     0.202873544598996E+00 ,    -0.658528524209823E+01 ,     0.198485554746160E+03 ,    -0.190537806651857E+03 ,    -0.111819750519351E-01 ,     0.251195381856516E+03 ,     0.251427583634632E+02 ,     0.994738101030748E+00 , 
   0.10000 ,     0.413318448103840E+01 ,    -0.181461962581059E+02 ,     0.127587407971487E+01 ,    -0.249890742786303E+01 ,     0.101296861832112E+03 ,    -0.106104663049074E+03 ,    -0.683575625388978E+00 ,     0.129090250904365E+03 ,     0.115683138898920E+02 ,    -0.332511360675259E+00 , 
   0.12000 ,    -0.119354629384773E+02 ,     0.224015400016645E+01 ,     0.106387920068783E+02 ,     0.327081242524781E+01 ,     0.247214667361069E+02 ,    -0.573580473902852E+02 ,    -0.613957497084269E+01 ,     0.392391566304158E+02 ,    -0.224195939413269E+01 ,    -0.213032381421533E+01 , 
   0.14000 ,    -0.159675804031649E+02 ,     0.982272266929388E+01 ,     0.125338389887574E+02 ,     0.438390166276524E+01 ,    -0.928686832302820E+01 ,    -0.283123566715847E+02 ,    -0.689027293210222E+01 ,    -0.203170194483264E+01 ,    -0.635721031574483E+01 ,    -0.278384211867764E+01 , 
   0.16000 ,    -0.743154825381847E+01 ,     0.330174900417002E+01 ,     0.413160695865049E+01 ,     0.808616930627484E+00 ,    -0.734740203297948E+01 ,    -0.923654507779503E+01 ,    -0.174218860219283E+01 ,    -0.501336298548794E+01 ,    -0.129667146271180E+01 ,    -0.207086452491316E+01 , 
   0.18000 ,     0.193832325641453E+01 ,    -0.614998451014631E+01 ,    -0.551203242122918E+01 ,    -0.277074804433095E+01 ,     0.486508473324446E+01 ,     0.428222233708562E+00 ,     0.355233449327788E+01 ,     0.424975045655511E+01 ,     0.469172507897793E+01 ,    -0.104618858373205E+01 , 
   0.20000 ,     0.220114684445508E+01 ,    -0.773492190435008E+01 ,    -0.713669066495097E+01 ,    -0.263708728920201E+01 ,     0.617090417467989E+01 ,     0.656201382475995E-02 ,     0.382608575302458E+01 ,     0.517602525388646E+01 ,     0.485776907172717E+01 ,    -0.814857056267185E+00 , 
   0.22000 ,    -0.525942486016699E+01 ,    -0.105154499809372E+01 ,    -0.806035856492199E+00 ,     0.366420351131593E+00 ,    -0.490648251381938E+01 ,    -0.572468091493908E+01 ,    -0.153300582658351E+00 ,    -0.454203421712556E+01 ,    -0.826060268063654E-02 ,    -0.147978014590159E+01 , 
   0.24000 ,    -0.112200775121307E+02 ,     0.563945888174332E+01 ,     0.550019164430342E+01 ,     0.251646627131147E+01 ,    -0.153316901415965E+02 ,    -0.882474036724992E+01 ,    -0.338215001108210E+01 ,    -0.139405499018247E+02 ,    -0.396303390623222E+01 ,    -0.221991693954464E+01 , 
   0.26000 ,    -0.950736423887560E+01 ,     0.532931934475516E+01 ,     0.511746559370743E+01 ,     0.159545835819139E+01 ,    -0.146599988903035E+02 ,    -0.562049943851945E+01 ,    -0.246801228552466E+01 ,    -0.138524070500349E+02 ,    -0.298462288529227E+01 ,    -0.225855834940187E+01 , 
   0.28000 ,    -0.305332874831456E+01 ,    -0.676649317113538E+00 ,    -0.665286602387814E+00 ,    -0.966988508516271E+00 ,    -0.568431265400607E+01 ,     0.109913470483413E+00 ,     0.104315944990339E+01 ,    -0.635238627993157E+01 ,     0.111159036302128E+01 ,    -0.164960880102933E+01 , 
   0.30000 ,     0.483692117526785E+00 ,    -0.524586312949288E+01 ,    -0.500833785175086E+01 ,    -0.213542746382263E+01 ,     0.545696566665382E+00 ,     0.199156585256950E+01 ,     0.299742215514730E+01 ,    -0.800282399898649E+00 ,     0.344302137820638E+01 ,    -0.111788621340309E+01 , 
   0.32000 ,    -0.243780842391739E+01 ,    -0.364630508925697E+01 ,    -0.340156802199639E+01 ,    -0.776676817392828E+00 ,    -0.241646567440157E+01 ,    -0.167748556201222E+01 ,     0.143717160278476E+01 ,    -0.295866080793023E+01 ,     0.168741173630889E+01 ,    -0.122537144610026E+01 , 
   0.34000 ,    -0.788227264840086E+01 ,     0.171790404077533E+01 ,     0.179900793615013E+01 ,     0.131726908278591E+01 ,    -0.102283084273177E+02 ,    -0.633363169431714E+01 ,    -0.153241481365433E+01 ,    -0.949199430994350E+01 ,    -0.174361902750477E+01 ,    -0.179486825688261E+01 , 
   0.36000 ,    -0.954886913467756E+01 ,     0.464159264226781E+01 ,     0.459216349884576E+01 ,     0.172335785775859E+01 ,    -0.138466440274607E+02 ,    -0.661029983298137E+01 ,    -0.248265548275453E+01 ,    -0.128079997495382E+02 ,    -0.288190041279662E+01 ,    -0.216822459157207E+01 , 
   0.38000 ,    -0.593527384408245E+01 ,     0.216797044339968E+01 ,     0.213622484956301E+01 ,     0.142038877531182E+00 ,    -0.987524067461965E+01 ,    -0.236759122319707E+01 ,    -0.553967690697419E+00 ,    -0.976633372669974E+01 ,    -0.707719086567103E+00 ,    -0.195392687732693E+01 , 
   0.40000 ,    -0.154811949609727E+01 ,    -0.251309139122442E+01 ,    -0.245144880582352E+01 ,    -0.146618628022904E+01 ,    -0.359163015066845E+01 ,     0.143767344834565E+01 ,     0.184624961069608E+01 ,    -0.451783522142889E+01 ,     0.203484507057146E+01 ,    -0.142967163633025E+01 , 
   0.42000 ,    -0.137659028566863E+01 ,    -0.405901598327453E+01 ,    -0.396928192552659E+01 ,    -0.127521953502800E+01 ,    -0.220698294207855E+01 ,     0.552193922118217E+00 ,     0.200132455669837E+01 ,    -0.312086505273478E+01 ,     0.222912131717393E+01 ,    -0.119316965087152E+01 , 
   0.44000 ,    -0.529199586114948E+01 ,    -0.983397693994792E+00 ,    -0.971680337246311E+00 ,     0.361874936477184E+00 ,    -0.671253753628739E+01 ,    -0.386271355629287E+01 ,    -0.749590425394606E-01 ,    -0.666758045110922E+01 ,    -0.128008249618375E+00 ,    -0.148787508507518E+01 , 
   0.46000 ,    -0.857894723016247E+01 ,     0.299405845770205E+01 ,     0.290937358264484E+01 ,     0.147630777593427E+01 ,    -0.113803946267278E+02 ,    -0.679834054752581E+01 ,    -0.187505968193285E+01 ,    -0.105764195698445E+02 ,    -0.218927877421988E+01 ,    -0.195601729614328E+01 , 
   0.48000 ,    -0.755215057868391E+01 ,     0.339816911269196E+01 ,     0.329697265096212E+01 ,     0.828621689863020E+00 ,    -0.107703534651668E+02 ,    -0.517600656397362E+01 ,    -0.138785772086477E+01 ,    -0.102451534667910E+02 ,    -0.166315811735773E+01 ,    -0.206571751267983E+01 , 
   0.50000 ,    -0.363819625983170E+01 ,    -0.673167298342021E-02 ,    -0.455459387369595E-01 ,    -0.730604138765745E+00 ,    -0.583673657125803E+01 ,    -0.117641223953154E+01 ,     0.685724874722311E+00 ,    -0.624625519035281E+01 ,     0.664882248170981E+00 ,    -0.170955259459056E+01 , 
