 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.909981723602483E+02 ,     0.400140084857193E+02 ,     0.139133088756250E+03 ,     0.386849738133378E+02 ,     0.443349367789829E+03 ,    -0.739915265297074E+03 ,    -0.871314321965850E+02 ,     0.649797229888861E+03 ,    -0.151248912664423E+02 ,    -0.827840364533464E+01 , 
   0.02000 ,    -0.728029825146892E+02 ,     0.253445663934544E+02 ,     0.119062958959245E+03 ,     0.311082641330957E+02 ,     0.434233827395888E+03 ,    -0.684241859163945E+03 ,    -0.744594368291406E+02 ,     0.624339320514021E+03 ,    -0.613777412495725E+01 ,    -0.667520027551655E+01 , 
   0.04000 ,    -0.313811200054956E+02 ,    -0.728688716106397E+01 ,     0.716127872951909E+02 ,     0.138064485586008E+02 ,     0.399570929426253E+03 ,    -0.541207191676059E+03 ,    -0.446056284701698E+02 ,     0.547872675554248E+03 ,     0.133133165338231E+02 ,    -0.302449551226033E+01 , 
   0.06000 ,     0.495285510719166E+01 ,    -0.334664746229517E+02 ,     0.249247334881904E+02 ,    -0.156175864758739E+01 ,     0.327756187511042E+03 ,    -0.367286480540298E+03 ,    -0.154474129096527E+02 ,     0.425749129261527E+03 ,     0.273952538664064E+02 ,     0.154117503988584E+00 , 
   0.08000 ,     0.159964262710348E+02 ,    -0.360765518511782E+02 ,     0.100358826393155E+01 ,    -0.670216416842447E+01 ,     0.222759142979648E+03 ,    -0.217222986255461E+03 ,    -0.683083334968288E+00 ,     0.278221310964575E+03 ,     0.257523019226229E+02 ,     0.100538350226185E+01 , 
   0.10000 ,     0.409182262415602E+01 ,    -0.181187130933441E+02 ,     0.125875030802854E+01 ,    -0.256166757017413E+01 ,     0.111552592135733E+03 ,    -0.116955221798296E+03 ,    -0.809820455276879E+00 ,     0.139681849823059E+03 ,     0.116647298852659E+02 ,    -0.328228780043026E+00 , 
   0.12000 ,    -0.120011920336473E+02 ,     0.251453781964917E+01 ,     0.102677788235032E+02 ,     0.329025630528412E+01 ,     0.291433816544544E+02 ,    -0.610616769933304E+02 ,    -0.599495202370146E+01 ,     0.430179020004180E+02 ,    -0.236842272803112E+01 ,    -0.213599070118793E+01 , 
   0.14000 ,    -0.160281181855494E+02 ,     0.100463436361189E+02 ,     0.121963291096048E+02 ,     0.442676215293284E+01 ,    -0.620813462631442E+01 ,    -0.304641572506916E+02 ,    -0.670870441483871E+01 ,     0.347240149793299E+00 ,    -0.650805716925094E+01 ,    -0.279244610444432E+01 , 
   0.16000 ,    -0.746132805611823E+01 ,     0.339636787700500E+01 ,     0.399347083763617E+01 ,     0.811408898652207E+00 ,    -0.479790438837069E+01 ,    -0.114646510302689E+02 ,    -0.164494190053598E+01 ,    -0.289457175589141E+01 ,    -0.138989729153498E+01 ,    -0.207444222686318E+01 , 
   0.18000 ,     0.193965119771250E+01 ,    -0.613228062090334E+01 ,    -0.549953652576479E+01 ,    -0.281210896001301E+01 ,     0.616545468013036E+01 ,    -0.116044031019404E+01 ,     0.355838104681695E+01 ,     0.535940782932905E+01 ,     0.465879608072722E+01 ,    -0.104382315231652E+01 , 
   0.20000 ,     0.221218210518694E+01 ,    -0.772823855463135E+01 ,    -0.710544079216447E+01 ,    -0.267668508725000E+01 ,     0.600901828041264E+01 ,    -0.183844550200705E+00 ,     0.379466089025944E+01 ,     0.495820069742430E+01 ,     0.485919274250380E+01 ,    -0.812051386857023E+00 , 
   0.22000 ,    -0.525959502955724E+01 ,    -0.103663118695703E+01 ,    -0.831086079693861E+00 ,     0.366398001794803E+00 ,    -0.573698309803479E+01 ,    -0.488704978601395E+01 ,    -0.172518493810882E+00 ,    -0.534976691610882E+01 ,     0.376329391898826E-02 ,    -0.148154237368358E+01 , 
   0.24000 ,    -0.112335623883726E+02 ,     0.564640954567684E+01 ,     0.544392702562684E+01 ,     0.254681244177844E+01 ,    -0.158467586389268E+02 ,    -0.802657434952535E+01 ,    -0.337704238376579E+01 ,    -0.143825448071266E+02 ,    -0.395433754815224E+01 ,    -0.222554087309702E+01 , 
   0.26000 ,    -0.951965829244299E+01 ,     0.531664063464367E+01 ,     0.509430770760490E+01 ,     0.161698447909226E+01 ,    -0.145742236300859E+02 ,    -0.552645112000988E+01 ,    -0.245531980501879E+01 ,    -0.136927778723153E+02 ,    -0.298540796153279E+01 ,    -0.226309770381413E+01 , 
   0.28000 ,    -0.305124556195974E+01 ,    -0.697002155594178E+00 ,    -0.633955161995876E+00 ,    -0.977187162680291E+00 ,    -0.544405382305748E+01 ,    -0.252515527067550E+00 ,     0.104676553335957E+01 ,    -0.609901632786820E+01 ,     0.110136954177139E+01 ,    -0.164954332947137E+01 , 
   0.30000 ,     0.497821688721829E+00 ,    -0.525315433314099E+01 ,    -0.496281851810106E+01 ,    -0.216178524891515E+01 ,     0.445645041771130E+00 ,     0.184707500869227E+01 ,     0.299326401455445E+01 ,    -0.970582157258952E+00 ,     0.342854074164714E+01 ,    -0.111455691514174E+01 , 
   0.32000 ,    -0.242617979835711E+01 ,    -0.363540342044792E+01 ,    -0.339230111980736E+01 ,    -0.787474144582191E+00 ,    -0.282824609284924E+01 ,    -0.132384702006402E+01 ,     0.143838919516781E+01 ,    -0.348334058230610E+01 ,     0.167533214221462E+01 ,    -0.122292595450448E+01 , 
   0.34000 ,    -0.788418118714191E+01 ,     0.173140740398966E+01 ,     0.176795136182280E+01 ,     0.133289615462133E+01 ,    -0.105045096360674E+02 ,    -0.585577614550313E+01 ,    -0.151882457493114E+01 ,    -0.985437265677652E+01 ,    -0.175002574607408E+01 ,    -0.179557790481746E+01 , 
   0.36000 ,    -0.956087008170586E+01 ,     0.463892277279817E+01 ,     0.456340724370367E+01 ,     0.174571910138991E+01 ,    -0.136809194887274E+02 ,    -0.654105153603566E+01 ,    -0.246441620932277E+01 ,    -0.126628006377977E+02 ,    -0.288430729598198E+01 ,    -0.217042232267830E+01 , 
   0.38000 ,    -0.594412436516647E+01 ,     0.214624752582517E+01 ,     0.214898492002228E+01 ,     0.145994178232257E+00 ,    -0.945488410705264E+01 ,    -0.276933921201654E+01 ,    -0.544738424506296E+00 ,    -0.931820360159359E+01 ,    -0.709565029037172E+00 ,    -0.195441316433387E+01 , 
   0.40000 ,    -0.154508856169999E+01 ,    -0.254032459753680E+01 ,    -0.240299126255540E+01 ,    -0.148269346168001E+01 ,    -0.338506878600174E+01 ,     0.103979664745211E+01 ,     0.184179631489496E+01 ,    -0.428189567637205E+01 ,     0.203238710468708E+01 ,    -0.142747398330869E+01 , 
   0.42000 ,    -0.136591735897868E+01 ,    -0.407799148292139E+01 ,    -0.392529826925404E+01 ,    -0.129111401101333E+01 ,    -0.246774137668077E+01 ,     0.646056788555137E+00 ,     0.199202854793041E+01 ,    -0.337984715639034E+01 ,     0.222753504924357E+01 ,    -0.119044610759968E+01 , 
   0.44000 ,    -0.528526055813519E+01 ,    -0.993774881606064E+00 ,    -0.960488562627930E+00 ,     0.365028946220146E+00 ,    -0.725142490955119E+01 ,    -0.328272695053787E+01 ,    -0.767037282129224E-01 ,    -0.722329843711196E+01 ,    -0.127627008436638E+00 ,    -0.148728501630396E+01 , 
   0.46000 ,    -0.858238423831996E+01 ,     0.298247896630135E+01 ,     0.289931902749226E+01 ,     0.149378135029122E+01 ,    -0.118146658950347E+02 ,    -0.618139908654974E+01 ,    -0.186622087146816E+01 ,    -0.110178628521603E+02 ,    -0.218842343274798E+01 ,    -0.195778244045485E+01 , 
   0.48000 ,    -0.756075514577154E+01 ,     0.338020415210746E+01 ,     0.329790462406041E+01 ,     0.839737410755509E+00 ,    -0.109294625551412E+02 ,    -0.491375764592257E+01 ,    -0.137690743528255E+01 ,    -0.103870400697499E+02 ,    -0.166436707477422E+01 ,    -0.206761757539478E+01 , 
   0.50000 ,    -0.364221896138597E+01 ,    -0.231856027487401E-01 ,    -0.215181595387770E-01 ,    -0.737886317724394E+00 ,    -0.587353922724220E+01 ,    -0.123120636091920E+01 ,     0.688710660154929E+00 ,    -0.625338239342647E+01 ,     0.661399924195884E+00 ,    -0.170958455738550E+01 , 
   0.52000 ,    -0.144716676497578E+01 ,    -0.320550899769680E+01 ,    -0.315768036304847E+01 ,    -0.137441634584774E+01 ,    -0.252322093498590E+01 ,     0.433676495350762E+00 ,     0.189818348686287E+01 ,    -0.341592679288384E+01 ,     0.203273039647291E+01 ,    -0.130437265430105E+01 , 
   0.54000 ,    -0.338131015300829E+01 ,    -0.260903068115600E+01 ,    -0.260424337217515E+01 ,    -0.387237278205734E+00 ,    -0.441434188149436E+01 ,    -0.189676293896323E+01 ,     0.937038914527427E+00 ,    -0.486733397257371E+01 ,     0.954809304404109E+00 ,    -0.130933600037672E+01 , 
   0.56000 ,    -0.702401796761284E+01 ,     0.908458866869279E+00 ,     0.857629733486093E+00 ,     0.100577342806501E+01 ,    -0.889651110365181E+01 ,    -0.559423195118712E+01 ,    -0.977097242670527E+00 ,    -0.851718318871680E+01 ,    -0.120223878236274E+01 ,    -0.170399020174361E+01 , 
   0.58000 ,    -0.812059905650341E+01 ,     0.323764746002162E+01 ,     0.322168275940898E+01 ,     0.117721350764211E+01 ,    -0.105199937173090E+02 ,    -0.656988871111478E+01 ,    -0.161511317683696E+01 ,    -0.987247137211116E+01 ,    -0.192639252474182E+01 ,    -0.202835211271977E+01 , 
   0.60000 ,    -0.551626843597756E+01 ,     0.177301643014393E+01 ,     0.187960945019932E+01 ,    -0.211464990187472E-01 ,    -0.741013608997752E+01 ,    -0.395953428815363E+01 ,    -0.313107241648180E+00 ,    -0.731055095643870E+01 ,    -0.474258432379780E+00 ,    -0.191499765869536E+01 , 
   0.62000 ,    -0.234374028633758E+01 ,    -0.170560796237819E+01 ,    -0.150157124800147E+01 ,    -0.115084393117070E+01 ,    -0.324264348149223E+01 ,    -0.986063015513510E+00 ,     0.135652983362771E+01 ,    -0.382160944025210E+01 ,     0.138067461161181E+01 ,    -0.150286432525667E+01 , 
   0.64000 ,    -0.227054563284328E+01 ,    -0.319015705867968E+01 ,    -0.301027832851178E+01 ,    -0.907235110889637E+00 ,    -0.278656120620097E+01 ,    -0.114950121120045E+01 ,     0.147942190531395E+01 ,    -0.339116861618414E+01 ,     0.149156474928360E+01 ,    -0.126792560539026E+01 , 
   0.66000 ,    -0.527446655275801E+01 ,    -0.104751985966781E+01 ,    -0.985731387792585E+00 ,     0.379776866382111E+00 ,    -0.638002416585320E+01 ,    -0.422493976072838E+01 ,    -0.908768165413888E-02 ,    -0.637053751948436E+01 ,    -0.199439205167629E+00 ,    -0.147422392815181E+01 , 
   0.68000 ,    -0.778912185901503E+01 ,     0.219386057846653E+01 ,     0.216277180666698E+01 ,     0.118227121821463E+01 ,    -0.969249528497908E+01 ,    -0.663435907272323E+01 ,    -0.133225029233624E+01 ,    -0.917392002922294E+01 ,    -0.168762706571532E+01 ,    -0.187584366757514E+01 , 
   0.70000 ,    -0.691246569431302E+01 ,     0.281743302706748E+01 ,     0.279902432360993E+01 ,     0.579783719516253E+00 ,    -0.885260721492873E+01 ,    -0.565018304571578E+01 ,    -0.975186576871680E+00 ,    -0.851410699809956E+01 ,    -0.127946330978750E+01 ,    -0.200605271245341E+01 , 
   0.72000 ,    -0.373508844584862E+01 ,     0.171331659783882E+00 ,     0.234907847902142E+00 ,    -0.690835729473559E+00 ,    -0.488603509612201E+01 ,    -0.252660852292027E+01 ,     0.594035231345443E+00 ,    -0.518311420656326E+01 ,     0.484931030976274E+00 ,    -0.171615444714884E+01 , 
   0.74000 ,    -0.198872152296139E+01 ,    -0.265209741357391E+01 ,    -0.253441774127980E+01 ,    -0.113218047795890E+01 ,    -0.239102358158834E+01 ,    -0.988030102005480E+00 ,     0.153118417185084E+01 ,    -0.303933825678256E+01 ,     0.153187315486406E+01 ,    -0.134396464692270E+01 , 
   0.76000 ,    -0.367732344423447E+01 ,    -0.241580293052139E+01 ,    -0.231560809032816E+01 ,    -0.243176138096873E+00 ,    -0.413490153638945E+01 ,    -0.289155156154745E+01 ,     0.775730040453305E+00 ,    -0.447595622107889E+01 ,     0.680974000089220E+00 ,    -0.132064878328339E+01 , 
   0.78000 ,    -0.678502068594385E+01 ,     0.554349890044905E+00 ,     0.614424045938892E+00 ,     0.917279681752228E+00 ,    -0.789912359446924E+01 ,    -0.609314841548029E+01 ,    -0.754680868754926E+00 ,    -0.767372850663025E+01 ,    -0.103157983603660E+01 ,    -0.167126622270209E+01 , 
   0.80000 ,    -0.767023220436567E+01 ,     0.278985313348566E+01 ,     0.285680223322001E+01 ,     0.989125917991947E+00 ,    -0.916799486660257E+01 ,    -0.694611615746765E+01 ,    -0.127260607449304E+01 ,    -0.879181647689207E+01 ,    -0.160941040751428E+01 ,    -0.198615882655790E+01 , 
   0.82000 ,    -0.531284955730987E+01 ,     0.170184295989472E+01 ,     0.182526002206201E+01 ,    -0.997379466453302E-01 ,    -0.644304301579551E+01 ,    -0.450762333904350E+01 ,    -0.199216255415640E+00 ,    -0.649317200765062E+01 ,    -0.416242435270919E+00 ,    -0.189669534700237E+01 , 
   0.84000 ,    -0.247891195193210E+01 ,    -0.143879870422572E+01 ,    -0.127177461826887E+01 ,    -0.106411170640123E+01 ,    -0.297728422573099E+01 ,    -0.159521606881577E+01 ,     0.119493844552090E+01 ,    -0.351567308540952E+01 ,     0.112734575975276E+01 ,    -0.150489449638785E+01 , 
   0.86000 ,    -0.247958782669653E+01 ,    -0.298513151401403E+01 ,    -0.283268309052519E+01 ,    -0.773770657791984E+00 ,    -0.294298917702475E+01 ,    -0.150459589818934E+01 ,     0.129050548789986E+01 ,    -0.346026108890665E+01 ,     0.122774743818931E+01 ,    -0.126705304972672E+01 , 
