 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.946975940580059E+02 ,     0.449319935039765E+02 ,     0.133801019972312E+03 ,     0.389509319096948E+02 ,     0.393943570310469E+03 ,    -0.680796492912333E+03 ,    -0.837724490184794E+02 ,     0.585570057725482E+03 ,    -0.176780282343065E+02 ,    -0.820384730543722E+01 , 
   0.02000 ,    -0.757786588687208E+02 ,     0.296376255184100E+02 ,     0.114388238752695E+03 ,     0.312881783782847E+02 ,     0.392459457033902E+03 ,    -0.634122625197332E+03 ,    -0.714568096366697E+02 ,     0.569429767618017E+03 ,    -0.854768488094680E+01 ,    -0.664118541687414E+01 , 
   0.04000 ,    -0.326993610678198E+02 ,    -0.451996418077159E+01 ,     0.685459684620161E+02 ,     0.137972018765259E+02 ,     0.376590369661104E+03 ,    -0.513165352933670E+03 ,    -0.424956612313534E+02 ,     0.515960207963860E+03 ,     0.113199651948102E+02 ,    -0.307717883451334E+01 , 
   0.06000 ,     0.511799016781255E+01 ,    -0.323315918377769E+02 ,     0.235871226155979E+02 ,    -0.171805839415399E+01 ,     0.325120191946710E+03 ,    -0.362957630841416E+03 ,    -0.143551812492773E+02 ,     0.418915045665052E+03 ,     0.260280781594824E+02 ,     0.410784873814313E-01 , 
   0.08000 ,     0.166721926357747E+02 ,    -0.359858909743258E+02 ,     0.794916272117605E+00 ,    -0.686825759852194E+01 ,     0.233000070324641E+03 ,    -0.227730196585317E+03 ,    -0.349581915187626E+00 ,     0.287693194271296E+03 ,     0.250744057065958E+02 ,     0.902978857983294E+00 , 
   0.10000 ,     0.437810581771130E+01 ,    -0.183049125022672E+02 ,     0.138969693349122E+01 ,    -0.262818869069236E+01 ,     0.123935279097735E+03 ,    -0.129922868417752E+03 ,    -0.827617583258580E+00 ,     0.152746196929675E+03 ,     0.115416604384616E+02 ,    -0.368217861972628E+00 , 
   0.12000 ,    -0.122925264492797E+02 ,     0.249964429662070E+01 ,     0.102692970245227E+02 ,     0.332406584009499E+01 ,     0.362204491349357E+02 ,    -0.682538599785559E+02 ,    -0.606058348480952E+01 ,     0.507995874515714E+02 ,    -0.221534286009460E+01 ,    -0.211998726868160E+01 , 
   0.14000 ,    -0.164600032132985E+02 ,     0.101977845213124E+02 ,     0.120518798967570E+02 ,     0.447968204858791E+01 ,    -0.557319786684273E+01 ,    -0.309331128723489E+02 ,    -0.672481969106786E+01 ,     0.130510216761211E+01 ,    -0.635293634429024E+01 ,    -0.276711648231121E+01 , 
   0.16000 ,    -0.756675479108605E+01 ,     0.349088415018322E+01 ,     0.390309104551897E+01 ,     0.813001046291145E+00 ,    -0.715782757588785E+01 ,    -0.915268996811682E+01 ,    -0.165145361249372E+01 ,    -0.505919543583944E+01 ,    -0.136132109986744E+01 ,    -0.207651952565696E+01 , 
   0.18000 ,     0.219045786326972E+01 ,    -0.621876592791447E+01 ,    -0.542712614301813E+01 ,    -0.285911683052742E+01 ,     0.468718924511269E+01 ,    -0.724157673152671E-01 ,     0.351413759346328E+01 ,     0.421466839924226E+01 ,     0.460240888536472E+01 ,    -0.106951468558198E+01 , 
   0.20000 ,     0.247705406973928E+01 ,    -0.790582584096577E+01 ,    -0.695595451096966E+01 ,    -0.271723550080206E+01 ,     0.669296786543461E+01 ,    -0.128699503514799E+01 ,     0.372613574630581E+01 ,     0.606389913027395E+01 ,     0.482840003043831E+01 ,    -0.831504362433647E+00 , 
   0.22000 ,    -0.527035146964581E+01 ,    -0.113201174209916E+01 ,    -0.757527585391310E+00 ,     0.371495843877358E+00 ,    -0.421280145805799E+01 ,    -0.652786523270798E+01 ,    -0.217034195117447E+00 ,    -0.354297004637062E+01 ,     0.510131825352107E-01 ,    -0.147601399199489E+01 , 
   0.24000 ,    -0.114652739062080E+02 ,     0.570041804864944E+01 ,     0.539028156064768E+01 ,     0.258197003382574E+01 ,    -0.152872761873077E+02 ,    -0.841583603404275E+01 ,    -0.337477966686128E+01 ,    -0.137846548655763E+02 ,    -0.387488224282669E+01 ,    -0.220589561742240E+01 , 
   0.26000 ,    -0.968884725068083E+01 ,     0.543159409349492E+01 ,     0.499579390892591E+01 ,     0.163708556606655E+01 ,    -0.153878426016392E+02 ,    -0.455027555830338E+01 ,    -0.243088864570537E+01 ,    -0.145918547602082E+02 ,    -0.295170050586590E+01 ,    -0.225371619920408E+01 , 
   0.28000 ,    -0.298352874958097E+01 ,    -0.651422577645602E+00 ,    -0.669379030282066E+00 ,    -0.993838117355716E+00 ,    -0.657225902782046E+01 ,     0.812226509736926E+00 ,     0.105280575430152E+01 ,    -0.724692499054291E+01 ,     0.106837445148652E+01 ,    -0.166000156041921E+01 , 
   0.30000 ,     0.695771589790384E+00 ,    -0.531370946310558E+01 ,    -0.491243569895437E+01 ,    -0.219308869326300E+01 ,     0.180789967391112E+00 ,     0.189734168288117E+01 ,     0.296629583326004E+01 ,    -0.112901225122599E+01 ,     0.338274945412621E+01 ,    -0.113117558757332E+01 , 
   0.32000 ,    -0.233213391153255E+01 ,    -0.372677109829455E+01 ,    -0.332096946081412E+01 ,    -0.797368673720676E+00 ,    -0.210935501757986E+01 ,    -0.217152221526098E+01 ,     0.139769761891907E+01 ,    -0.262826475851859E+01 ,     0.168182445969696E+01 ,    -0.122675791380573E+01 , 
   0.34000 ,    -0.798380102118081E+01 ,     0.169984681826634E+01 ,     0.179299326914254E+01 ,     0.135289845605649E+01 ,    -0.964973470773987E+01 ,    -0.664005418123819E+01 ,    -0.154681865519697E+01 ,    -0.895005464250819E+01 ,    -0.168522641833569E+01 ,    -0.178397362923060E+01 , 
   0.36000 ,    -0.971807608717676E+01 ,     0.467875305796590E+01 ,     0.453957700785720E+01 ,     0.177001801447287E+01 ,    -0.134791472007655E+02 ,    -0.659079384918058E+01 ,    -0.247308719668461E+01 ,    -0.125085297774539E+02 ,    -0.281656528357473E+01 ,    -0.215809043637920E+01 , 
   0.38000 ,    -0.597286735581818E+01 ,     0.219435279900771E+01 ,     0.212233936304259E+01 ,     0.146795749481601E+00 ,    -0.985395989177968E+01 ,    -0.232311321723021E+01 ,    -0.547077624717650E+00 ,    -0.977919533788272E+01 ,    -0.693634291240761E+00 ,    -0.195510692438272E+01 , 
   0.40000 ,    -0.142190812444346E+01 ,    -0.253988132366945E+01 ,    -0.240113399673732E+01 ,    -0.150421044771967E+01 ,    -0.369535598060461E+01 ,     0.125453682615532E+01 ,     0.183370060051097E+01 ,    -0.460159570569292E+01 ,     0.199793994724598E+01 ,    -0.143872196576427E+01 , 
   0.42000 ,    -0.124093123092240E+01 ,    -0.411404891359899E+01 ,    -0.390992731920690E+01 ,    -0.130883978528107E+01 ,    -0.218532983203379E+01 ,     0.259617231317944E+00 ,     0.198097506611093E+01 ,    -0.307135337247230E+01 ,     0.219201669143278E+01 ,    -0.119805512908852E+01 , 
   0.44000 ,    -0.529840564987094E+01 ,    -0.101190932321968E+01 ,    -0.963756577498044E+00 ,     0.370675061408371E+00 ,    -0.656228662295473E+01 ,    -0.395176520464264E+01 ,    -0.799076288387114E-01 ,    -0.653467656794500E+01 ,    -0.123924616003643E+00 ,    -0.148259672826753E+01 , 
   0.46000 ,    -0.870668805223888E+01 ,     0.300995137740733E+01 ,     0.287319068883046E+01 ,     0.151456278772759E+01 ,    -0.113059305936488E+02 ,    -0.656816837126797E+01 ,    -0.185886426961454E+01 ,    -0.105601443539800E+02 ,    -0.215446710878648E+01 ,    -0.194700702572623E+01 , 
   0.48000 ,    -0.764540988634596E+01 ,     0.342261905046634E+01 ,     0.327718019576834E+01 ,     0.851420805893790E+00 ,    -0.109242363240198E+02 ,    -0.483384171896175E+01 ,    -0.136921788412471E+01 ,    -0.104425125619819E+02 ,    -0.164105788822284E+01 ,    -0.206339133818268E+01 , 
   0.50000 ,    -0.359156051086418E+01 ,    -0.148376652248160E-01 ,    -0.137233052357074E-01 ,    -0.746731790584588E+00 ,    -0.614547992293292E+01 ,    -0.998110388934508E+00 ,     0.685030253012247E+00 ,    -0.654225365181737E+01 ,     0.650971557946983E+00 ,    -0.171590920078877E+01 , 
   0.52000 ,    -0.132473810842174E+01 ,    -0.323793640150051E+01 ,    -0.313422682572351E+01 ,    -0.139056692767682E+01 ,    -0.264467120084227E+01 ,     0.451465264761768E+00 ,     0.188348927898886E+01 ,    -0.350570203154008E+01 ,     0.200741380321431E+01 ,    -0.131269444577849E+01 , 
   0.54000 ,    -0.332756547132033E+01 ,    -0.263711859590480E+01 ,    -0.260046551542769E+01 ,    -0.390003385612156E+00 ,    -0.427471710324937E+01 ,    -0.207871448897614E+01 ,     0.923893897960663E+00 ,    -0.469180138650872E+01 ,     0.949351408797991E+00 ,    -0.130937078960881E+01 , 
   0.56000 ,    -0.709307483800003E+01 ,     0.930023548611797E+00 ,     0.824633915693592E+00 ,     0.102011759489095E+01 ,    -0.879030899261162E+01 ,    -0.563615261228326E+01 ,    -0.976627297563624E+00 ,    -0.841212008633683E+01 ,    -0.117991320160793E+01 ,    -0.169572033478763E+01 , 
   0.58000 ,    -0.822512858205896E+01 ,     0.330194587863047E+01 ,     0.317273952481938E+01 ,     0.119226018112079E+01 ,    -0.107422080589481E+02 ,    -0.625471649904951E+01 ,    -0.160084312389742E+01 ,    -0.101310378381105E+02 ,    -0.190441561930969E+01 ,    -0.202129317524644E+01 , 
   0.60000 ,    -0.553539961391055E+01 ,     0.182740903529061E+01 ,     0.185047559945605E+01 ,    -0.216320098307035E-01 ,    -0.786139931213761E+01 ,    -0.348600969922808E+01 ,    -0.295726149199073E+00 ,    -0.780180019036435E+01 ,    -0.483103039440294E+00 ,    -0.191653293860304E+01 , 
