 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.940051767448412E+02 ,     0.507041117297830E+02 ,     0.130623644507631E+03 ,     0.382859227887764E+02 ,     0.293707054776724E+03 ,    -0.574700851467819E+03 ,    -0.809365749855806E+02 ,     0.466869688043890E+03 ,    -0.224508485898166E+02 ,    -0.860163295322993E+01 , 
   0.02000 ,    -0.752397718080345E+02 ,     0.347546044110080E+02 ,     0.111318979546519E+03 ,     0.307507237644923E+02 ,     0.301802112331976E+03 ,    -0.537894146474709E+03 ,    -0.688147362920010E+02 ,     0.462232037012920E+03 ,    -0.127463803566372E+02 ,    -0.696462761599893E+01 , 
   0.04000 ,    -0.325058041928144E+02 ,    -0.103821060472022E+01 ,     0.658688138587543E+02 ,     0.135542339566359E+02 ,     0.310502166250760E+03 ,    -0.442399080147852E+03 ,    -0.403989636564942E+02 ,     0.438201363937960E+03 ,     0.854042818313768E+01 ,    -0.322817804150130E+01 , 
   0.06000 ,     0.502025067016438E+01 ,    -0.306968751376574E+02 ,     0.216731311745897E+02 ,    -0.169073812293306E+01 ,     0.288513524138651E+03 ,    -0.323138153274490E+03 ,    -0.130364832742033E+02 ,     0.376321952822575E+03 ,     0.248160064047195E+02 ,     0.504337818076449E-01 , 
   0.08000 ,     0.165068331382835E+02 ,    -0.356966123259705E+02 ,    -0.900768197810869E-01 ,    -0.673567999157934E+01 ,     0.220432021289198E+03 ,    -0.213692291396592E+03 ,     0.161871047703491E+00 ,     0.273561448351985E+03 ,     0.249534853020364E+02 ,     0.978038774170445E+00 , 
   0.10000 ,     0.433736435842353E+01 ,    -0.185915364883888E+02 ,     0.145569585571441E+01 ,    -0.254920754166927E+01 ,     0.124449062384073E+03 ,    -0.130447849990559E+03 ,    -0.923463332775859E+00 ,     0.153917392951661E+03 ,     0.118355041386359E+02 ,    -0.320915490244711E+00 , 
   0.12000 ,    -0.121885462613415E+02 ,     0.220122019832005E+01 ,     0.108402074866805E+02 ,     0.330717498378332E+01 ,     0.397343693292210E+02 ,    -0.725250368775287E+02 ,    -0.642086409190177E+01 ,     0.553722348036300E+02 ,    -0.196132151158583E+01 ,    -0.212808626790910E+01 , 
   0.14000 ,    -0.163322190100773E+02 ,     0.100588644125054E+02 ,     0.125785823788573E+02 ,     0.443110332151193E+01 ,    -0.423679219942242E+01 ,    -0.329782889838087E+02 ,    -0.703472496820056E+01 ,     0.332442474712318E+01 ,    -0.623744886270977E+01 ,    -0.279575491077894E+01 , 
   0.16000 ,    -0.753104141663354E+01 ,     0.342441113213627E+01 ,     0.407994712108500E+01 ,     0.807305038861231E+00 ,    -0.823341773781386E+01 ,    -0.833606249753526E+01 ,    -0.177041134399258E+01 ,    -0.576565689986163E+01 ,    -0.128362438929578E+01 ,    -0.208204338413623E+01 , 
   0.18000 ,     0.213171699556153E+01 ,    -0.631270649734335E+01 ,    -0.552964790540115E+01 ,    -0.281435915025066E+01 ,     0.322297137582665E+01 ,     0.146941757317556E+01 ,     0.353435428154586E+01 ,     0.308584346037052E+01 ,     0.471725754948021E+01 ,    -0.104504762920574E+01 , 
