 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.908572730548974E+02 ,     0.372035312217620E+02 ,     0.148089073012277E+03 ,     0.386057591766677E+02 ,     0.624534072489670E+03 ,    -0.934359537473367E+03 ,    -0.903507269652211E+02 ,     0.855429646168367E+03 ,    -0.110065473425814E+02 ,    -0.851872690275451E+01 , 
   0.02000 ,    -0.726891205120189E+02 ,     0.222123075156552E+02 ,     0.127034576990290E+03 ,     0.310221082635076E+02 ,     0.604912438097167E+03 ,    -0.866868620823780E+03 ,    -0.776688399353914E+02 ,     0.817209082673397E+03 ,    -0.223004976158706E+01 ,    -0.687820310702997E+01 , 
   0.04000 ,    -0.313366506697651E+02 ,    -0.109802542227845E+02 ,     0.771759902627828E+02 ,     0.137127258154538E+02 ,     0.541319270756726E+03 ,    -0.691658356260224E+03 ,    -0.476727568904427E+02 ,     0.706147445973023E+03 ,     0.166144082945536E+02 ,    -0.314029784462123E+01 , 
   0.06000 ,     0.491819299443991E+01 ,    -0.371480534842935E+02 ,     0.278813921685777E+02 ,    -0.164061603720347E+01 ,     0.429264548436285E+03 ,    -0.473875794657925E+03 ,    -0.180340209834773E+02 ,     0.537255050553833E+03 ,     0.297930781741000E+02 ,     0.121487638343960E+00 , 
   0.08000 ,     0.159142980882037E+02 ,    -0.387615507507658E+02 ,     0.219053410604135E+01 ,    -0.674101544621194E+01 ,     0.282376840688159E+03 ,    -0.279264400258727E+03 ,    -0.241306819948371E+01 ,     0.342756123913413E+03 ,     0.271510229294227E+02 ,     0.101149557890687E+01 , 
   0.10000 ,     0.401972399137858E+01 ,    -0.192391687316332E+02 ,     0.174898177859015E+01 ,    -0.256024796678361E+01 ,     0.136756051014555E+03 ,    -0.143263478872548E+03 ,    -0.155846734812998E+01 ,     0.167016605205348E+03 ,     0.122255974711511E+02 ,    -0.327515464885363E+00 , 
   0.12000 ,    -0.120176541646812E+02 ,     0.263661101750243E+01 ,     0.106685354390049E+02 ,     0.330510178563021E+01 ,     0.328503886448511E+02 ,    -0.654118177373663E+02 ,    -0.602383871336434E+01 ,     0.477789146383143E+02 ,    -0.229441305155302E+01 ,    -0.215360489471838E+01 , 
   0.14000 ,    -0.159888053055039E+02 ,     0.105033083248467E+02 ,     0.125392849728579E+02 ,     0.442798620349701E+01 ,    -0.109739001088224E+02 ,    -0.260980616003293E+02 ,    -0.650442194086618E+01 ,    -0.376989156422855E+01 ,    -0.655793579892951E+01 ,    -0.281249438652018E+01 , 
   0.16000 ,    -0.740956451844324E+01 ,     0.345302552060737E+01 ,     0.411577340853737E+01 ,     0.797844451472271E+00 ,    -0.933158376597603E+01 ,    -0.706319628236321E+01 ,    -0.159236924384599E+01 ,    -0.709249231082455E+01 ,    -0.136003785285357E+01 ,    -0.207854198051150E+01 , 
   0.18000 ,     0.195741700417440E+01 ,    -0.654074286458750E+01 ,    -0.557816220769590E+01 ,    -0.281960240143721E+01 ,     0.480100028555737E+01 ,     0.230283968766430E+00 ,     0.339010500823053E+01 ,     0.412084406115457E+01 ,     0.476984205897486E+01 ,    -0.103221153601866E+01 , 
