 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.896004350576440E+02 ,    -0.262492479591010E+02 ,     0.216989213044402E+03 ,     0.358261990686655E+02 ,     0.431812711910292E+04 ,    -0.476067722518038E+04 ,    -0.136386042829733E+03 ,     0.479759326502898E+04 ,     0.243879351375656E+02 ,    -0.831980727475677E+01 , 
   0.02000 ,    -0.718245001303893E+02 ,    -0.359234617130819E+02 ,     0.189257212754106E+03 ,     0.287028872847131E+02 ,     0.398421986994891E+04 ,    -0.436247392047012E+04 ,    -0.119611835762752E+03 ,     0.441487902264362E+04 ,     0.310090020182647E+02 ,    -0.680450750591153E+01 , 
   0.04000 ,    -0.313378428876265E+02 ,    -0.549224095982270E+02 ,     0.122131541652399E+03 ,     0.124689321166689E+02 ,     0.310044809892324E+04 ,    -0.332663881724993E+04 ,    -0.788811573828558E+02 ,     0.340905957529991E+04 ,     0.435953281434920E+02 ,    -0.333406606752063E+01 , 
   0.06000 ,     0.423591351804141E+01 ,    -0.626366962152518E+02 ,     0.517748035014426E+02 ,    -0.186159477211561E+01 ,     0.196561388543917E+04 ,    -0.204185396777067E+04 ,    -0.357462964509206E+02 ,     0.213526901335836E+04 ,     0.474005717853539E+02 ,    -0.255436588374300E+00 , 
   0.08000 ,     0.151762184368486E+02 ,    -0.472271605739180E+02 ,     0.848390307155322E+01 ,    -0.649803565263696E+01 ,     0.923253001894595E+03 ,    -0.921755573582166E+03 ,    -0.824926150177651E+01 ,     0.988575458970624E+03 ,     0.345176930204852E+02 ,     0.679310052360008E+00 , 
   0.10000 ,     0.373808987478527E+01 ,    -0.165742336455530E+02 ,    -0.182590731400595E+01 ,    -0.241749798193358E+01 ,     0.215716433337494E+03 ,    -0.213484265973554E+03 ,    -0.772181847109666E-01 ,     0.230034885664695E+03 ,     0.115171440248845E+02 ,    -0.443189083565719E+00 , 
   0.12000 ,    -0.118217796989200E+02 ,     0.909359622788999E+01 ,     0.487085034390287E+01 ,     0.316877876094715E+01 ,    -0.974039366899910E+02 ,     0.711385689957724E+02 ,    -0.224786241803215E+01 ,    -0.952797979856042E+02 ,    -0.667570931057288E+01 ,    -0.206808584329054E+01 , 
   0.14000 ,    -0.156857063978584E+02 ,     0.152533235688720E+02 ,     0.892837650441794E+01 ,     0.420496308624578E+01 ,    -0.121227365092673E+03 ,     0.857831793378689E+02 ,    -0.379175087700903E+01 ,    -0.118489740265287E+03 ,    -0.102562380652012E+02 ,    -0.268255757749965E+01 , 
   0.16000 ,    -0.734679694148601E+01 ,     0.463971441861911E+01 ,     0.333202033517097E+01 ,     0.734240144238680E+00 ,    -0.308334573765587E+02 ,     0.148910104602055E+02 ,    -0.873111175451981E+00 ,    -0.301220551633865E+02 ,    -0.230189196711008E+01 ,    -0.204362864448751E+01 , 
   0.18000 ,     0.175877946476419E+01 ,    -0.764682706709676E+01 ,    -0.503375366358873E+01 ,    -0.269544011439275E+01 ,     0.356600266250262E+02 ,    -0.288952160407676E+02 ,     0.292221904875566E+01 ,     0.321201314657028E+02 ,     0.587160658271683E+01 ,    -0.110127146011906E+01 , 
   0.20000 ,     0.197227788036246E+01 ,    -0.929168061217412E+01 ,    -0.680702746002628E+01 ,    -0.252771197201457E+01 ,     0.331484672174275E+02 ,    -0.253664536228661E+02 ,     0.311384380996913E+01 ,     0.293192359723546E+02 ,     0.608438315786637E+01 ,    -0.879280450591764E+00 , 
   0.22000 ,    -0.531369595234533E+01 ,    -0.104041984826781E+01 ,    -0.952685900128441E+00 ,     0.378109727526225E+00 ,    -0.643395774433340E+01 ,    -0.421378390951269E+01 ,    -0.168542934419297E+00 ,    -0.575129374740049E+01 ,    -0.787580598221077E-01 ,    -0.149001880637363E+01 , 
   0.24000 ,    -0.110911944317409E+02 ,     0.676520867763379E+01 ,     0.527152688695280E+01 ,     0.242145998978289E+01 ,    -0.326054440287004E+02 ,     0.680607062110484E+01 ,    -0.290971884630156E+01 ,    -0.280873294319688E+02 ,    -0.495072847025998E+01 ,    -0.218261865412431E+01 , 
   0.26000 ,    -0.937156849780460E+01 ,     0.612605932769361E+01 ,     0.511808944878553E+01 ,     0.150045557559084E+01 ,    -0.254397176604954E+02 ,     0.376029901939296E+01 ,    -0.214192185785148E+01 ,    -0.222886008932412E+02 ,    -0.364364517413281E+01 ,    -0.222887549982081E+01 , 
   0.28000 ,    -0.306186395000843E+01 ,    -0.963918116211788E+00 ,    -0.539038024629399E+00 ,    -0.965788409038191E+00 ,    -0.251751995327506E+01 ,    -0.272197522732753E+01 ,     0.907380493069066E+00 ,    -0.412016339828214E+01 ,     0.142629733656726E+01 ,    -0.166405295147311E+01 , 
   0.30000 ,     0.354402310388648E+00 ,    -0.607862997440375E+01 ,    -0.500821476888763E+01 ,    -0.205281994499813E+01 ,     0.877541105857126E+01 ,    -0.473496861140572E+01 ,     0.263419727577526E+01 ,     0.462112576932482E+01 ,     0.422445485257501E+01 ,    -0.115809919607959E+01 , 
   0.32000 ,    -0.254101256060857E+01 ,    -0.401111879478026E+01 ,    -0.355955203638312E+01 ,    -0.711518420628907E+00 ,     0.252655210971573E-01 ,    -0.325691344183578E+01 ,     0.127234222346063E+01 ,    -0.182602121327546E+01 ,     0.201034422693048E+01 ,    -0.124576090465948E+01 , 
   0.34000 ,    -0.785931856945591E+01 ,     0.214975083473752E+01 ,     0.169167139145520E+01 ,     0.129508169460575E+01 ,    -0.146383648449430E+02 ,    -0.259745702370884E+01 ,    -0.135295045647574E+01 ,    -0.124025890454314E+02 ,    -0.217422864196153E+01 ,    -0.177582356852723E+01 , 
   0.36000 ,    -0.944386017897131E+01 ,     0.525686363246048E+01 ,     0.470439608371238E+01 ,     0.164464866554845E+01 ,    -0.177602375491222E+02 ,    -0.394456574777988E+01 ,    -0.219158307690662E+01 ,    -0.145055875060653E+02 ,    -0.350725467944639E+01 ,    -0.213470921685142E+01 , 
   0.38000 ,    -0.587123277956192E+01 ,     0.219621346553939E+01 ,     0.239162267107996E+01 ,     0.964294066342250E-01 ,    -0.725434586259866E+01 ,    -0.522717766186152E+01 ,    -0.457932235878903E+00 ,    -0.704542631069587E+01 ,    -0.834094439767353E+00 ,    -0.194353815883073E+01 , 
