 Q (1/Ang),Pb-Pb,Pb-Ta,Pb-Sc,Pb-O ,Ta-Ta,Ta-Sc,Ta-O ,Sc-Sc,Sc-O ,O-O  
   0.00000 ,    -0.969050371015769E+02 ,     0.300724905038643E+02 ,     0.157256382581693E+03 ,     0.389714827871082E+02 ,     0.108952676352735E+04 ,    -0.141211922399994E+04 ,    -0.978875029667661E+02 ,     0.136002890480107E+04 ,    -0.400518401551702E+01 ,    -0.879853039284490E+01 , 
   0.02000 ,    -0.775534228705115E+02 ,     0.150715369626831E+02 ,     0.135715489332499E+03 ,     0.312771673331207E+02 ,     0.103700379761204E+04 ,    -0.131148235475065E+04 ,    -0.847528113502800E+02 ,     0.128535542484944E+04 ,     0.437244643509148E+01 ,    -0.712108985681106E+01 , 
   0.04000 ,    -0.334895837548751E+02 ,    -0.178315140458725E+02 ,     0.844456565783470E+02 ,     0.137239526797049E+02 ,     0.885794297569177E+03 ,    -0.104759344479894E+04 ,    -0.534963144229430E+02 ,     0.107762339555865E+04 ,     0.220927329771948E+02 ,    -0.329353951770814E+01 , 
   0.06000 ,     0.519383609314333E+01 ,    -0.428336212620562E+02 ,     0.330271791523423E+02 ,    -0.182073912525255E+01 ,     0.659573019058065E+03 ,    -0.713240053510490E+03 ,    -0.220800371610444E+02 ,     0.783783685453365E+03 ,     0.336518378264714E+02 ,     0.626406776625628E-01 , 
   0.08000 ,     0.170263279559449E+02 ,    -0.423102330169405E+02 ,     0.496693482086176E+01 ,    -0.693822770664703E+01 ,     0.404670194949704E+03 ,    -0.407018197951652E+03 ,    -0.460363797480495E+01 ,     0.472428029138639E+03 ,     0.292751136919416E+02 ,     0.101042746384903E+01 , 
   0.10000 ,     0.448992134894514E+01 ,    -0.203842516742347E+02 ,     0.254146024213687E+01 ,    -0.263541701805937E+01 ,     0.181070185657122E+03 ,    -0.189367936979757E+03 ,    -0.227185107047725E+01 ,     0.213514182225348E+03 ,     0.129299653433764E+02 ,    -0.317163954207743E+00 , 
   0.12000 ,    -0.125021392803858E+02 ,     0.312843417492970E+01 ,     0.103522067308486E+02 ,     0.335328917766828E+01 ,     0.367436726060316E+02 ,    -0.687318039492567E+02 ,    -0.592074157591893E+01 ,     0.518176862332477E+02 ,    -0.239987095221363E+01 ,    -0.215767232405513E+01 , 
   0.14000 ,    -0.167093637277316E+02 ,     0.113339213749089E+02 ,     0.120411517298484E+02 ,     0.449719182344061E+01 ,    -0.176068563360477E+02 ,    -0.184118503741232E+02 ,    -0.622469712978076E+01 ,    -0.106663896629598E+02 ,    -0.685217464996077E+01 ,    -0.282873813971095E+01 , 
   0.16000 ,    -0.759010810698899E+01 ,     0.369644963716246E+01 ,     0.396377561297443E+01 ,     0.800065363717629E+00 ,    -0.116396166458165E+02 ,    -0.446611808262202E+01 ,    -0.149462556686165E+01 ,    -0.966089627399881E+01 ,    -0.147777412572166E+01 ,    -0.209170256969536E+01 , 
   0.18000 ,     0.237495448412718E+01 ,    -0.692701228523959E+01 ,    -0.539470782195883E+01 ,    -0.287932163290712E+01 ,     0.836406940612873E+01 ,    -0.382570055087479E+01 ,     0.328775618232624E+01 ,     0.745106762189005E+01 ,     0.485900061929846E+01 ,    -0.103376898143779E+01 , 
